Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCJ_M_R
2358,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2359,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
2360,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2361,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2362,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2363,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Bareland
2364,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
2365,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
2366,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
2367,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
2368,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2369,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2370,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
2371,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2372,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Bareland
2373,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
2374,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
2375,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2376,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2377,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Water
2378,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
2379,Forest,Wetland,Water,NULL,Water,Water,NULL,Water
2380,Forest,Wetland,Water,NULL,Water,Forest,NULL,Forest
2381,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Water
2382,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2383,Forest,Wetland,Water,Water,Water,Wetland,NULL,Water
2384,Forest,Wetland,Water,Water,Water,Wetland,NULL,Forest
2385,Forest,Wetland,Water,Water,Water,Water,NULL,Grassland
2386,Forest,Wetland,Water,Water,Water,Water,NULL,Water
2387,Forest,Wetland,Water,Water,Water,Forest,NULL,Forest
2388,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
2389,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2390,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2391,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2392,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2393,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2394,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2395,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2396,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2397,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
2398,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2399,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2400,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2401,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2402,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2403,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2404,Forest,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Forest
2405,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2406,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2407,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2408,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2409,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2410,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2411,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2412,Forest,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
2413,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2414,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2415,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2416,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2417,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2418,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2419,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2420,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2421,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2422,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2423,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2424,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2425,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2426,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2427,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
2428,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
2429,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2430,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2431,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2432,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2433,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2434,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2435,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2436,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2437,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2438,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
2439,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2440,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2441,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2442,Forest,Water,NULL,Water,Non_Wetland,Bareland,NULL,Forest
2443,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2444,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2445,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2446,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2447,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2448,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2449,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2450,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2451,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
2452,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2453,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2454,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2455,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2456,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2457,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2458,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2459,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2460,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2461,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2462,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2463,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2464,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2465,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2466,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2467,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2468,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2469,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2470,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
2471,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2472,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2473,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2474,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2475,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2476,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2477,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2478,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2479,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
2480,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2481,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2482,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2483,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2484,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
2485,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
2486,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
2487,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2488,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2489,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
2490,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
2491,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2492,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2493,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2494,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
2495,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
2496,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2497,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2498,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2499,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2500,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2501,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2502,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2503,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2504,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2505,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2506,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2507,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2508,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2509,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2510,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
2511,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2512,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Bareland
2513,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
2514,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
2515,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2516,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2517,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2518,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2519,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2520,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2521,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2522,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2523,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
2524,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
2525,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2526,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2527,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
2528,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
2529,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2530,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2531,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2532,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2533,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2534,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2535,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2536,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2537,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2538,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2539,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2540,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
2541,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
2542,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
2543,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2544,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2545,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2546,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2547,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2548,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2549,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2550,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2551,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2552,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2553,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
2554,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
2555,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2556,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2557,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2558,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2559,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2560,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
2561,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
2562,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
2563,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
2564,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2565,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
2566,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
2567,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2568,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2569,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2570,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2571,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2572,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
2573,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2574,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2575,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
2576,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2577,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2578,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2579,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2580,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2581,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2582,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2583,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2584,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
2585,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2586,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2587,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
2588,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Water
2589,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
2590,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2591,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2592,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2593,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2594,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Water
2595,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
2596,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
2597,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
2598,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
2599,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2600,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2601,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2602,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2603,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2604,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
2605,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2606,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2607,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
2608,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
2609,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2610,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2611,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2612,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2613,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2614,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
2615,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2616,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2617,Forest,Water,Water,NULL,Water,NULL,Water,Water
2618,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2619,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2620,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
2621,Forest,Water,Water,NULL,Water,Wetland,NULL,Wetland
2622,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
2623,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
2624,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2625,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2626,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
2627,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2628,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2629,Forest,Water,Water,NULL,Water,Bareland,NULL,Forest
2630,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2631,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
2632,Forest,Water,Water,NULL,Water,Water,NULL,Water
2633,Forest,Water,Water,NULL,Water,Water,NULL,Forest
2634,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
2635,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2636,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2637,Forest,Water,Water,NULL,Water,Water,Water,Water
2638,Forest,Water,Water,NULL,Water,Water,Water,Forest
2639,Forest,Water,Water,NULL,Water,Water,Forest,Water
2640,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2641,Forest,Water,Water,NULL,Water,Forest,NULL,Water
2642,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
2643,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2644,Forest,Water,Water,NULL,Water,Forest,Water,Water
2645,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2646,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2647,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2648,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2649,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2650,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2651,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2652,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2653,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2654,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2655,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Water
2656,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Forest
2657,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2658,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Forest
2659,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
2660,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
2661,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
2662,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
2663,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2664,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2665,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
2666,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2667,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2668,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
2669,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
2670,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
2671,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2672,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2673,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2674,Forest,Water,Water,Water,Water,NULL,NULL,Water
2675,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2676,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2677,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2678,Forest,Water,Water,Water,Water,NULL,Water,Water
2679,Forest,Water,Water,Water,Water,NULL,Water,Forest
2680,Forest,Water,Water,Water,Water,NULL,Forest,Water
2681,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2682,Forest,Water,Water,Water,Water,Grassland,Water,Water
2683,Forest,Water,Water,Water,Water,Wetland,NULL,Water
2684,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
2685,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2686,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2687,Forest,Water,Water,Water,Water,Wetland,Water,Bareland
2688,Forest,Water,Water,Water,Water,Wetland,Water,Water
2689,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2690,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2691,Forest,Water,Water,Water,Water,Bareland,NULL,Bareland
2692,Forest,Water,Water,Water,Water,Bareland,NULL,Water
2693,Forest,Water,Water,Water,Water,Bareland,NULL,Forest
2694,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
2695,Forest,Water,Water,Water,Water,Bareland,Water,Water
2696,Forest,Water,Water,Water,Water,Bareland,Water,Forest
2697,Forest,Water,Water,Water,Water,Bareland,Forest,Water
2698,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
2699,Forest,Water,Water,Water,Water,Water,NULL,Bareland
2700,Forest,Water,Water,Water,Water,Water,NULL,Water
2701,Forest,Water,Water,Water,Water,Water,NULL,Forest
2702,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2703,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2704,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
2705,Forest,Water,Water,Water,Water,Water,Wetland,Water
2706,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2707,Forest,Water,Water,Water,Water,Water,Water,Grassland
2708,Forest,Water,Water,Water,Water,Water,Water,Wetland
2709,Forest,Water,Water,Water,Water,Water,Water,Bareland
2710,Forest,Water,Water,Water,Water,Water,Water,Water
2711,Forest,Water,Water,Water,Water,Water,Water,Forest
2712,Forest,Water,Water,Water,Water,Water,Forest,Wetland
2713,Forest,Water,Water,Water,Water,Water,Forest,Water
2714,Forest,Water,Water,Water,Water,Water,Forest,Forest
2715,Forest,Water,Water,Water,Water,Forest,NULL,Wetland
2716,Forest,Water,Water,Water,Water,Forest,NULL,Water
2717,Forest,Water,Water,Water,Water,Forest,NULL,Forest
2718,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2719,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2720,Forest,Water,Water,Water,Water,Forest,Water,Water
2721,Forest,Water,Water,Water,Water,Forest,Water,Forest
2722,Forest,Water,Water,Water,Water,Forest,Forest,Water
2723,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2724,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2725,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2726,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2727,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2728,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2729,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2730,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2731,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2732,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2733,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2734,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2735,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
