Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWT_M_R
13246,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13247,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13248,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13249,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13250,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13251,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13252,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13253,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13254,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13255,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13256,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13257,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13258,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13259,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13260,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13261,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13262,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13263,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13264,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13265,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
13266,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13267,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13268,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13269,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13270,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
13271,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
13272,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
13273,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
13274,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13275,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13276,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13277,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13278,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13279,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13280,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13281,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13282,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13283,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13284,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13285,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
13286,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13287,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13288,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13289,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13290,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
13291,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13292,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13293,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13294,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
13295,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13296,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13297,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
13298,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
13299,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
13300,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
13301,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
13302,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13303,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
13304,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
13305,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13306,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
13307,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13308,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13309,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13310,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
13311,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
13312,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13313,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13314,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13315,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13316,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13317,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
13318,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
13319,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13320,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13321,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
13322,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
13323,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
13324,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
13325,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
13326,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
13327,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
13328,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
13329,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
13330,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
13331,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
13332,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
13333,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Forest
13334,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
13335,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
13336,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,Forest
13337,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13338,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13339,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13340,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13341,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13342,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13343,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
13344,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
13345,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13346,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
13347,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
13348,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13349,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
13350,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
13351,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
13352,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
13353,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
13354,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
13355,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13356,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
13357,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
13358,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13359,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
13360,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13361,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
13362,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
13363,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
13364,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
13365,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
13366,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
13367,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
13368,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
13369,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
13370,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13371,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13372,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
13373,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13374,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
13375,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13376,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13377,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
13378,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13379,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13380,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
13381,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
13382,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
13383,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
13384,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
13385,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
13386,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13387,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
13388,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
13389,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
13390,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
13391,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
13392,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
13393,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13394,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13395,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
13396,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
13397,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
13398,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
13399,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
13400,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
13401,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13402,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13403,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
13404,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13405,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13406,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13407,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
13408,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
13409,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
13410,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
13411,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
13412,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
13413,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
13414,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
13415,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
13416,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
13417,Forest,Built-up,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
13418,Forest,Built-up,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
13419,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
13420,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
13421,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Grassland
13422,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
13423,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
13424,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
13425,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
13426,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
13427,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
13428,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
13429,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
13430,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
13431,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
13432,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
13433,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
13434,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
13435,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
13436,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
13437,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
13438,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
13439,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Water
13440,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
13441,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
13442,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
13443,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
13444,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13445,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
13446,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Built-up
13447,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
13448,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
13449,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
13450,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
13451,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
13452,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
13453,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
13454,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Water
13455,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
13456,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
13457,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
13458,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
13459,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
13460,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
13461,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
13462,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
13463,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
13464,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
13465,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
13466,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Bareland
13467,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
13468,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
13469,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Built-up
13470,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
13471,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
13472,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Wetland
13473,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
13474,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Wetland
13475,Forest,Built-up,Wetland,NULL,Wetland,Water,Bareland,Wetland
13476,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
13477,Forest,Built-up,Wetland,NULL,Wetland,Water,Forest,Forest
13478,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
13479,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
13480,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
13481,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
13482,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
13483,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
13484,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
13485,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
13486,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
13487,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
13488,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
13489,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
13490,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
13491,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
13492,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
13493,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13494,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
13495,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
13496,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
13497,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Grassland
13498,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
13499,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
13500,Forest,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
13501,Forest,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
13502,Forest,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Forest
13503,Forest,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
13504,Forest,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
13505,Forest,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
13506,Forest,Built-up,Wetland,Water,Wetland,Wetland,NULL,Forest
13507,Forest,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Grassland
13508,Forest,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Forest
13509,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13510,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
13511,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
13512,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
13513,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Wetland
13514,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
13515,Forest,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Grassland
13516,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
13517,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
13518,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
13519,Forest,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Grassland
13520,Forest,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
13521,Forest,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Forest
13522,Forest,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
13523,Forest,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
13524,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
13525,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Wetland
13526,Forest,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
13527,Forest,Built-up,Wetland,Water,Wetland,Water,Bareland,Wetland
13528,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
13529,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
13530,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
13531,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
13532,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
13533,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
13534,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
13535,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13536,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
13537,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13538,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
13539,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13540,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
13541,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
13542,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
13543,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13544,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
13545,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13546,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
13547,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13548,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
13549,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
13550,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
13551,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
13552,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
13553,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
13554,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
13555,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
13556,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13557,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13558,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
13559,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13560,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Built-up
13561,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
13562,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13563,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
13564,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
13565,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
13566,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
13567,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
