Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R
12845,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
12846,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
12847,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Cropland
12848,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12849,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
12850,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
12851,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
12852,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
12853,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12854,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
12855,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12856,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
12857,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
12858,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
12859,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
12860,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
12861,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12862,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
12863,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12864,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
12865,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
12866,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12867,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
12868,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12869,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12870,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12871,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
12872,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12873,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12874,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12875,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12876,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12877,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12878,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
12879,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
12880,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
12881,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
12882,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12883,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12884,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
12885,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
12886,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
12887,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12888,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12889,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
12890,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
12891,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12892,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12893,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12894,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12895,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
12896,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
12897,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12898,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
12899,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12900,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12901,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12902,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
12903,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
12904,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
12905,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
12906,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
12907,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
12908,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12909,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12910,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
12911,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12912,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
12913,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12914,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
12915,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
12916,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
12917,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12918,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
12919,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
12920,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
12921,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12922,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12923,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
12924,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
12925,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
12926,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
12927,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
12928,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
12929,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
12930,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12931,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
12932,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
12933,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12934,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12935,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12936,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
12937,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12938,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12939,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12940,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
12941,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
12942,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12943,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12944,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
12945,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
12946,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
12947,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12948,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
12949,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
12950,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12951,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12952,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12953,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
12954,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
12955,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Water
12956,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12957,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12958,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12959,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12960,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
12961,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12962,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12963,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
12964,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
12965,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12966,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
12967,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
12968,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12969,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
12970,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
12971,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
12972,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12973,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
12974,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
12975,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
12976,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
12977,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
12978,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Cropland
12979,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Water
12980,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
12981,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
12982,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
12983,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
12984,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
12985,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
12986,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
12987,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
12988,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12989,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
12990,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
12991,Forest,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Water
12992,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12993,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
12994,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
12995,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
12996,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest,Forest
12997,Forest,Water,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
12998,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
12999,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
13000,Forest,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
13001,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
13002,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
13003,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
13004,Forest,Water,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
13005,Forest,Water,Cropland,Water,Non_Wetland,Forest,NULL,Water
13006,Forest,Water,Cropland,Water,Non_Wetland,Forest,Wetland,Water
13007,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
13008,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
13009,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Water
13010,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
13011,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
13012,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
13013,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
13014,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
13015,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
13016,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
13017,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
13018,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
13019,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
13020,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
13021,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13022,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
13023,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
13024,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
13025,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
13026,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
13027,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
13028,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
13029,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
13030,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
13031,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
13032,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
13033,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
13034,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
13035,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
13036,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
13037,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
13038,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
13039,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
13040,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
13041,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13042,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
13043,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
13044,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13045,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
13046,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
13047,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
13048,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
13049,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
13050,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
13051,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
13052,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
13053,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
13054,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
13055,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13056,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
13057,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
13058,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
13059,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
13060,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
13061,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
13062,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
13063,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
13064,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
13065,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
13066,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
13067,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
13068,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
13069,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
13070,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
13071,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
13072,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
13073,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
13074,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
13075,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
13076,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Cropland
13077,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
13078,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
13079,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
13080,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
13081,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13082,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
13083,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
13084,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
13085,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
13086,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
13087,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
13088,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
13089,Forest,Water,Wetland,Water,Wetland,Water,Water,Cropland
13090,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
13091,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
13092,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
13093,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
13094,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
13095,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
13096,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
13097,Forest,Water,Wetland,Water,Wetland,Forest,Water,Cropland
13098,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
13099,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
13100,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
13101,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
13102,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
13103,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
13104,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
13105,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
13106,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
13107,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
13108,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
13109,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
13110,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
13111,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
13112,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
13113,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
13114,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13115,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13116,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
13117,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
13118,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
13119,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
13120,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
13121,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
13122,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
13123,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
13124,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
13125,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
13126,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
13127,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
13128,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
13129,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
13130,Forest,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
13131,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
13132,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13133,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13134,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
13135,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13136,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
13137,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
13138,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
13139,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
13140,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
13141,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,NULL,Grassland
13142,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
13143,Forest,Water,Water,NULL,Water,NULL,NULL,Cropland
13144,Forest,Water,Water,NULL,Water,NULL,NULL,Water
13145,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
13146,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
13147,Forest,Water,Water,NULL,Water,NULL,Wetland,Cropland
13148,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
13149,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
13150,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
13151,Forest,Water,Water,NULL,Water,NULL,Water,Water
13152,Forest,Water,Water,NULL,Water,NULL,Water,Forest
13153,Forest,Water,Water,NULL,Water,NULL,Forest,Water
13154,Forest,Water,Water,NULL,Water,Wetland,NULL,Grassland
13155,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
13156,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
13157,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
13158,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
13159,Forest,Water,Water,NULL,Water,Wetland,Built-up,Forest
13160,Forest,Water,Water,NULL,Water,Wetland,Water,Bareland
13161,Forest,Water,Water,NULL,Water,Wetland,Water,Water
13162,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
13163,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
13164,Forest,Water,Water,NULL,Water,Water,NULL,Water
13165,Forest,Water,Water,NULL,Water,Water,NULL,Forest
13166,Forest,Water,Water,NULL,Water,Water,Wetland,Water
13167,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
13168,Forest,Water,Water,NULL,Water,Water,Water,Grassland
13169,Forest,Water,Water,NULL,Water,Water,Water,Cropland
13170,Forest,Water,Water,NULL,Water,Water,Water,Water
13171,Forest,Water,Water,NULL,Water,Water,Water,Forest
13172,Forest,Water,Water,NULL,Water,Water,Forest,Bareland
13173,Forest,Water,Water,NULL,Water,Water,Forest,Water
13174,Forest,Water,Water,NULL,Water,Water,Forest,Forest
13175,Forest,Water,Water,NULL,Water,Forest,NULL,Grassland
13176,Forest,Water,Water,NULL,Water,Forest,NULL,Water
13177,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
13178,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
13179,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
13180,Forest,Water,Water,NULL,Water,Forest,Water,Grassland
13181,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
13182,Forest,Water,Water,NULL,Water,Forest,Water,Water
13183,Forest,Water,Water,NULL,Water,Forest,Water,Forest
13184,Forest,Water,Water,NULL,Water,Forest,Forest,Water
13185,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
13186,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
13187,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
13188,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
13189,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Cropland
13190,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
13191,Forest,Water,Water,Non_Water,Water,NULL,Water,Cropland
13192,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
13193,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
13194,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
13195,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
13196,Forest,Water,Water,Non_Water,Water,Water,NULL,Grassland
13197,Forest,Water,Water,Non_Water,Water,Water,NULL,Cropland
13198,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
13199,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
13200,Forest,Water,Water,Non_Water,Water,Water,Wetland,Cropland
13201,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
13202,Forest,Water,Water,Non_Water,Water,Water,Water,Cropland
13203,Forest,Water,Water,Non_Water,Water,Water,Water,Water
13204,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
13205,Forest,Water,Water,Non_Water,Water,Water,Forest,Cropland
13206,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
13207,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
