Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQP_M_R
1162,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1163,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1164,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1165,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1166,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1167,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1168,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1169,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1170,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1171,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1172,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1173,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1174,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1175,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1176,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1177,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1178,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1179,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1180,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1181,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1182,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1183,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1184,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1185,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1186,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1187,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1188,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1189,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1190,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
1191,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1192,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1193,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1194,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1195,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
1196,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1197,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1198,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
1199,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Water
1200,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1201,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1202,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1203,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water
1204,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
1205,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1206,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1207,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1208,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1209,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland
1210,Forest,Wetland,Wetland,Water,Wetland,NULL,Bareland
1211,Forest,Wetland,Wetland,Water,Wetland,NULL,Water
1212,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest
1213,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1214,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
1215,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1216,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
1217,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
1218,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1219,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
1220,Forest,Wetland,Water,NULL,Water,NULL,Grassland
1221,Forest,Wetland,Water,NULL,Water,NULL,Wetland
1222,Forest,Wetland,Water,NULL,Water,NULL,Bareland
1223,Forest,Wetland,Water,NULL,Water,NULL,Water
1224,Forest,Wetland,Water,NULL,Water,NULL,Forest
1225,Forest,Wetland,Water,Non_Water,Water,NULL,Grassland
1226,Forest,Wetland,Water,Non_Water,Water,NULL,Bareland
1227,Forest,Wetland,Water,Non_Water,Water,NULL,Water
1228,Forest,Wetland,Water,Non_Water,Water,NULL,Forest
1229,Forest,Wetland,Water,Water,Water,NULL,Grassland
1230,Forest,Wetland,Water,Water,Water,NULL,Wetland
1231,Forest,Wetland,Water,Water,Water,NULL,Bareland
1232,Forest,Wetland,Water,Water,Water,NULL,Water
1233,Forest,Wetland,Water,Water,Water,NULL,Forest
1234,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1235,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1236,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1237,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1238,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1239,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1240,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1241,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1242,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1243,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
1244,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water
1245,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1246,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1247,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1248,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1249,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1250,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1251,Forest,Bareland,Wetland,Water,Wetland,NULL,Bareland
1252,Forest,Bareland,Wetland,Water,Wetland,NULL,Forest
1253,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1254,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1255,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1256,Forest,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1257,Forest,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1258,Forest,Built-up,NULL,Water,Non_Wetland,NULL,Bareland
1259,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1260,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1261,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
1262,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1263,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1264,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
1265,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1266,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1267,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
1268,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1269,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water
1270,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
1271,Forest,Built-up,Wetland,Water,Wetland,NULL,Water
1272,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1273,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
1274,Forest,Built-up,Water,Non_Water,Water,NULL,Bareland
1275,Forest,Built-up,Water,Non_Water,Water,NULL,Water
1276,Forest,Built-up,Water,Water,Water,NULL,Water
1277,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1278,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
1279,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1280,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water
1281,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
1282,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Bareland
1283,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Forest
1284,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1285,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland
1286,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest
1287,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland
1288,Forest,Water,NULL,Water,Non_Wetland,NULL,Bareland
1289,Forest,Water,NULL,Water,Non_Wetland,NULL,Water
1290,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1291,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1292,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1293,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1294,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1295,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1296,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1297,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1298,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1299,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1300,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1301,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water
1302,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1303,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1304,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1305,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water
1306,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1307,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1308,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1309,Forest,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1310,Forest,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1311,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water
1312,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest
1313,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1314,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1315,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water
1316,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1317,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1318,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1319,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1320,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1321,Forest,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1322,Forest,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1323,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water
1324,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest
1325,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland
1326,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland
1327,Forest,Water,Wetland,NULL,Wetland,NULL,Water
1328,Forest,Water,Wetland,NULL,Wetland,NULL,Forest
1329,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1330,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1331,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1332,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water
1333,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest
1334,Forest,Water,Wetland,Water,Wetland,NULL,Grassland
1335,Forest,Water,Wetland,Water,Wetland,NULL,Bareland
1336,Forest,Water,Wetland,Water,Wetland,NULL,Water
1337,Forest,Water,Wetland,Water,Wetland,NULL,Forest
1338,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1339,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1340,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water
1341,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1342,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
1343,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1344,Forest,Water,Water,NULL,Water,NULL,Grassland
1345,Forest,Water,Water,NULL,Water,NULL,Wetland
1346,Forest,Water,Water,NULL,Water,NULL,Bareland
1347,Forest,Water,Water,NULL,Water,NULL,Water
1348,Forest,Water,Water,NULL,Water,NULL,Forest
1349,Forest,Water,Water,Non_Water,Water,NULL,Grassland
1350,Forest,Water,Water,Non_Water,Water,NULL,Bareland
1351,Forest,Water,Water,Non_Water,Water,NULL,Water
1352,Forest,Water,Water,Non_Water,Water,NULL,Forest
1353,Forest,Water,Water,Water,Water,NULL,Grassland
1354,Forest,Water,Water,Water,Water,NULL,Bareland
1355,Forest,Water,Water,Water,Water,NULL,Water
1356,Forest,Water,Water,Water,Water,NULL,Forest
1357,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1358,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1359,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1360,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water
1361,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest
1362,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1363,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
1364,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1365,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1366,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland
1367,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland
1368,Forest,Water,Forest,Water,Non_Wetland,NULL,Water
1369,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest
1370,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1371,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland
1372,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1373,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland
1374,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
1375,Forest,Forest,NULL,Water,Non_Wetland,NULL,Bareland
1376,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1377,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1378,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1379,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1380,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1381,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1382,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1383,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1384,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water
1385,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1386,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1387,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1388,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1389,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1390,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
1391,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1392,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1393,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water
1394,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1395,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1396,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1397,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water
1398,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1399,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1400,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
1401,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water
1402,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1403,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
1404,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1405,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1406,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up
1407,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water
1408,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1409,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1410,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1411,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1412,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
1413,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1414,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water
1415,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1416,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL
1417,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland
1418,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland
1419,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland
1420,Forest,Forest,Wetland,NULL,Wetland,NULL,Water
1421,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest
1422,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1423,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland
1424,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water
1425,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1426,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland
1427,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland
1428,Forest,Forest,Wetland,Water,Wetland,NULL,Water
1429,Forest,Forest,Wetland,Water,Wetland,NULL,Forest
1430,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1431,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1432,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1433,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
1434,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest
1435,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL
1436,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1437,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland
1438,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1439,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1440,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest
1441,Forest,Forest,Water,NULL,Water,NULL,Grassland
1442,Forest,Forest,Water,NULL,Water,NULL,Bareland
1443,Forest,Forest,Water,NULL,Water,NULL,Water
1444,Forest,Forest,Water,NULL,Water,NULL,Forest
1445,Forest,Forest,Water,Non_Water,Water,NULL,Grassland
1446,Forest,Forest,Water,Non_Water,Water,NULL,Bareland
1447,Forest,Forest,Water,Non_Water,Water,NULL,Water
1448,Forest,Forest,Water,Non_Water,Water,NULL,Forest
1449,Forest,Forest,Water,Water,Water,NULL,Grassland
1450,Forest,Forest,Water,Water,Water,NULL,Bareland
1451,Forest,Forest,Water,Water,Water,NULL,Water
1452,Forest,Forest,Water,Water,Water,NULL,Forest
1453,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1454,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1455,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Cropland
1456,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1457,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1458,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
1459,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water
1460,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1461,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1462,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
1463,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1464,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1465,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1466,Forest,Forest,Forest,Water,Non_Wetland,NULL,Cropland
1467,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1468,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water
1469,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest
