Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBU_M_R
2422,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
2423,Forest,Wetland,Water,Water,Water,Grassland,Forest,Forest
2424,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
2425,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2426,Forest,Wetland,Water,Water,Water,Water,Water,Water
2427,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2428,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2429,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2430,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2431,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2432,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2433,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2434,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2435,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2436,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2437,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2438,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2439,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2440,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2441,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2442,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2443,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2444,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2445,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2446,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2447,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2448,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2449,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2450,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2451,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2452,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2453,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
2454,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2455,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2456,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2457,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2458,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2459,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2460,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2461,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2462,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2463,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2464,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2465,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2466,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2467,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2468,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2469,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
2470,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2471,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2472,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2473,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2474,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2475,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2476,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2477,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2478,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2479,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2480,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2481,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2482,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2483,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2484,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2485,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2486,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2487,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2488,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2489,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2490,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2491,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2492,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2493,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2494,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2495,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2496,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2497,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
2498,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2499,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2500,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2501,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2502,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2503,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2504,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2505,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2506,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2507,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2508,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2509,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2510,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2511,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2512,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2513,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2514,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2515,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2516,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2517,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2518,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2519,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2520,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2521,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2522,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2523,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2524,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2525,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2526,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2527,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2528,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2529,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2530,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2531,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2532,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2533,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2534,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2535,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2536,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2537,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2538,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2539,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2540,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2541,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2542,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2543,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2544,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2545,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2546,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2547,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2548,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2549,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2550,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2551,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2552,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2553,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2554,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2555,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2556,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
2557,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2558,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2559,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2560,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
2561,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2562,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2563,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2564,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2565,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2566,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2567,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2568,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2569,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2570,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2571,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2572,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2573,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2574,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2575,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
2576,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2577,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2578,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2579,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2580,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
2581,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2582,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2583,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2584,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2585,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2586,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2587,Forest,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2588,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2589,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
2590,Forest,Water,Water,NULL,Water,Water,Grassland,Bareland
2591,Forest,Water,Water,NULL,Water,Water,Grassland,Water
2592,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
2593,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2594,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2595,Forest,Water,Water,NULL,Water,Water,Water,Water
2596,Forest,Water,Water,NULL,Water,Water,Water,Forest
2597,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2598,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2599,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2600,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2601,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2602,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2603,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2604,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
2605,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
2606,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2607,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2608,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2609,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2610,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2611,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2612,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2613,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2614,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2615,Forest,Water,Water,Water,Water,NULL,Water,Water
2616,Forest,Water,Water,Water,Water,NULL,Water,Forest
2617,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
2618,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
2619,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
2620,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2621,Forest,Water,Water,Water,Water,Grassland,Forest,Grassland
2622,Forest,Water,Water,Water,Water,Wetland,Water,Water
2623,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2624,Forest,Water,Water,Water,Water,Water,Wetland,Water
2625,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2626,Forest,Water,Water,Water,Water,Water,Water,Water
2627,Forest,Water,Water,Water,Water,Water,Water,Forest
2628,Forest,Water,Water,Water,Water,Water,Forest,Grassland
2629,Forest,Water,Water,Water,Water,Water,Forest,Water
2630,Forest,Water,Water,Water,Water,Water,Forest,Forest
2631,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2632,Forest,Water,Water,Water,Water,Forest,Water,Water
2633,Forest,Water,Water,Water,Water,Forest,Water,Forest
2634,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2635,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2636,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2637,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2638,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2639,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2640,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2641,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2642,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2643,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2644,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2645,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2646,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2647,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2648,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2649,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2650,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2651,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2652,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2653,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2654,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2655,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2656,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2657,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2658,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2659,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2660,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2661,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2662,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2663,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2664,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2665,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2666,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2667,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2668,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2669,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2670,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2671,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2672,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2673,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2674,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2675,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2676,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2677,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2678,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2679,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2680,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2681,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
2682,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2683,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2684,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2685,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2686,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2687,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2688,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2689,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2690,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2691,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2692,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2693,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2694,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2695,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2696,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2697,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2698,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2699,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2700,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2701,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2702,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2703,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2704,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2705,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2706,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2707,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2708,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2709,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2710,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2711,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2712,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2713,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2714,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2715,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2716,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2717,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2718,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2719,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2720,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2721,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2722,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2723,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2724,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2725,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2726,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2727,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2728,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2729,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2730,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2731,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2732,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2733,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2734,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2735,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2736,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2737,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2738,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2739,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2740,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2741,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2742,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2743,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2744,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2745,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2746,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2747,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2748,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2749,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2750,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2751,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2752,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2753,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2754,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2755,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2756,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2757,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2758,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2759,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2760,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2761,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2762,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2763,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2764,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2765,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2766,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2767,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2768,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2769,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2770,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2771,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2772,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2773,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2774,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2775,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2776,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2777,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2778,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2779,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2780,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2781,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
