Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVH_M_R
1716,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1717,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1718,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
1719,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1720,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1721,Bareland,Water,Built-up,Water,Non_Wetland,Water
1722,Bareland,Water,Water,NULL,Water,Grassland
1723,Bareland,Water,Water,NULL,Water,Bareland
1724,Bareland,Water,Water,NULL,Water,Built-up
1725,Bareland,Water,Water,NULL,Water,Water
1726,Bareland,Water,Water,NULL,Water,Forest
1727,Bareland,Water,Water,Non_Water,Water,Grassland
1728,Bareland,Water,Water,Non_Water,Water,Bareland
1729,Bareland,Water,Water,Non_Water,Water,Water
1730,Bareland,Water,Water,Non_Water,Water,Forest
1731,Bareland,Water,Water,Water,Water,Grassland
1732,Bareland,Water,Water,Water,Water,Bareland
1733,Bareland,Water,Water,Water,Water,Built-up
1734,Bareland,Water,Water,Water,Water,Water
1735,Bareland,Water,Water,Water,Water,Forest
1736,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1737,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1738,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1739,Bareland,Water,Forest,NULL,Non_Wetland,Water
1740,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1741,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1742,Bareland,Water,Forest,Non_Water,Non_Wetland,Cropland
1743,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1744,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1745,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1746,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1747,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1748,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1749,Bareland,Water,Forest,Water,Non_Wetland,Water
1750,Bareland,Water,Forest,Water,Non_Wetland,Forest
1751,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1752,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1753,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1754,Bareland,Forest,NULL,Water,Non_Wetland,Grassland
1755,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1756,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1757,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1758,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1759,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1760,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1761,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1762,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1763,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1764,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1765,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1766,Bareland,Forest,Wetland,Water,Wetland,Grassland
1767,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1768,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1769,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1770,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1771,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1772,Bareland,Forest,Water,NULL,Water,Forest
1773,Bareland,Forest,Water,Non_Water,Water,Grassland
1774,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1775,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1776,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1777,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1778,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1779,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1780,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1781,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1782,Water,NULL,NULL,NULL,Non_Wetland,Built-up
1783,Water,NULL,NULL,NULL,Non_Wetland,Water
1784,Water,NULL,NULL,NULL,Non_Wetland,Forest
1785,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1786,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1787,Water,NULL,NULL,Water,Non_Wetland,Grassland
1788,Water,NULL,NULL,Water,Non_Wetland,Water
1789,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1790,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1791,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1792,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1793,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1794,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1795,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1796,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1797,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1798,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1799,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1800,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1801,Water,NULL,Shrubland,Water,Non_Wetland,Water
1802,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1803,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1804,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1805,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1806,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1807,Water,NULL,Grassland,NULL,Non_Wetland,Water
1808,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1809,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1810,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1811,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1812,Water,NULL,Grassland,Water,Non_Wetland,NULL
1813,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1814,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1815,Water,NULL,Grassland,Water,Non_Wetland,Water
1816,Water,NULL,Grassland,Water,Non_Wetland,Forest
1817,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1818,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1819,Water,NULL,Cropland,NULL,Non_Wetland,Water
1820,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1821,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1822,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1823,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1824,Water,NULL,Cropland,Water,Non_Wetland,Water
1825,Water,NULL,Wetland,NULL,Wetland,Grassland
1826,Water,NULL,Wetland,NULL,Wetland,Bareland
1827,Water,NULL,Wetland,NULL,Wetland,Water
1828,Water,NULL,Wetland,NULL,Wetland,Forest
1829,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1830,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1831,Water,NULL,Wetland,Non_Water,Wetland,Water
1832,Water,NULL,Wetland,Non_Water,Wetland,Forest
1833,Water,NULL,Wetland,Water,Wetland,Grassland
1834,Water,NULL,Wetland,Water,Wetland,Bareland
1835,Water,NULL,Wetland,Water,Wetland,Water
1836,Water,NULL,Wetland,Water,Wetland,Forest
1837,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1838,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1839,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1840,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1841,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1842,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1843,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1844,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1845,Water,NULL,Bareland,Water,Non_Wetland,Water
1846,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1847,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1848,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1849,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1850,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1851,Water,NULL,Water,NULL,Water,Grassland
1852,Water,NULL,Water,NULL,Water,Bareland
1853,Water,NULL,Water,NULL,Water,Water
1854,Water,NULL,Water,NULL,Water,Forest
1855,Water,NULL,Water,Non_Water,Water,Grassland
1856,Water,NULL,Water,Non_Water,Water,Water
1857,Water,NULL,Water,Non_Water,Water,Forest
1858,Water,NULL,Water,Water,Water,Grassland
1859,Water,NULL,Water,Water,Water,Cropland
1860,Water,NULL,Water,Water,Water,Bareland
1861,Water,NULL,Water,Water,Water,Water
1862,Water,NULL,Water,Water,Water,Forest
1863,Water,NULL,Forest,NULL,Non_Wetland,NULL
1864,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1865,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1866,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1867,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1868,Water,NULL,Forest,NULL,Non_Wetland,Water
1869,Water,NULL,Forest,NULL,Non_Wetland,Forest
1870,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1871,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1872,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1873,Water,NULL,Forest,Water,Non_Wetland,Grassland
1874,Water,NULL,Forest,Water,Non_Wetland,Cropland
1875,Water,NULL,Forest,Water,Non_Wetland,Bareland
1876,Water,NULL,Forest,Water,Non_Wetland,Water
1877,Water,NULL,Forest,Water,Non_Wetland,Forest
1878,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1879,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1880,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1881,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1882,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1883,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1884,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1885,Water,Cropland,NULL,Water,Non_Wetland,Water
1886,Water,Cropland,NULL,Water,Non_Wetland,Forest
1887,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1888,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1889,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1890,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1891,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1892,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1893,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1894,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1895,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1896,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1897,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1898,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1899,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1900,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1901,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1902,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1903,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1904,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1905,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1906,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1907,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1908,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1909,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1910,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1911,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1912,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1913,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1914,Water,Cropland,Cropland,Water,Non_Wetland,Water
1915,Water,Cropland,Wetland,NULL,Wetland,Grassland
1916,Water,Cropland,Wetland,NULL,Wetland,Forest
1917,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1918,Water,Cropland,Wetland,Water,Wetland,Grassland
1919,Water,Cropland,Wetland,Water,Wetland,Bareland
1920,Water,Cropland,Wetland,Water,Wetland,Water
1921,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1922,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1923,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1924,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1925,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1926,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1927,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1928,Water,Cropland,Water,NULL,Water,Grassland
1929,Water,Cropland,Water,NULL,Water,Bareland
1930,Water,Cropland,Water,NULL,Water,Water
1931,Water,Cropland,Water,NULL,Water,Forest
1932,Water,Cropland,Water,Non_Water,Water,Grassland
1933,Water,Cropland,Water,Water,Water,Grassland
1934,Water,Cropland,Water,Water,Water,Bareland
1935,Water,Cropland,Water,Water,Water,Water
1936,Water,Cropland,Water,Water,Water,Forest
1937,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1938,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1939,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1940,Water,Cropland,Forest,NULL,Non_Wetland,Water
1941,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1942,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1943,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1944,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1945,Water,Cropland,Forest,Water,Non_Wetland,Forest
1946,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1947,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
1948,Water,Wetland,NULL,NULL,Non_Wetland,Water
1949,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1950,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1951,Water,Wetland,NULL,Non_Water,Non_Wetland,Water
1952,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1953,Water,Wetland,NULL,Water,Non_Wetland,Water
1954,Water,Wetland,NULL,Water,Non_Wetland,Forest
1955,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1956,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1957,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1958,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1959,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1960,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1961,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1962,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1963,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1964,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1965,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1966,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1967,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
1968,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1969,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1970,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1971,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1972,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
1973,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1974,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1975,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
1976,Water,Wetland,Grassland,Water,Non_Wetland,Water
1977,Water,Wetland,Grassland,Water,Non_Wetland,Forest
1978,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1979,Water,Wetland,Cropland,NULL,Non_Wetland,Water
1980,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1981,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1982,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
1983,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water
1984,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1985,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1986,Water,Wetland,Cropland,Water,Non_Wetland,Water
1987,Water,Wetland,Cropland,Water,Non_Wetland,Forest
1988,Water,Wetland,Wetland,NULL,Wetland,Grassland
1989,Water,Wetland,Wetland,NULL,Wetland,Water
1990,Water,Wetland,Wetland,NULL,Wetland,Forest
1991,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1992,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
1993,Water,Wetland,Wetland,Non_Water,Wetland,Water
1994,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1995,Water,Wetland,Wetland,Water,Wetland,Grassland
1996,Water,Wetland,Wetland,Water,Wetland,Cropland
1997,Water,Wetland,Wetland,Water,Wetland,Bareland
1998,Water,Wetland,Wetland,Water,Wetland,Water
1999,Water,Wetland,Wetland,Water,Wetland,Forest
2000,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
2001,Water,Wetland,Water,NULL,Water,Grassland
2002,Water,Wetland,Water,NULL,Water,Bareland
2003,Water,Wetland,Water,NULL,Water,Water
2004,Water,Wetland,Water,NULL,Water,Forest
2005,Water,Wetland,Water,Non_Water,Water,Grassland
2006,Water,Wetland,Water,Non_Water,Water,Cropland
2007,Water,Wetland,Water,Non_Water,Water,Water
2008,Water,Wetland,Water,Non_Water,Water,Forest
2009,Water,Wetland,Water,Water,Water,Grassland
2010,Water,Wetland,Water,Water,Water,Bareland
2011,Water,Wetland,Water,Water,Water,Water
2012,Water,Wetland,Water,Water,Water,Forest
2013,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
2014,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
2015,Water,Wetland,Forest,NULL,Non_Wetland,Water
2016,Water,Wetland,Forest,NULL,Non_Wetland,Forest
2017,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2018,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
2019,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
2020,Water,Wetland,Forest,Water,Non_Wetland,Grassland
2021,Water,Wetland,Forest,Water,Non_Wetland,Water
2022,Water,Wetland,Forest,Water,Non_Wetland,Forest
2023,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
2024,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
2025,Water,Bareland,NULL,NULL,Non_Wetland,Forest
2026,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
2027,Water,Bareland,NULL,Water,Non_Wetland,Grassland
2028,Water,Bareland,NULL,Water,Non_Wetland,Bareland
2029,Water,Bareland,NULL,Water,Non_Wetland,Water
2030,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2031,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2032,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
2033,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2034,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2035,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2036,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
2037,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
2038,Water,Bareland,Shrubland,Water,Non_Wetland,Water
2039,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
2040,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
2041,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
2042,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
2043,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2044,Water,Bareland,Grassland,Water,Non_Wetland,Water
2045,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
2046,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
2047,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
2048,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
2049,Water,Bareland,Wetland,NULL,Wetland,Water
2050,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
2051,Water,Bareland,Wetland,Non_Water,Wetland,Water
2052,Water,Bareland,Wetland,Water,Wetland,Grassland
2053,Water,Bareland,Wetland,Water,Wetland,Cropland
2054,Water,Bareland,Wetland,Water,Wetland,Bareland
2055,Water,Bareland,Wetland,Water,Wetland,Water
2056,Water,Bareland,Wetland,Water,Wetland,Forest
2057,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
2058,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
2059,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2060,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2061,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
2062,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
2063,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
2064,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
2065,Water,Bareland,Bareland,Water,Non_Wetland,Water
2066,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
2067,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
2068,Water,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
2069,Water,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
2070,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
2071,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
2072,Water,Bareland,Built-up,Water,Non_Wetland,Water
2073,Water,Bareland,Water,NULL,Water,Grassland
2074,Water,Bareland,Water,NULL,Water,Bareland
2075,Water,Bareland,Water,NULL,Water,Water
2076,Water,Bareland,Water,Non_Water,Water,Bareland
2077,Water,Bareland,Water,Non_Water,Water,Water
2078,Water,Bareland,Water,Water,Water,Grassland
2079,Water,Bareland,Water,Water,Water,Bareland
2080,Water,Bareland,Water,Water,Water,Water
2081,Water,Bareland,Water,Water,Water,Forest
2082,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
2083,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
2084,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
2085,Water,Bareland,Forest,NULL,Non_Wetland,Water
2086,Water,Bareland,Forest,NULL,Non_Wetland,Forest
2087,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2088,Water,Bareland,Forest,Non_Water,Non_Wetland,Cropland
2089,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
2090,Water,Bareland,Forest,Water,Non_Wetland,Grassland
2091,Water,Bareland,Forest,Water,Non_Wetland,Bareland
2092,Water,Bareland,Forest,Water,Non_Wetland,Water
2093,Water,Bareland,Forest,Water,Non_Wetland,Forest
2094,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
2095,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
2096,Water,Built-up,NULL,NULL,Non_Wetland,Water
2097,Water,Built-up,NULL,NULL,Non_Wetland,Forest
2098,Water,Built-up,NULL,Non_Water,Non_Wetland,Grassland
2099,Water,Built-up,NULL,Water,Non_Wetland,Water
2100,Water,Built-up,NULL,Water,Non_Wetland,Forest
2101,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2102,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2103,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2104,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2105,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
2106,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
2107,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2108,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
2109,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
2110,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2111,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
2112,Water,Built-up,Shrubland,Water,Non_Wetland,Water
2113,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
2114,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2115,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
2116,Water,Built-up,Grassland,NULL,Non_Wetland,Water
2117,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
2118,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2119,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
2120,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water
2121,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2122,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
2123,Water,Built-up,Grassland,Water,Non_Wetland,Water
2124,Water,Built-up,Grassland,Water,Non_Wetland,Forest
2125,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2126,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
2127,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2128,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2129,Water,Built-up,Wetland,NULL,Wetland,Grassland
2130,Water,Built-up,Wetland,NULL,Wetland,Water
2131,Water,Built-up,Wetland,NULL,Wetland,Forest
2132,Water,Built-up,Wetland,Non_Water,Wetland,Forest
2133,Water,Built-up,Wetland,Water,Wetland,Grassland
2134,Water,Built-up,Wetland,Water,Wetland,Bareland
2135,Water,Built-up,Wetland,Water,Wetland,Water
2136,Water,Built-up,Wetland,Water,Wetland,Forest
2137,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
2138,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2139,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
2140,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2141,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2142,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
2143,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
2144,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
2145,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
2146,Water,Built-up,Water,NULL,Water,Grassland
2147,Water,Built-up,Water,NULL,Water,Water
2148,Water,Built-up,Water,NULL,Water,Forest
2149,Water,Built-up,Water,Non_Water,Water,Forest
2150,Water,Built-up,Water,Water,Water,Grassland
2151,Water,Built-up,Water,Water,Water,Bareland
2152,Water,Built-up,Water,Water,Water,Water
2153,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
2154,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
2155,Water,Built-up,Forest,NULL,Non_Wetland,Water
2156,Water,Built-up,Forest,NULL,Non_Wetland,Forest
2157,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2158,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
2159,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
