Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
513,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
515,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,NULL
516,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
517,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
519,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
520,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
522,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
524,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
525,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
528,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,NULL
529,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Bareland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
532,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
536,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
538,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
539,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
540,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Water
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
546,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
548,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
549,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
550,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
552,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
553,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
554,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
555,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
556,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
557,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
559,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
560,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
561,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
563,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
564,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
565,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
566,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
567,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
568,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
569,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
570,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
571,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
574,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
575,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
577,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
578,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
580,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
586,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Bareland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Built-up
590,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
591,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
592,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
596,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
599,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
600,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
601,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
604,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
606,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
607,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
608,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
609,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
610,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
612,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
613,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
616,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
620,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
621,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
625,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
626,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
627,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
632,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
635,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
636,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
638,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
639,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
642,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
644,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
648,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Bareland
650,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
651,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
652,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
653,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
654,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
655,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
656,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
657,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
