Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUF_M_R
1303,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1304,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1305,Bareland,Built-up,Water,Water,Water,Grassland
1306,Bareland,Built-up,Water,Water,Water,Bareland
1307,Bareland,Built-up,Water,Water,Water,Water
1308,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1309,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1310,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1311,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1312,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1313,Bareland,Built-up,Forest,Water,Non_Wetland,Grassland
1314,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland
1315,Bareland,Built-up,Forest,Water,Non_Wetland,Water
1316,Bareland,Built-up,Forest,Water,Non_Wetland,Forest
1317,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1318,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1319,Bareland,Water,NULL,NULL,Non_Wetland,Water
1320,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1321,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1322,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
1323,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
1324,Bareland,Water,NULL,Water,Non_Wetland,Grassland
1325,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1326,Bareland,Water,NULL,Water,Non_Wetland,Water
1327,Bareland,Water,NULL,Water,Non_Wetland,Forest
1328,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1329,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1330,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1331,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1332,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1333,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1334,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1335,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1336,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1337,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1338,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1339,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1340,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1341,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1342,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1343,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1344,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1345,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1346,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1347,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1348,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1349,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1350,Bareland,Water,Grassland,Water,Non_Wetland,Water
1351,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1352,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1353,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1354,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1355,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1356,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1357,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1358,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1359,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1360,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1361,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1362,Bareland,Water,Cropland,Water,Non_Wetland,Water
1363,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1364,Bareland,Water,Wetland,NULL,Wetland,Grassland
1365,Bareland,Water,Wetland,NULL,Wetland,Bareland
1366,Bareland,Water,Wetland,NULL,Wetland,Water
1367,Bareland,Water,Wetland,NULL,Wetland,Forest
1368,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1369,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1370,Bareland,Water,Wetland,Non_Water,Wetland,Built-up
1371,Bareland,Water,Wetland,Non_Water,Wetland,Water
1372,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1373,Bareland,Water,Wetland,Water,Wetland,Grassland
1374,Bareland,Water,Wetland,Water,Wetland,Cropland
1375,Bareland,Water,Wetland,Water,Wetland,Bareland
1376,Bareland,Water,Wetland,Water,Wetland,Water
1377,Bareland,Water,Wetland,Water,Wetland,Forest
1378,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1379,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1380,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1381,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1382,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1383,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1384,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1385,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1386,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1387,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1388,Bareland,Water,Bareland,Water,Non_Wetland,Water
1389,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1390,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1391,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1392,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1393,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1394,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1395,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1396,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1397,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
1398,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1399,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1400,Bareland,Water,Built-up,Water,Non_Wetland,Water
1401,Bareland,Water,Built-up,Water,Non_Wetland,Forest
1402,Bareland,Water,Water,NULL,Water,Grassland
1403,Bareland,Water,Water,NULL,Water,Bareland
1404,Bareland,Water,Water,NULL,Water,Water
1405,Bareland,Water,Water,NULL,Water,Forest
1406,Bareland,Water,Water,Non_Water,Water,Grassland
1407,Bareland,Water,Water,Non_Water,Water,Bareland
1408,Bareland,Water,Water,Non_Water,Water,Water
1409,Bareland,Water,Water,Non_Water,Water,Forest
1410,Bareland,Water,Water,Water,Water,Grassland
1411,Bareland,Water,Water,Water,Water,Bareland
1412,Bareland,Water,Water,Water,Water,Water
1413,Bareland,Water,Water,Water,Water,Forest
1414,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1415,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1416,Bareland,Water,Forest,NULL,Non_Wetland,Water
1417,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1418,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1419,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1420,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1421,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1422,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1423,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1424,Bareland,Water,Forest,Water,Non_Wetland,Water
1425,Bareland,Water,Forest,Water,Non_Wetland,Forest
1426,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1427,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1428,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland
1429,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1430,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1431,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
1432,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1433,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1434,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1435,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1436,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1437,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland
1438,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1439,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
1440,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1441,Bareland,Forest,Grassland,NULL,Non_Wetland,Water
1442,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1443,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1444,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water
1445,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1446,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland
1447,Bareland,Forest,Grassland,Water,Non_Wetland,Water
1448,Bareland,Forest,Grassland,Water,Non_Wetland,Forest
1449,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1450,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1451,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1452,Bareland,Forest,Wetland,NULL,Wetland,Bareland
1453,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland
1454,Bareland,Forest,Wetland,Non_Water,Wetland,Water
1455,Bareland,Forest,Wetland,Water,Wetland,Grassland
1456,Bareland,Forest,Wetland,Water,Wetland,Bareland
1457,Bareland,Forest,Wetland,Water,Wetland,Water
1458,Bareland,Forest,Wetland,Water,Wetland,Forest
1459,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1460,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1461,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1462,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1463,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1464,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1465,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
1466,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1467,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1468,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1469,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1470,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1471,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Water
1472,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Forest
1473,Bareland,Forest,Built-up,Water,Non_Wetland,Water
1474,Bareland,Forest,Water,NULL,Water,Bareland
1475,Bareland,Forest,Water,NULL,Water,Water
1476,Bareland,Forest,Water,Non_Water,Water,Grassland
1477,Bareland,Forest,Water,Non_Water,Water,Forest
1478,Bareland,Forest,Water,Water,Water,Grassland
1479,Bareland,Forest,Water,Water,Water,Bareland
1480,Bareland,Forest,Water,Water,Water,Water
1481,Bareland,Forest,Water,Water,Water,Forest
1482,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1483,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1484,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1485,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1486,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1487,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1488,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1489,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1490,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1491,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1492,Bareland,Forest,Forest,Water,Non_Wetland,Water
1493,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1494,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1495,Water,NULL,NULL,NULL,Non_Wetland,Forest
1496,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1497,Water,NULL,NULL,Water,Non_Wetland,Grassland
1498,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1499,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1500,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1501,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1502,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1503,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1504,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1505,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1506,Water,NULL,Shrubland,Water,Non_Wetland,Water
1507,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1508,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1509,Water,NULL,Grassland,NULL,Non_Wetland,Water
1510,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1511,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1512,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1513,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1514,Water,NULL,Grassland,Water,Non_Wetland,Water
1515,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1516,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1517,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1518,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1519,Water,NULL,Wetland,NULL,Wetland,Grassland
1520,Water,NULL,Wetland,NULL,Wetland,Water
1521,Water,NULL,Wetland,NULL,Wetland,Forest
1522,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1523,Water,NULL,Wetland,Non_Water,Wetland,Water
1524,Water,NULL,Wetland,Water,Wetland,Grassland
1525,Water,NULL,Wetland,Water,Wetland,Water
1526,Water,NULL,Wetland,Water,Wetland,Forest
1527,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1528,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1529,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1530,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1531,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1532,Water,NULL,Bareland,Water,Non_Wetland,Water
1533,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1534,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1535,Water,NULL,Water,NULL,Water,Grassland
1536,Water,NULL,Water,NULL,Water,Bareland
1537,Water,NULL,Water,NULL,Water,Forest
1538,Water,NULL,Water,Non_Water,Water,Grassland
1539,Water,NULL,Water,Non_Water,Water,Bareland
1540,Water,NULL,Water,Non_Water,Water,Water
1541,Water,NULL,Water,Non_Water,Water,Forest
1542,Water,NULL,Water,Water,Water,Grassland
1543,Water,NULL,Water,Water,Water,Bareland
1544,Water,NULL,Water,Water,Water,Water
1545,Water,NULL,Water,Water,Water,Forest
1546,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1547,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1548,Water,NULL,Forest,NULL,Non_Wetland,Water
1549,Water,NULL,Forest,NULL,Non_Wetland,Forest
1550,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1551,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1552,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1553,Water,NULL,Forest,Water,Non_Wetland,Grassland
1554,Water,NULL,Forest,Water,Non_Wetland,Bareland
1555,Water,NULL,Forest,Water,Non_Wetland,Water
1556,Water,NULL,Forest,Water,Non_Wetland,Forest
1557,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1558,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1559,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1560,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1561,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1562,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1563,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1564,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1565,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1566,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1567,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1568,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1569,Water,Cropland,Wetland,NULL,Wetland,Grassland
1570,Water,Cropland,Wetland,NULL,Wetland,Water
1571,Water,Cropland,Wetland,NULL,Wetland,Forest
1572,Water,Cropland,Wetland,Non_Water,Wetland,Water
1573,Water,Cropland,Wetland,Water,Wetland,Water
1574,Water,Cropland,Water,NULL,Water,Grassland
1575,Water,Cropland,Water,NULL,Water,Forest
1576,Water,Cropland,Water,Water,Water,Water
1577,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1578,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1579,Water,Cropland,Forest,NULL,Non_Wetland,Built-up
1580,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1581,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1582,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1583,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1584,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1585,Water,Cropland,Forest,Water,Non_Wetland,Water
1586,Water,Cropland,Forest,Water,Non_Wetland,Forest
1587,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1588,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1589,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1590,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1591,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1592,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1593,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1594,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1595,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1596,Water,Wetland,Wetland,NULL,Wetland,Grassland
1597,Water,Wetland,Wetland,NULL,Wetland,Water
1598,Water,Wetland,Wetland,NULL,Wetland,Forest
1599,Water,Wetland,Wetland,Non_Water,Wetland,Water
1600,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1601,Water,Wetland,Wetland,Water,Wetland,Water
1602,Water,Wetland,Wetland,Water,Wetland,Forest
1603,Water,Wetland,Built-up,NULL,Non_Wetland,Water
1604,Water,Wetland,Built-up,NULL,Non_Wetland,Forest
1605,Water,Wetland,Water,NULL,Water,Grassland
1606,Water,Wetland,Water,NULL,Water,Water
1607,Water,Wetland,Water,NULL,Water,Forest
1608,Water,Wetland,Water,Non_Water,Water,Grassland
1609,Water,Wetland,Water,Non_Water,Water,Water
1610,Water,Wetland,Water,Non_Water,Water,Forest
1611,Water,Wetland,Water,Water,Water,Water
1612,Water,Wetland,Water,Water,Water,Forest
1613,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1614,Water,Wetland,Forest,NULL,Non_Wetland,Water
1615,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1616,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1617,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1618,Water,Wetland,Forest,Water,Non_Wetland,Water
1619,Water,Wetland,Forest,Water,Non_Wetland,Forest
1620,Water,Bareland,NULL,NULL,Non_Wetland,Water
1621,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1622,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1623,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1624,Water,Bareland,NULL,Water,Non_Wetland,Water
1625,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1626,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1627,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1628,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1629,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1630,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1631,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1632,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1633,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1634,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1635,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1636,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1637,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1638,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1639,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1640,Water,Bareland,Grassland,Water,Non_Wetland,Water
1641,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1642,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1643,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1644,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1645,Water,Bareland,Cropland,Water,Non_Wetland,Water
1646,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1647,Water,Bareland,Wetland,NULL,Wetland,Grassland
1648,Water,Bareland,Wetland,NULL,Wetland,Bareland
1649,Water,Bareland,Wetland,NULL,Wetland,Water
1650,Water,Bareland,Wetland,NULL,Wetland,Forest
1651,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1652,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1653,Water,Bareland,Wetland,Non_Water,Wetland,Water
1654,Water,Bareland,Wetland,Water,Wetland,Grassland
1655,Water,Bareland,Wetland,Water,Wetland,Bareland
1656,Water,Bareland,Wetland,Water,Wetland,Water
1657,Water,Bareland,Wetland,Water,Wetland,Forest
1658,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1659,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1660,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1661,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1662,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1663,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1664,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1665,Water,Bareland,Bareland,Water,Non_Wetland,Water
1666,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1667,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1668,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1669,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
1670,Water,Bareland,Built-up,Water,Non_Wetland,Water
1671,Water,Bareland,Water,NULL,Water,Grassland
1672,Water,Bareland,Water,NULL,Water,Bareland
1673,Water,Bareland,Water,NULL,Water,Water
1674,Water,Bareland,Water,NULL,Water,Forest
1675,Water,Bareland,Water,Non_Water,Water,Grassland
1676,Water,Bareland,Water,Non_Water,Water,Bareland
1677,Water,Bareland,Water,Non_Water,Water,Water
1678,Water,Bareland,Water,Non_Water,Water,Forest
1679,Water,Bareland,Water,Water,Water,Grassland
1680,Water,Bareland,Water,Water,Water,Bareland
1681,Water,Bareland,Water,Water,Water,Water
1682,Water,Bareland,Water,Water,Water,Forest
1683,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1684,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1685,Water,Bareland,Forest,NULL,Non_Wetland,Water
1686,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1687,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1688,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1689,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1690,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1691,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1692,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1693,Water,Bareland,Forest,Water,Non_Wetland,Water
1694,Water,Bareland,Forest,Water,Non_Wetland,Forest
1695,Water,Built-up,NULL,Water,Non_Wetland,Forest
1696,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1697,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1698,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1699,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1700,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1701,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1702,Water,Built-up,Cropland,Water,Non_Wetland,Water
1703,Water,Built-up,Wetland,NULL,Wetland,Grassland
1704,Water,Built-up,Wetland,NULL,Wetland,Forest
1705,Water,Built-up,Wetland,Water,Wetland,Water
1706,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1707,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1708,Water,Built-up,Built-up,Water,Non_Wetland,Water
1709,Water,Built-up,Water,NULL,Water,Water
1710,Water,Built-up,Water,NULL,Water,Forest
1711,Water,Built-up,Water,Water,Water,Water
1712,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1713,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1714,Water,Built-up,Forest,NULL,Non_Wetland,Water
1715,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1716,Water,Water,NULL,NULL,Non_Wetland,Grassland
1717,Water,Water,NULL,NULL,Non_Wetland,Bareland
1718,Water,Water,NULL,NULL,Non_Wetland,Water
1719,Water,Water,NULL,NULL,Non_Wetland,Forest
1720,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1721,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1722,Water,Water,NULL,Non_Water,Non_Wetland,Water
1723,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1724,Water,Water,NULL,Water,Non_Wetland,Grassland
1725,Water,Water,NULL,Water,Non_Wetland,Bareland
1726,Water,Water,NULL,Water,Non_Wetland,Water
1727,Water,Water,NULL,Water,Non_Wetland,Forest
1728,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1729,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1730,Water,Water,Shrubland,NULL,Non_Wetland,Water
1731,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1732,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1733,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1734,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1735,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1736,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1737,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1738,Water,Water,Shrubland,Water,Non_Wetland,Water
1739,Water,Water,Shrubland,Water,Non_Wetland,Forest
1740,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1741,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1742,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1743,Water,Water,Grassland,NULL,Non_Wetland,Water
1744,Water,Water,Grassland,NULL,Non_Wetland,Forest
1745,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1746,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
