Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLS_M_R
326,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
327,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
328,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
329,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
330,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
331,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
332,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
333,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
334,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
335,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
336,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
337,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
338,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
339,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
340,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
341,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
342,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
343,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
344,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
345,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
346,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
348,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
349,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
350,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
351,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
352,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
353,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
354,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
355,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
356,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
357,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
359,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
360,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
362,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
363,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
364,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
365,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
366,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
371,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
374,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
375,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
378,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
379,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
380,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
382,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
383,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
384,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
386,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
388,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
389,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
391,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
392,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Wetland
393,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
394,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
395,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
396,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
397,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
398,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
399,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
400,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
401,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
402,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
403,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
404,NULL,NULL,Water,Water,Water,Built-up,Built-up,Grassland
405,NULL,NULL,Water,Water,Water,Built-up,Water,Grassland
406,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
408,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
410,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
411,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
412,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
413,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
414,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
416,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
417,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
419,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
420,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
421,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
422,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
423,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
424,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
425,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
426,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
429,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
430,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
431,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
432,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
434,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
435,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
436,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
437,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
438,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
439,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
440,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
442,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
443,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
445,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
446,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
447,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
451,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
452,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
453,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
454,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
455,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
458,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
460,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
461,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
462,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
463,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
464,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
465,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
466,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
467,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
468,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
469,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
470,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
471,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
472,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
473,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
474,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
475,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
476,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
477,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
478,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
479,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
480,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
481,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
482,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
483,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
484,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
485,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
486,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
487,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
488,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
489,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
490,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
491,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
492,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
493,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
494,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
495,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
496,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
508,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
509,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
510,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
511,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
512,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
513,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
514,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
515,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
516,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
517,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
518,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
519,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
520,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
521,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
522,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
523,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
524,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
525,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
526,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
527,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
528,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
529,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
530,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
531,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
532,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
533,NULL,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Water
534,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
535,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
536,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
537,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
538,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
539,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
540,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
541,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
542,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
543,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
544,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
545,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
546,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
548,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
549,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
550,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
551,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
552,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
553,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
554,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
555,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
556,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
557,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
558,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
559,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
561,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
562,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
563,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
564,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
565,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
566,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
567,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
568,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
569,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
570,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
571,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
572,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
573,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
574,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
575,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
576,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
577,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
578,NULL,Cropland,Water,Water,Water,Water,Wetland,Water
579,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
580,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
581,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
582,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
583,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
584,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
585,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
586,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
587,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
588,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
589,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
590,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
591,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
592,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
593,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
594,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
595,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
596,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
597,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
598,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
599,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
600,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
601,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
602,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
603,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
604,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
605,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
606,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
607,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
608,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
609,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
610,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
611,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
612,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
613,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
614,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
615,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
616,NULL,Wetland,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
617,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
618,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
619,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
620,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
621,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
622,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
623,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
624,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
625,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
626,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
627,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
628,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
629,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
630,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
631,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
632,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
633,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
634,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
635,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
636,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
637,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
638,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
639,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
640,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
641,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
642,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
643,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
644,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
645,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
646,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
647,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
648,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
649,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
650,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
651,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
652,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
653,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
654,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
655,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
