Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCH_M_R
1084,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1085,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1086,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1087,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1088,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1089,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1090,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1091,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1092,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1093,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1094,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1095,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1097,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1098,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1099,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1100,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1101,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1102,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1103,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1104,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1105,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1106,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1107,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1108,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1109,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1110,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1111,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1112,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1113,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1114,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1115,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1116,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1117,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
1118,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1119,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1120,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1121,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1122,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1123,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1124,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1125,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1126,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1127,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1128,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1129,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1130,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1131,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1132,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1134,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1135,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1136,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1137,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1138,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1139,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1140,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1141,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1142,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1143,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1144,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1145,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1146,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1147,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1148,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1149,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1150,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1151,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1152,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1153,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1154,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
1155,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
1156,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1157,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1158,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1159,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1160,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1161,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1162,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1163,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1164,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1165,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1166,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1167,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1168,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1169,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1170,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1171,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1172,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
1173,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1174,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1175,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1176,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1177,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1178,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1179,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
1180,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1181,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1182,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
1183,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
1184,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
1185,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1186,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1187,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1188,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1189,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1190,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1191,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1192,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1193,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1194,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1195,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
1196,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1197,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1198,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1199,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1200,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1201,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1202,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
1203,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1204,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
1205,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
1206,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1207,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1208,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1209,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1210,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1211,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1212,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1213,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1214,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
1215,Forest,Water,NULL,Water,Non_Wetland,Grassland,NULL,Water
1216,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
1217,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Water
1218,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
1219,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
1220,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1221,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1222,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1223,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1224,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1225,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
1226,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1227,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1228,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1229,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1230,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
1231,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1232,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1233,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1234,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1235,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1236,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1237,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1238,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1239,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
1240,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1241,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1242,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1243,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1244,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1245,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1246,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1247,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1248,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1249,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1250,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1251,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1252,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1253,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1255,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
1256,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
1257,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1258,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
1259,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1260,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1261,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1262,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
1263,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1264,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1265,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1266,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1267,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
1268,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
1269,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1270,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
1271,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1272,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1273,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1274,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
1275,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1276,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
1277,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1278,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1279,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1280,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1281,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1282,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1283,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1284,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1285,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
1286,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1287,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1288,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1289,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1290,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1291,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1292,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1293,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1294,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1295,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1296,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1297,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Water
1298,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1299,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1300,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1301,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1302,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1303,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1304,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1305,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1306,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1307,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1308,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1309,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1310,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1311,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1312,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1313,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1314,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1315,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
1316,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1317,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1318,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1319,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1320,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1321,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1322,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
1323,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1324,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1325,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1326,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1327,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1328,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
1329,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1330,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1331,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
1332,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1333,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1334,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1335,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1336,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1337,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1338,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1339,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1340,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1341,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1342,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
1343,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1344,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1345,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1346,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1347,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1348,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1349,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1350,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1351,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1352,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1353,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
1354,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
1355,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1356,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1357,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1358,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1359,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1360,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1361,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1362,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1363,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1364,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1365,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1366,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1367,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1368,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
1369,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1370,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1371,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1372,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
1373,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1374,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1375,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
1376,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1377,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
1378,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1379,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1380,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1381,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1382,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1383,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1384,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1385,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1386,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1387,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1388,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1389,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1390,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1391,Forest,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
1392,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
1393,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1394,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1395,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1396,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1397,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1398,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1399,Forest,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
1400,Forest,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
1401,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1402,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
1403,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1404,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1405,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Water
1406,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1407,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1408,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1409,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1410,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1411,Forest,Water,Built-up,Water,Non_Wetland,Water,NULL,Forest
1412,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1413,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1414,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1415,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1416,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1417,Forest,Water,Water,NULL,Water,Grassland,NULL,Water
1418,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1419,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1420,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
1421,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1422,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
1423,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
1424,Forest,Water,Water,NULL,Water,Water,NULL,Water
1425,Forest,Water,Water,NULL,Water,Water,NULL,Forest
1426,Forest,Water,Water,NULL,Water,Water,Water,Water
1427,Forest,Water,Water,NULL,Water,Water,Water,Forest
1428,Forest,Water,Water,NULL,Water,Water,Forest,Water
1429,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1430,Forest,Water,Water,NULL,Water,Forest,NULL,Water
1431,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
1432,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1433,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1434,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1435,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1436,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1437,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1438,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1439,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
1440,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
1441,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
1442,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1443,Forest,Water,Water,Non_Water,Water,Water,Water,Water
