Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R
323,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
325,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
328,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
334,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
335,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
336,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
337,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
338,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
339,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
340,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
341,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
342,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
343,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
345,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
346,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
347,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
348,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
349,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
350,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
351,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
352,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
353,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
354,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
355,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
356,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
357,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
358,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
359,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
360,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
361,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
362,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
363,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
365,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
366,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
367,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
368,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
370,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
371,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
372,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
373,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
374,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
375,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
376,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
377,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
378,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
379,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
380,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
381,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
382,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
383,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
384,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
385,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
386,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
390,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
391,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
392,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
395,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
399,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
400,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
403,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
407,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
411,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
421,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
423,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
426,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
428,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
431,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
435,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
445,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
446,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
450,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
451,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
455,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
459,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
460,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
464,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
465,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
466,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
470,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
480,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
483,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
484,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
485,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
505,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
506,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
508,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
509,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
510,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
511,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
514,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
515,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
516,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
517,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Built-up
518,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
519,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
520,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
521,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
522,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
523,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
524,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
525,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
526,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
527,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
528,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
529,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
530,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
531,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
532,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
533,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
534,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
535,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
536,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
537,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
538,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
539,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
540,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
541,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
542,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
543,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
544,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
545,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
546,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
547,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
548,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
549,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
550,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
551,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
552,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
553,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
554,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
555,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
556,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
558,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
562,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
563,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
564,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
565,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
566,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
567,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
568,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,NULL
569,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
570,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
571,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
572,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
573,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
574,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
575,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Forest
576,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
577,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
578,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,NULL
579,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
580,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
581,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
582,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
583,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
584,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
585,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
586,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
587,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
588,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
589,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
590,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
591,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
592,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
593,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
594,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
595,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
596,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
597,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
598,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
599,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
600,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
601,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
602,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
603,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
604,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
605,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
606,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
607,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
608,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
609,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
610,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
611,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
612,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
613,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
614,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
615,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
616,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
617,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
618,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
619,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
620,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
621,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
622,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
623,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
624,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
625,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
626,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
627,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Water
628,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
629,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
630,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
631,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
632,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
633,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
634,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
635,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
636,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
637,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
638,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
639,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
640,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
641,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
642,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
643,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
644,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
645,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
646,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
647,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
648,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,NULL
649,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
650,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Cropland
651,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
652,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
653,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
654,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
655,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
656,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
657,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
658,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
659,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
660,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
661,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
662,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
