Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NFF_M_R
8524,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
8525,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
8526,Water,Water,Water,NULL,Water,Water,Grassland,Forest
8527,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
8528,Water,Water,Water,NULL,Water,Water,Wetland,Water
8529,Water,Water,Water,NULL,Water,Water,Wetland,Forest
8530,Water,Water,Water,NULL,Water,Water,Water,Grassland
8531,Water,Water,Water,NULL,Water,Water,Water,Wetland
8532,Water,Water,Water,NULL,Water,Water,Water,Bareland
8533,Water,Water,Water,NULL,Water,Water,Water,Water
8534,Water,Water,Water,NULL,Water,Water,Water,Forest
8535,Water,Water,Water,NULL,Water,Water,Forest,Water
8536,Water,Water,Water,NULL,Water,Water,Forest,Forest
8537,Water,Water,Water,NULL,Water,Forest,Water,Water
8538,Water,Water,Water,NULL,Water,Forest,Water,Forest
8539,Water,Water,Water,Non_Water,NULL,Wetland,Water,Grassland
8540,Water,Water,Water,Non_Water,NULL,Bareland,Water,Wetland
8541,Water,Water,Water,Non_Water,NULL,Bareland,Water,Bareland
8542,Water,Water,Water,Non_Water,NULL,Bareland,Water,Water
8543,Water,Water,Water,Non_Water,NULL,Bareland,Water,Forest
8544,Water,Water,Water,Non_Water,NULL,Water,Grassland,Grassland
8545,Water,Water,Water,Non_Water,NULL,Water,Grassland,Wetland
8546,Water,Water,Water,Non_Water,NULL,Water,Grassland,Bareland
8547,Water,Water,Water,Non_Water,NULL,Water,Water,Grassland
8548,Water,Water,Water,Non_Water,NULL,Water,Water,Wetland
8549,Water,Water,Water,Non_Water,NULL,Water,Water,Bareland
8550,Water,Water,Water,Non_Water,NULL,Water,Water,Water
8551,Water,Water,Water,Non_Water,NULL,Water,Water,Forest
8552,Water,Water,Water,Non_Water,NULL,Forest,Water,Wetland
8553,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
8554,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
8555,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
8556,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
8557,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
8558,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
8559,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
8560,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
8561,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
8562,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
8563,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
8564,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
8565,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
8566,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
8567,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
8568,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
8569,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
8570,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
8571,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
8572,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
8573,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
8574,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
8575,Water,Water,Water,Non_Water,Water,Water,Water,Water
8576,Water,Water,Water,Non_Water,Water,Water,Water,Forest
8577,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
8578,Water,Water,Water,Water,NULL,NULL,NULL,Water
8579,Water,Water,Water,Water,NULL,NULL,Water,Water
8580,Water,Water,Water,Water,NULL,NULL,Water,Forest
8581,Water,Water,Water,Water,NULL,Grassland,Grassland,Grassland
8582,Water,Water,Water,Water,NULL,Grassland,Grassland,Water
8583,Water,Water,Water,Water,NULL,Grassland,Water,Grassland
8584,Water,Water,Water,Water,NULL,Grassland,Water,Wetland
8585,Water,Water,Water,Water,NULL,Grassland,Water,Bareland
8586,Water,Water,Water,Water,NULL,Grassland,Water,Water
8587,Water,Water,Water,Water,NULL,Wetland,Grassland,Grassland
8588,Water,Water,Water,Water,NULL,Wetland,Grassland,Wetland
8589,Water,Water,Water,Water,NULL,Wetland,Grassland,Bareland
8590,Water,Water,Water,Water,NULL,Wetland,Grassland,Water
8591,Water,Water,Water,Water,NULL,Wetland,Wetland,Water
8592,Water,Water,Water,Water,NULL,Wetland,Water,Grassland
8593,Water,Water,Water,Water,NULL,Wetland,Water,Wetland
8594,Water,Water,Water,Water,NULL,Wetland,Water,Bareland
8595,Water,Water,Water,Water,NULL,Wetland,Water,Water
8596,Water,Water,Water,Water,NULL,Wetland,Water,Forest
8597,Water,Water,Water,Water,NULL,Bareland,NULL,Water
8598,Water,Water,Water,Water,NULL,Bareland,Water,Wetland
8599,Water,Water,Water,Water,NULL,Bareland,Water,Bareland
8600,Water,Water,Water,Water,NULL,Bareland,Water,Water
8601,Water,Water,Water,Water,NULL,Water,NULL,Wetland
8602,Water,Water,Water,Water,NULL,Water,NULL,Water
8603,Water,Water,Water,Water,NULL,Water,Grassland,Grassland
8604,Water,Water,Water,Water,NULL,Water,Grassland,Wetland
8605,Water,Water,Water,Water,NULL,Water,Grassland,Bareland
8606,Water,Water,Water,Water,NULL,Water,Grassland,Water
8607,Water,Water,Water,Water,NULL,Water,Wetland,Bareland
8608,Water,Water,Water,Water,NULL,Water,Wetland,Water
8609,Water,Water,Water,Water,NULL,Water,Water,Grassland
8610,Water,Water,Water,Water,NULL,Water,Water,Wetland
8611,Water,Water,Water,Water,NULL,Water,Water,Bareland
8612,Water,Water,Water,Water,NULL,Water,Water,Water
8613,Water,Water,Water,Water,NULL,Water,Water,Forest
8614,Water,Water,Water,Water,NULL,Water,Forest,Water
8615,Water,Water,Water,Water,NULL,Water,Forest,Forest
8616,Water,Water,Water,Water,NULL,Forest,Grassland,Wetland
8617,Water,Water,Water,Water,NULL,Forest,Wetland,Water
8618,Water,Water,Water,Water,NULL,Forest,Water,Water
8619,Water,Water,Water,Water,Water,NULL,NULL,Water
8620,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
8621,Water,Water,Water,Water,Water,NULL,Water,Wetland
8622,Water,Water,Water,Water,Water,NULL,Water,Water
8623,Water,Water,Water,Water,Water,NULL,Water,Forest
8624,Water,Water,Water,Water,Water,Grassland,Wetland,Wetland
8625,Water,Water,Water,Water,Water,Grassland,Water,Wetland
8626,Water,Water,Water,Water,Water,Grassland,Water,Bareland
8627,Water,Water,Water,Water,Water,Grassland,Water,Water
8628,Water,Water,Water,Water,Water,Grassland,Water,Forest
8629,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
8630,Water,Water,Water,Water,Water,Wetland,Grassland,Bareland
8631,Water,Water,Water,Water,Water,Wetland,Grassland,Water
8632,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
8633,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
8634,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
8635,Water,Water,Water,Water,Water,Wetland,Wetland,Water
8636,Water,Water,Water,Water,Water,Wetland,Water,Grassland
8637,Water,Water,Water,Water,Water,Wetland,Water,Wetland
8638,Water,Water,Water,Water,Water,Wetland,Water,Bareland
8639,Water,Water,Water,Water,Water,Wetland,Water,Water
8640,Water,Water,Water,Water,Water,Wetland,Water,Forest
8641,Water,Water,Water,Water,Water,Wetland,Forest,Forest
8642,Water,Water,Water,Water,Water,Bareland,Water,Grassland
8643,Water,Water,Water,Water,Water,Bareland,Water,Bareland
8644,Water,Water,Water,Water,Water,Bareland,Water,Water
8645,Water,Water,Water,Water,Water,Water,NULL,Wetland
8646,Water,Water,Water,Water,Water,Water,NULL,Water
8647,Water,Water,Water,Water,Water,Water,Grassland,Grassland
8648,Water,Water,Water,Water,Water,Water,Grassland,Wetland
8649,Water,Water,Water,Water,Water,Water,Grassland,Bareland
8650,Water,Water,Water,Water,Water,Water,Grassland,Water
8651,Water,Water,Water,Water,Water,Water,Grassland,Forest
8652,Water,Water,Water,Water,Water,Water,Wetland,Grassland
8653,Water,Water,Water,Water,Water,Water,Wetland,Wetland
8654,Water,Water,Water,Water,Water,Water,Wetland,Bareland
8655,Water,Water,Water,Water,Water,Water,Wetland,Water
8656,Water,Water,Water,Water,Water,Water,Wetland,Forest
8657,Water,Water,Water,Water,Water,Water,Water,Grassland
8658,Water,Water,Water,Water,Water,Water,Water,Cropland
8659,Water,Water,Water,Water,Water,Water,Water,Wetland
8660,Water,Water,Water,Water,Water,Water,Water,Bareland
8661,Water,Water,Water,Water,Water,Water,Water,Water
8662,Water,Water,Water,Water,Water,Water,Water,Forest
8663,Water,Water,Water,Water,Water,Water,Forest,Water
8664,Water,Water,Water,Water,Water,Forest,Wetland,Wetland
8665,Water,Water,Water,Water,Water,Forest,Water,Grassland
8666,Water,Water,Water,Water,Water,Forest,Water,Wetland
8667,Water,Water,Water,Water,Water,Forest,Water,Water
8668,Water,Water,Water,Water,Water,Forest,Water,Forest
8669,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8670,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8671,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8672,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
8673,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
8674,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
8675,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8676,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8677,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8678,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8679,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8680,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8681,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8682,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
8683,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8684,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
8685,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8686,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8687,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8688,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
8689,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8690,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8691,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8692,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8693,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8694,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8695,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8696,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
8697,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8698,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8699,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
8700,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8701,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8702,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8703,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8704,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
8705,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
8706,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8707,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8708,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8709,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
8710,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
8711,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8712,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
8713,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
8714,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
8715,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8716,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8717,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8718,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
8719,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
8720,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8721,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8722,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
8723,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
8724,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
8725,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8726,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8727,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8728,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
8729,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
8730,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
8731,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8732,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8733,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8734,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8735,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
8736,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
8737,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
8738,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8739,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8740,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
8741,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8742,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8743,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8744,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8745,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8746,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8747,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Bareland
8748,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
8749,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8750,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
8751,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
8752,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
8753,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
8754,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
8755,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
8756,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
8757,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
8758,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
8759,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8760,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
8761,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8762,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
8763,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
8764,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8765,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8766,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
8767,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
8768,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
8769,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8770,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8771,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
8772,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
8773,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Bareland
8774,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
8775,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
8776,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
8777,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
8778,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
8779,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
8780,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
8781,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
8782,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
8783,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Bareland
8784,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
8785,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
8786,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
8787,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
8788,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
8789,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
8790,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
8791,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
8792,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
8793,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
8794,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
8795,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
8796,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
8797,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
8798,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
8799,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
8800,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Wetland
8801,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
8802,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8803,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8804,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8805,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8806,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8807,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8808,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8809,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8810,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8811,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8812,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8813,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8814,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
8815,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8816,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8817,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8818,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8819,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8820,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8821,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
8822,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8823,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
8824,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8825,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8826,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8827,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8828,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8829,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8830,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8831,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8832,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8833,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8834,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8835,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
8836,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
8837,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8838,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8839,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Bareland
8840,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
8841,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
8842,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
8843,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Water
8844,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
8845,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
8846,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8847,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8848,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
8849,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8850,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8851,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
8852,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8853,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8854,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8855,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
8856,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8857,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
8858,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Bareland
8859,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
8860,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
8861,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
8862,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
8863,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
8864,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
8865,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
8866,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
8867,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
8868,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
8869,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Bareland
8870,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
8871,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
8872,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
8873,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
8874,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
8875,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
8876,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
8877,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Water
8878,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
8879,Water,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
8880,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
8881,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
8882,Water,Forest,Wetland,Non_Water,NULL,Wetland,Water,Wetland
8883,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
8884,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8885,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8886,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
8887,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
8888,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
8889,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
8890,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8891,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8892,Water,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8893,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8894,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
8895,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8896,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8897,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8898,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8899,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8900,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
8901,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
8902,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8903,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
8904,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8905,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
