Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
357,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
358,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
359,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
360,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
362,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
363,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
364,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
365,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
366,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
371,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
372,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
373,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
375,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
376,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
377,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
378,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
379,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
381,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
382,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
383,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
384,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
386,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
387,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
388,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
389,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
390,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
391,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
392,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
393,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
394,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
395,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
396,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
397,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
398,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
399,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
400,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
402,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
404,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
405,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
406,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
409,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
411,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
412,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
416,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
419,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
423,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
424,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
425,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
436,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
439,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
459,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
462,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
467,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
472,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
475,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
480,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
481,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
483,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
487,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
489,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
493,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
502,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
536,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
539,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
543,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
552,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
553,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
555,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
556,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
558,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
575,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
576,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
577,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
578,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
579,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
580,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
581,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
582,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
583,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
584,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
585,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
586,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
587,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
588,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
589,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
591,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
592,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,NULL
593,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
594,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
595,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
596,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
597,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
598,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
599,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
600,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
601,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
602,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
603,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
604,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
605,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
606,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
607,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
608,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
610,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
611,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
612,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
613,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
614,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
615,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
616,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
617,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
618,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
619,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
620,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
622,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
623,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
624,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
625,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
626,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
627,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
628,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
629,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
630,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
631,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
632,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
633,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
636,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
637,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
638,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
639,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
641,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
642,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
643,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
646,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
647,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
648,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
650,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
651,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
652,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
653,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
654,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
655,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
