Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPR_M_R
4182,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
4183,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
4184,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4185,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4186,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4187,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4188,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
4189,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
4190,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4191,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4192,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
4193,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4194,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
4195,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
4196,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4197,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
4198,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4199,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4200,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
4201,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
4202,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4203,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4204,Forest,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
4205,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
4206,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4207,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
4208,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
4209,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
4210,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Grassland
4211,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Water
4212,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
4213,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
4214,Forest,Water,Grassland,Water,Non_Wetland,Forest,Forest,Water
4215,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4216,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4217,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
4218,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4219,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4220,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4221,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4222,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
4223,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4224,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4225,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4226,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
4227,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
4228,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4229,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4230,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4231,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4232,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4233,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4234,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4235,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4236,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4237,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4238,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4239,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4240,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4241,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4242,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4243,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4244,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
4245,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4246,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4247,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
4248,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4249,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4250,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4251,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4252,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4253,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4254,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4255,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4256,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4257,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4258,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4259,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4260,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4261,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4262,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4263,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4264,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4265,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4266,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4267,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4268,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4269,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4270,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4271,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4272,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4273,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4274,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
4275,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4276,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4277,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4278,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4279,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4280,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4281,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4282,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4283,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4284,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4285,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4286,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4287,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4288,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4289,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4290,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4291,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4292,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4293,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4294,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4295,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
4296,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4297,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
4298,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4299,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4300,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4301,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4302,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4303,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
4304,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
4305,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4306,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4307,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4308,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4309,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
4310,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4311,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
4312,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4313,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
4314,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
4315,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4316,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4317,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4318,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
4319,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
4320,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4321,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4322,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
4323,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4324,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
4325,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
4326,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
4327,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4328,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
4329,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4330,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
4331,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
4332,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4333,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4334,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4335,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4336,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4337,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4338,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4339,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4340,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
4341,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4342,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4343,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4344,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4345,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4346,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4347,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
4348,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4349,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4350,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4351,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
4352,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4353,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4354,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4355,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4356,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4357,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
4358,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4359,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4360,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
4361,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4362,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4363,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4364,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4365,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4366,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4367,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
4368,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4369,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
4370,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4371,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
4372,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4373,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4374,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4375,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
4376,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4377,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4378,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
4379,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4380,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4381,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4382,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4383,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4384,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4385,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
4386,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4387,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4388,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
4389,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
4390,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4391,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
4392,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
4393,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
4394,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4395,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
4396,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
4397,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
4398,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
4399,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
4400,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
4401,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4402,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
4403,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
4404,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4405,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4406,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
4407,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4408,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4409,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4410,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
4411,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4412,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4413,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
4414,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4415,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
4416,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
4417,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
4418,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Water
4419,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
4420,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
4421,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4422,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4423,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4424,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4425,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
4426,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4427,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
4428,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4429,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
4430,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4431,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4432,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4433,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
4434,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
4435,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
4436,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Water
4437,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4438,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
4439,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
4440,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
4441,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
4442,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
4443,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4444,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4445,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4446,Forest,Water,Water,NULL,Water,NULL,Water,Water
4447,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4448,Forest,Water,Water,NULL,Water,NULL,Forest,Water
4449,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4450,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
4451,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
4452,Forest,Water,Water,NULL,Water,Grassland,Water,Water
4453,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
4454,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
4455,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
4456,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
4457,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
4458,Forest,Water,Water,NULL,Water,Bareland,Water,Water
4459,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
4460,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4461,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4462,Forest,Water,Water,NULL,Water,Water,Water,Water
4463,Forest,Water,Water,NULL,Water,Water,Water,Forest
4464,Forest,Water,Water,NULL,Water,Water,Forest,Water
4465,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4466,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
4467,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
4468,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4469,Forest,Water,Water,NULL,Water,Forest,Water,Water
4470,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4471,Forest,Water,Water,NULL,Water,Forest,Forest,Water
4472,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4473,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4474,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4475,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
4476,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
4477,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
4478,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Water
4479,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4480,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4481,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4482,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4483,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
4484,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
4485,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4486,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
4487,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4488,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4489,Forest,Water,Water,Water,Water,NULL,Water,Grassland
4490,Forest,Water,Water,Water,Water,NULL,Water,Water
4491,Forest,Water,Water,Water,Water,NULL,Water,Forest
4492,Forest,Water,Water,Water,Water,NULL,Forest,Water
4493,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
4494,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
4495,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
4496,Forest,Water,Water,Water,Water,Grassland,Water,Water
4497,Forest,Water,Water,Water,Water,Grassland,Water,Forest
4498,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
4499,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
4500,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
4501,Forest,Water,Water,Water,Water,Bareland,Bareland,Grassland
4502,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
4503,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
4504,Forest,Water,Water,Water,Water,Bareland,Water,Water
4505,Forest,Water,Water,Water,Water,Bareland,Water,Forest
4506,Forest,Water,Water,Water,Water,Water,Wetland,Water
4507,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4508,Forest,Water,Water,Water,Water,Water,Bareland,Water
4509,Forest,Water,Water,Water,Water,Water,Water,Grassland
4510,Forest,Water,Water,Water,Water,Water,Water,Water
4511,Forest,Water,Water,Water,Water,Water,Water,Forest
4512,Forest,Water,Water,Water,Water,Water,Forest,Water
4513,Forest,Water,Water,Water,Water,Water,Forest,Forest
4514,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4515,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4516,Forest,Water,Water,Water,Water,Forest,Water,Grassland
4517,Forest,Water,Water,Water,Water,Forest,Water,Water
4518,Forest,Water,Water,Water,Water,Forest,Water,Forest
4519,Forest,Water,Water,Water,Water,Forest,Forest,Water
4520,Forest,Water,Water,Water,Water,Forest,Forest,Forest
4521,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
4522,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4523,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4524,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4525,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4526,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4527,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4528,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4529,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4530,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4531,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4532,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4533,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4534,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4535,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
4536,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4537,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4538,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
4539,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4540,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Water
4541,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4542,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4543,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4544,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4545,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4546,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
4547,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4548,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4549,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4550,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4551,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4552,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4553,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
