Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBP_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
323,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
324,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
325,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
326,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
327,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
328,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
329,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
330,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
333,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
334,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
338,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
340,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
341,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
345,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
346,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
360,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
361,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
364,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
367,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
368,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
370,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
375,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
376,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
379,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
381,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
383,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
386,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
392,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
393,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
396,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
397,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
398,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
400,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
401,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
402,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
404,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
405,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Built-up
406,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
407,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
409,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
410,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
411,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
412,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
413,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
414,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
415,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
416,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
417,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
418,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
419,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
420,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
421,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
422,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
423,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
424,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
425,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
427,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
428,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
429,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
430,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
431,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
432,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
433,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
435,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
438,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
439,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
440,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
441,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
442,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
443,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
444,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
445,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
446,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
447,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
448,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
449,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
450,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
451,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
452,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
453,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
454,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
455,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Water
456,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
457,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
458,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
459,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
460,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
461,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
462,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
463,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
464,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
465,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
466,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
467,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
468,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
469,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
470,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
471,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
472,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
473,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
474,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
475,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
476,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
477,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
478,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
479,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
480,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
481,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
482,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
483,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
484,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
485,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
486,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
487,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Cropland
488,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
489,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
490,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
491,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
492,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
493,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
494,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
495,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
496,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
497,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
498,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
499,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
500,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
501,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
502,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
503,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
504,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
505,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
506,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
507,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
508,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
509,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
510,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
511,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
512,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
513,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
514,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
516,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
517,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
518,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
519,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
520,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
521,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
522,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
523,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
524,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
525,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
526,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
527,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
528,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
529,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
530,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
531,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
532,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Forest
533,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
534,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
535,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
536,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
537,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
538,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
539,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
540,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
541,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
542,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
543,NULL,NULL,Water,Water,Water,Water,Water,Grassland
544,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
547,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
548,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
550,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
551,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
552,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
553,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
554,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
555,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
557,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
558,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
559,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
560,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
561,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
562,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
563,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
564,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
565,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
566,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
567,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
569,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
570,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
571,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
572,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
573,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
574,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
576,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
577,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
578,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
579,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
580,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
581,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
582,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
583,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
584,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
585,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
586,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
587,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
588,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
589,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
590,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
591,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
592,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
593,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
594,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
595,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
596,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
597,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
598,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
600,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
601,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
602,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
603,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
604,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
605,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
606,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
607,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
608,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
609,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
610,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
611,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
612,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
613,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
614,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
615,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
616,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
617,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
618,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
619,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
623,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
624,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
625,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
626,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
627,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
628,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
629,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
630,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
631,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
632,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
633,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
634,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
635,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
636,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
637,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
638,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
639,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
640,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
641,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
644,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
645,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
646,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
648,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
650,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
651,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
652,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
653,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
654,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
655,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
657,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
658,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
660,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
661,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
662,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
663,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
664,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
665,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
666,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
667,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
668,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
