Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPG_M_R
4195,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
4196,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
4197,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4198,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4199,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4200,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4201,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4202,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4203,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4204,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4205,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4206,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
4207,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4208,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4209,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4210,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4211,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4212,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4213,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4214,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4215,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4216,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4217,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4218,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4219,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4220,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
4221,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4222,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
4223,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
4224,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
4225,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
4226,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
4227,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
4228,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
4229,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4230,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4231,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4232,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
4233,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
4234,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4235,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
4236,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
4237,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4238,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
4239,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4240,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4241,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
4242,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4243,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4244,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4245,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4246,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4247,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4248,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4249,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4250,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4251,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
4252,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4253,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4254,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
4255,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
4256,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
4257,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
4258,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
4259,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4260,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
4261,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4262,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4263,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4264,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4265,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4266,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4267,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4268,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4269,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4270,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
4271,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
4272,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
4273,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
4274,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
4275,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4276,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4277,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4278,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
4279,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
4280,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
4281,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
4282,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
4283,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
4284,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
4285,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
4286,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
4287,Forest,NULL,Water,NULL,Water,Water,Water,Water
4288,Forest,NULL,Water,NULL,Water,Water,Water,Forest
4289,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
4290,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
4291,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
4292,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
4293,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
4294,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
4295,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
4296,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Forest
4297,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4298,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4299,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
4300,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
4301,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
4302,Forest,NULL,Water,Water,Water,NULL,Grassland,Forest
4303,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
4304,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
4305,Forest,NULL,Water,Water,Water,NULL,Water,Forest
4306,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
4307,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
4308,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
4309,Forest,NULL,Water,Water,Water,Grassland,Bareland,Forest
4310,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
4311,Forest,NULL,Water,Water,Water,Grassland,Water,Water
4312,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
4313,Forest,NULL,Water,Water,Water,Wetland,Wetland,NULL
4314,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4315,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4316,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
4317,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
4318,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
4319,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
4320,Forest,NULL,Water,Water,Water,Wetland,Water,Water
4321,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
4322,Forest,NULL,Water,Water,Water,Bareland,Wetland,Forest
4323,Forest,NULL,Water,Water,Water,Bareland,Water,Grassland
4324,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
4325,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
4326,Forest,NULL,Water,Water,Water,Water,Wetland,Water
4327,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
4328,Forest,NULL,Water,Water,Water,Water,Water,Grassland
4329,Forest,NULL,Water,Water,Water,Water,Water,Wetland
4330,Forest,NULL,Water,Water,Water,Water,Water,Water
4331,Forest,NULL,Water,Water,Water,Water,Water,Forest
4332,Forest,NULL,Water,Water,Water,Forest,Grassland,Forest
4333,Forest,NULL,Water,Water,Water,Forest,Wetland,Forest
4334,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4335,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4336,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4337,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4338,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4339,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4340,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4341,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4342,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
4343,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4344,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4345,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4346,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4347,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4348,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4349,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4350,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4351,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4352,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4353,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4354,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4355,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4356,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4357,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4358,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4359,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4360,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4361,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4362,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4363,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4364,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4365,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4366,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
4367,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4368,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
4369,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
4370,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4371,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4372,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4373,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4374,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4375,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4376,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4377,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
4378,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4379,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4380,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4381,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4382,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4383,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4384,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4385,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4386,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4387,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4388,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4389,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4390,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4391,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4392,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4393,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4394,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4395,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4396,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
4397,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4398,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4399,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4400,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
4401,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4402,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4403,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4404,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4405,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4406,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
4407,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4408,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
4409,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
4410,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4411,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4412,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4413,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4414,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4415,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4416,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4417,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4418,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4419,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4420,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
4421,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4422,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4423,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4424,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
4425,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
4426,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4427,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4428,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4429,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4430,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
4431,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4432,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4433,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4434,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4435,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4436,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
4437,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4438,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4439,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
4440,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4441,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4442,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4443,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4444,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4445,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4446,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4447,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4448,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
4449,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
4450,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4451,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Forest
4452,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
4453,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4454,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4455,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
4456,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4457,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4458,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
4459,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
4460,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4461,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4462,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4463,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4464,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
4465,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
4466,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4467,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
4468,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
4469,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
4470,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
4471,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
4472,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
4473,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4474,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4475,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4476,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4477,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4478,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4479,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4480,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
4481,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4482,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4483,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4484,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4485,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4486,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4487,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4488,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4489,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4490,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4491,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4492,Forest,Cropland,Water,NULL,Water,Water,Wetland,Forest
4493,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4494,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4495,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4496,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4497,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4498,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4499,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4500,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4501,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4502,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4503,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4504,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4505,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4506,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4507,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4508,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4509,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4510,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4511,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
4512,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4513,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4514,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4515,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4516,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4517,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4518,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4519,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4520,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4521,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4522,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4523,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4524,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4525,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4526,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
4527,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
4528,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4529,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4530,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4531,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4532,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4533,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4534,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4535,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4536,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4537,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4538,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4539,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4540,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
