Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWN_M_R
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Cropland
518,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
519,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
520,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
521,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
523,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
524,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
525,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
526,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
529,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
531,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
532,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Cropland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
536,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
537,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
538,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
539,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
540,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Cropland
541,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
542,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
543,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
544,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
545,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
546,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
547,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
548,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
549,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
550,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
552,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
554,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
556,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
558,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
560,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
561,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
562,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
563,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
565,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
566,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
567,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
568,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
569,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
570,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
571,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
572,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
576,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
577,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
580,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
581,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
584,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
585,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
586,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
593,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
599,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
600,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
601,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
604,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
606,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
607,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
608,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
609,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
610,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
611,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
615,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
616,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
618,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
619,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
623,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
628,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
631,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
633,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
634,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
636,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
638,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Wetland
639,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
640,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
641,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
642,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
644,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
645,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
646,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Cropland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
650,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
651,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
