Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Cropland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
340,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
346,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
348,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
349,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
350,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
355,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
360,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
361,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
362,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
363,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
364,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
366,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
367,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
368,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
369,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
370,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
371,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
372,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
373,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
374,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
375,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
376,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
377,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
378,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
379,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
380,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
381,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
382,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
383,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Bareland
384,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
385,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
386,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
387,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Water
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
