Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLL_M_R
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
363,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
364,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
365,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
366,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
367,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
368,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
369,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
370,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
371,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
372,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
373,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
374,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,NULL
375,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
376,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
377,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
378,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
379,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
380,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
381,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,NULL
382,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
383,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
385,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
386,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
387,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
389,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
390,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
391,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
393,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
394,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
397,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
399,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
401,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
404,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
405,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
410,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
416,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
417,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
421,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
424,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
425,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
429,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
432,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
434,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
436,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
437,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
440,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
443,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
444,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
448,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
449,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
451,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
456,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
457,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
459,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
461,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
465,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
469,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
470,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
474,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
475,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
478,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
479,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
480,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
481,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
482,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
483,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
484,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
485,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
505,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
513,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
515,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
522,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
558,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
595,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
597,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
601,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
602,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
603,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
604,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
607,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
608,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
609,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
610,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
611,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
612,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
613,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
614,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
615,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
616,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
617,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
618,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
619,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
620,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
621,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
622,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
623,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
624,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
625,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
626,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
627,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
628,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
629,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
630,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
631,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
632,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
633,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
634,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
635,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
636,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
637,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
638,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
639,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
640,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
641,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
642,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
643,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
644,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
645,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
646,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
647,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
648,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
649,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
