Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R
5428,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5429,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5430,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
5431,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5432,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5433,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5434,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5435,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5436,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
5437,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
5438,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
5439,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5440,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
5441,Forest,Water,Built-up,Water,Non_Wetland,Forest,Grassland,Forest
5442,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
5443,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
5444,Forest,Water,Water,NULL,Water,NULL,Bareland,Forest
5445,Forest,Water,Water,NULL,Water,NULL,Water,Water
5446,Forest,Water,Water,NULL,Water,NULL,Water,Forest
5447,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
5448,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
5449,Forest,Water,Water,NULL,Water,Grassland,Bareland,Water
5450,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
5451,Forest,Water,Water,NULL,Water,Bareland,Grassland,Water
5452,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
5453,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
5454,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
5455,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
5456,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
5457,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
5458,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
5459,Forest,Water,Water,NULL,Water,Bareland,Water,Water
5460,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
5461,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
5462,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
5463,Forest,Water,Water,NULL,Water,Water,Wetland,Water
5464,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
5465,Forest,Water,Water,NULL,Water,Water,Bareland,Bareland
5466,Forest,Water,Water,NULL,Water,Water,Bareland,Water
5467,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
5468,Forest,Water,Water,NULL,Water,Water,Water,Water
5469,Forest,Water,Water,NULL,Water,Water,Water,Forest
5470,Forest,Water,Water,NULL,Water,Water,Forest,Water
5471,Forest,Water,Water,NULL,Water,Water,Forest,Forest
5472,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
5473,Forest,Water,Water,NULL,Water,Forest,Bareland,Water
5474,Forest,Water,Water,NULL,Water,Forest,Bareland,Forest
5475,Forest,Water,Water,NULL,Water,Forest,Water,Water
5476,Forest,Water,Water,NULL,Water,Forest,Water,Forest
5477,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
5478,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
5479,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
5480,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
5481,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Water
5482,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
5483,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
5484,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
5485,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
5486,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Forest
5487,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
5488,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
5489,Forest,Water,Water,Non_Water,Water,Water,Bareland,Forest
5490,Forest,Water,Water,Non_Water,Water,Water,Water,Water
5491,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
5492,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
5493,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
5494,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
5495,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
5496,Forest,Water,Water,Water,Water,NULL,Wetland,Water
5497,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
5498,Forest,Water,Water,Water,Water,NULL,Bareland,Water
5499,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
5500,Forest,Water,Water,Water,Water,NULL,Water,Water
5501,Forest,Water,Water,Water,Water,NULL,Water,Forest
5502,Forest,Water,Water,Water,Water,NULL,Forest,Forest
5503,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
5504,Forest,Water,Water,Water,Water,Grassland,Water,Water
5505,Forest,Water,Water,Water,Water,Grassland,Water,Forest
5506,Forest,Water,Water,Water,Water,Bareland,Grassland,Forest
5507,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
5508,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
5509,Forest,Water,Water,Water,Water,Bareland,Bareland,Grassland
5510,Forest,Water,Water,Water,Water,Bareland,Bareland,Bareland
5511,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
5512,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
5513,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
5514,Forest,Water,Water,Water,Water,Bareland,Water,Wetland
5515,Forest,Water,Water,Water,Water,Bareland,Water,Water
5516,Forest,Water,Water,Water,Water,Bareland,Water,Forest
5517,Forest,Water,Water,Water,Water,Bareland,Forest,Grassland
5518,Forest,Water,Water,Water,Water,Bareland,Forest,Water
5519,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
5520,Forest,Water,Water,Water,Water,Water,Grassland,Water
5521,Forest,Water,Water,Water,Water,Water,Grassland,Forest
5522,Forest,Water,Water,Water,Water,Water,Wetland,Water
5523,Forest,Water,Water,Water,Water,Water,Wetland,Forest
5524,Forest,Water,Water,Water,Water,Water,Bareland,Grassland
5525,Forest,Water,Water,Water,Water,Water,Bareland,Bareland
5526,Forest,Water,Water,Water,Water,Water,Bareland,Water
5527,Forest,Water,Water,Water,Water,Water,Bareland,Forest
5528,Forest,Water,Water,Water,Water,Water,Water,Water
5529,Forest,Water,Water,Water,Water,Water,Water,Forest
5530,Forest,Water,Water,Water,Water,Water,Forest,Wetland
5531,Forest,Water,Water,Water,Water,Water,Forest,Water
5532,Forest,Water,Water,Water,Water,Water,Forest,Forest
5533,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
5534,Forest,Water,Water,Water,Water,Forest,Wetland,Water
5535,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
5536,Forest,Water,Water,Water,Water,Forest,Bareland,Water
5537,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
5538,Forest,Water,Water,Water,Water,Forest,Water,Water
5539,Forest,Water,Water,Water,Water,Forest,Water,Forest
5540,Forest,Water,Water,Water,Water,Forest,Forest,Forest
5541,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5542,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5543,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5544,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5545,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
5546,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5547,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
5548,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5549,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
5550,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5551,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5552,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5553,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5554,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5555,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
5556,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5557,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5558,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
5559,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5560,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5561,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5562,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5563,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5564,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5565,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5566,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5567,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5568,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5569,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
5570,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5571,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
5572,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5573,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5574,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
5575,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5576,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5577,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5578,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
5579,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
5580,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
5581,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5582,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5583,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5584,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5585,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5586,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5587,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5588,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5589,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5590,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5591,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5592,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
5593,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5594,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5595,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5596,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
5597,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5598,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5599,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5600,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5601,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5602,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
5603,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
5604,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5605,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Bareland
5606,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
5607,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5608,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5609,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5610,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
5611,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5612,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
5613,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5614,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5615,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
5616,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
5617,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
5618,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
5619,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
5620,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
5621,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Wetland
5622,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
5623,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
5624,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
5625,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
5626,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
5627,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
5628,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
5629,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5630,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5631,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Bareland
5632,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
5633,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
5634,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
5635,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5636,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5637,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5638,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
5639,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5640,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
5641,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
5642,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5643,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
5644,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
5645,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5646,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5647,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5648,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5649,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5650,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5651,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5652,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5653,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
5654,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5655,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5656,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
5657,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5658,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5659,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5660,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5661,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5662,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5663,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5664,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5665,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5666,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5667,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5668,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5669,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5670,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5671,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5672,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
5673,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5674,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5675,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5676,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5677,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
5678,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
5679,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5680,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5681,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5682,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5683,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5684,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5685,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5686,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5687,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5688,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5689,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
5690,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5691,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
5692,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5693,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
5694,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
5695,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5696,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5697,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5698,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5699,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5700,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
5701,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5702,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5703,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
5704,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5705,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
5706,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5707,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5708,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
5709,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
5710,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5711,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5712,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
5713,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
5714,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
5715,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5716,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5717,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5718,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5719,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
5720,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5721,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
5722,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
5723,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
5724,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5725,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
5726,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5727,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
5728,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
5729,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5730,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5731,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5732,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5733,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
5734,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5735,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
5736,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Water
5737,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5738,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
5739,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5740,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
5741,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5742,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5743,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
5744,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5745,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5746,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5747,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5748,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5749,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5750,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5751,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
5752,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5753,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5754,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5755,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5756,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
5757,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5758,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
5759,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
5760,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5761,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
5762,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5763,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
5764,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5765,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5766,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
5767,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5768,Forest,Forest,NULL,Water,Non_Wetland,NULL,Bareland,Forest
5769,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
5770,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
5771,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5772,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
5773,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
5774,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
5775,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
5776,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
5777,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5778,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5779,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5780,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
5781,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
5782,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
5783,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Forest
5784,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
5785,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Forest
5786,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
5787,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
5788,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5789,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5790,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5791,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
