Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHM_M_R
3704,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3705,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3706,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3707,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3708,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3709,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3710,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3711,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3712,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3713,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3714,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3715,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3716,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3717,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3718,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3719,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3720,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3721,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3722,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3723,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3724,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3725,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3726,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3727,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3728,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3729,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3730,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3731,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
3732,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3733,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3734,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3735,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3736,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3737,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3738,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3739,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3740,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3741,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3742,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3743,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3744,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3745,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3746,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
3747,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3748,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3749,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3750,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3751,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3752,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3753,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
3754,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3755,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3756,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3757,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3758,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
3759,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3760,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
3761,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3762,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3763,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3764,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3765,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3766,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3767,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
3768,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3769,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
3770,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
3771,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3772,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3773,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
3774,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
3775,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3776,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
3777,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
3778,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3779,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
3780,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
3781,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
3782,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
3783,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Water
3784,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3785,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
3786,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3787,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
3788,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
3789,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3790,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3791,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3792,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3793,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3794,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3795,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3796,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3797,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3798,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3799,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3800,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3801,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3802,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3803,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3804,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3805,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3806,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3807,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3808,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3809,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3810,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3811,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3812,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3813,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3814,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3815,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3816,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3817,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3818,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3819,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3820,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3821,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3822,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3823,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3824,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3825,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3826,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3827,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3828,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3829,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3830,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3831,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3832,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3833,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3834,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3835,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3836,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3837,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3838,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3839,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3840,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3841,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3842,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3843,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3844,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3845,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3846,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3847,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3848,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3849,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3850,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3851,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3852,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3853,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3854,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3855,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3856,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3857,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3858,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3859,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3860,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3861,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
3862,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3863,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3864,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3865,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3866,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3867,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3868,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3869,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3870,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3871,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3872,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3873,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3874,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3875,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
3876,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3877,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3878,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3879,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
3880,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3881,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
3882,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
3883,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3884,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3885,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
3886,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3887,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
3888,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3889,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
3890,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
3891,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
3892,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3893,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
3894,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
3895,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3896,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3897,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3898,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3899,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3900,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3901,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3902,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3903,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3904,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3905,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3906,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3907,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
3908,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3909,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3910,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3911,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3912,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3913,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3914,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3915,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3916,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3917,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3918,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
3919,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
3920,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3921,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3922,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3923,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3924,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3925,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3926,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3927,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3928,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3929,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3930,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3931,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3932,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Water
3933,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
3934,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
3935,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
3936,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3937,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3938,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3939,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3940,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3941,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
3942,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
3943,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3944,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3945,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3946,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3947,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3948,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3949,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3950,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3951,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3952,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3953,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
3954,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3955,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3956,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3957,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
3958,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3959,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3960,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3961,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3962,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3963,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
3964,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3965,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
3966,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3967,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
3968,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
3969,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
3970,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3971,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3972,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
3973,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
3974,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
3975,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3976,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Water
3977,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
3978,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
3979,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
3980,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
3981,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Bareland,Water
3982,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
3983,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
3984,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
3985,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
3986,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
3987,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
3988,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
3989,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3990,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3991,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
3992,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
3993,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
3994,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
3995,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Water
3996,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
3997,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
3998,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3999,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
4000,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4001,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
4002,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4003,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4004,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4005,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4006,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
4007,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4008,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4009,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4010,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
4011,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4012,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4013,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4014,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4015,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4016,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4017,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
4018,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
4019,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4020,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4021,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4022,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4023,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4024,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
4025,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4026,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4027,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
4028,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4029,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4030,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4031,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4032,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4033,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4034,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4035,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4036,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Water
4037,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
