Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXV_M_R
1052,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1053,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1054,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1055,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1056,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1057,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1058,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1059,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1060,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1061,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1062,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1063,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1064,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1065,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1066,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1067,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1068,Water,NULL,Water,Water,Water,NULL,NULL,Water
1069,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1070,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1071,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1072,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1073,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1075,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1076,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1077,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1078,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1079,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1080,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1081,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1082,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1083,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1084,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1085,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1086,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1088,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1089,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1090,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1091,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1092,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1094,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1095,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1096,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1097,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1098,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1099,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1100,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1101,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1102,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1103,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1104,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1105,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1106,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1107,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1108,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1109,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1110,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1111,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1112,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1113,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1114,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1115,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1116,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1117,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1118,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1119,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1120,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1121,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1122,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1123,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1124,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1125,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1126,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1127,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1128,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1129,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1130,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1131,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1132,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1133,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1134,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1135,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1136,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1137,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1138,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1140,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1141,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1142,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1143,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1144,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1145,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1146,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1147,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1148,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1149,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1150,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1151,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1152,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1153,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1154,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1155,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1156,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1157,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1158,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1159,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1160,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1161,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1162,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1163,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1164,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1165,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1166,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1167,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1168,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1169,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1170,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1172,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1173,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1174,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1175,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1177,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1178,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1179,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1180,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1181,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1182,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1183,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1184,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1185,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1186,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1188,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1189,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1190,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1191,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1192,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1193,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1194,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1195,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1196,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1197,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1199,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1200,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1201,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1202,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1203,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1204,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1205,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1206,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1207,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1208,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1210,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1211,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1212,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1213,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1214,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1215,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1216,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1217,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1218,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1219,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1220,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1221,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1222,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1223,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1224,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1225,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1226,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1227,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1228,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1230,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1231,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1232,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1233,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1234,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1235,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1236,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1237,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1238,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1239,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1240,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1241,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1242,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1243,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1244,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1245,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1246,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1247,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1248,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1249,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1250,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1251,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1252,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1253,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1254,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1255,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1256,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1258,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1259,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1260,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1261,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1262,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1263,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1264,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1265,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1266,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1267,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1268,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1269,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1270,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1271,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1272,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1273,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1274,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1275,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1276,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1277,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1278,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1279,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1280,Water,Water,Water,NULL,Water,NULL,NULL,Water
1281,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1282,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1283,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1284,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1285,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1286,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1287,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1288,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1289,Water,Water,Water,Water,Water,NULL,NULL,Water
1290,Water,Water,Water,Water,Water,NULL,NULL,Forest
1291,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1293,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1294,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1295,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1296,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1297,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1298,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1299,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1300,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1301,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1302,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1303,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1304,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1305,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1306,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1307,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1308,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1309,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1311,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1312,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1313,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1314,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1315,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1316,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1317,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1318,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1319,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1320,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1321,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1322,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1323,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1324,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1325,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1326,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1327,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1328,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1329,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1330,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1331,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1332,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1333,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1334,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1335,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1336,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1337,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1338,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1339,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1340,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1341,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1342,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1343,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1344,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1345,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1346,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1347,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1348,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1349,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1350,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1351,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1352,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1353,Water,Forest,Water,Water,Water,NULL,NULL,Water
1354,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1355,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1356,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1357,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1358,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1359,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1360,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1361,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1362,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1363,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1364,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1365,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1366,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1368,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1369,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1370,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1371,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1372,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1373,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1374,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1375,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1376,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1377,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1378,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1379,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1380,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1381,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1382,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1383,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1384,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1385,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1386,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1387,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1388,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1390,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1391,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1392,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1393,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1394,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1395,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1396,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1397,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1399,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1400,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1401,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1402,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1403,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1404,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1405,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1406,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1407,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1408,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1409,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1410,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1411,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1412,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1413,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
