Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPF_M_R
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,NULL
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,NULL
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Bareland
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
372,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
373,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
374,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
375,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,NULL
376,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
377,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
378,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
379,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
380,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
381,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
382,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
383,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
384,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
385,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
386,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
387,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
388,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
389,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
390,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
391,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
392,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
393,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
394,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
395,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
396,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
397,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
398,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
399,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
400,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
401,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
402,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
403,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
404,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
405,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
406,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
407,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
408,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
409,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
410,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
411,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
412,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
413,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
414,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
415,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
416,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
417,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
418,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
419,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
420,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
421,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
422,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
423,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
424,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
425,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
426,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
427,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
428,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
429,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
430,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
431,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
432,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
433,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
434,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
435,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
436,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
437,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
438,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
439,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
440,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
441,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
442,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
443,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
444,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
445,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
446,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
447,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
448,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
449,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
450,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
451,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
452,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
453,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
454,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
455,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
456,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
457,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
458,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Water
459,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
460,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
461,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
462,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
463,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
464,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
465,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,NULL
466,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
467,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
468,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
469,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
470,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
471,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
472,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
473,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
474,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
475,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
476,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
477,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
478,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
479,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
480,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
481,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
482,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
483,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
484,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
485,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
486,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
487,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
488,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
489,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
490,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
491,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
492,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
493,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
494,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
495,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
496,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Cropland
497,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
498,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
499,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
500,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
501,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
502,NULL,NULL,NULL,Water,Non_Wetland,Forest,Forest,Wetland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
510,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
517,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
518,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
525,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
526,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
532,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
533,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
538,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
545,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
662,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
663,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
664,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
665,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
666,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
