Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R
1036,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1037,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1038,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1039,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1040,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1041,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1042,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1043,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1044,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1045,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1046,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1047,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1048,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1049,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1050,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1051,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1052,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1053,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1054,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1055,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1056,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1057,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1058,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1059,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1061,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1062,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1063,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1064,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1066,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1067,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
1068,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1069,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1070,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1071,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1072,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1073,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1074,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1075,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1076,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1077,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1078,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1079,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1080,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1081,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1082,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1083,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1084,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1085,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1086,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1087,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1088,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1089,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1090,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1091,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1092,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
