Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R
331,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
332,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
334,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Wetland
335,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
338,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
339,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
340,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
342,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
343,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
344,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
346,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
347,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
