Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCK_M_R
2788,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2789,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2790,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2791,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2792,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
2793,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2794,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2795,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2796,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2797,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2798,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
2799,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
2800,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
2801,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2802,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2803,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2804,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2805,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2806,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2807,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2808,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2809,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2810,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2811,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2812,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2813,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2814,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2815,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2816,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2817,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2818,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2819,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2820,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2821,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2822,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2823,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2824,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2825,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2826,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2827,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2828,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2829,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
2830,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2831,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2832,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2833,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2834,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2835,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2836,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2837,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2838,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2839,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2840,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2841,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2842,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2843,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
2844,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2845,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
2846,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2847,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2848,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2849,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2850,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2851,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2852,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2853,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2854,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2855,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2856,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2857,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2858,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2859,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2860,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2861,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
2862,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2863,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2864,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2865,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2866,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2867,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2868,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2869,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2870,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2871,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2872,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2873,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
2874,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2875,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2876,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2877,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2878,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2879,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
2880,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2881,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
2882,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2883,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2884,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2885,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2886,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2887,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2888,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2889,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2890,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2891,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2892,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2893,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2894,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2895,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2896,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2897,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
2898,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2899,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2900,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2901,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
2902,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
2903,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2904,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2905,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Water
2906,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
2907,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2908,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2909,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2910,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2911,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2912,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2913,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2914,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2915,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2916,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2917,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
2918,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2919,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
2920,Forest,Wetland,Water,NULL,Water,Wetland,NULL,Wetland
2921,Forest,Wetland,Water,NULL,Water,Wetland,NULL,Forest
2922,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2923,Forest,Wetland,Water,NULL,Water,Water,NULL,Water
2924,Forest,Wetland,Water,NULL,Water,Water,NULL,Forest
2925,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
2926,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2927,Forest,Wetland,Water,NULL,Water,Forest,NULL,Forest
2928,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
2929,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2930,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2931,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
2932,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2933,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2934,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2935,Forest,Wetland,Water,Water,Water,Wetland,NULL,Water
2936,Forest,Wetland,Water,Water,Water,Wetland,NULL,Forest
2937,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2938,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
2939,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2940,Forest,Wetland,Water,Water,Water,Water,NULL,Water
2941,Forest,Wetland,Water,Water,Water,Water,NULL,Forest
2942,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2943,Forest,Wetland,Water,Water,Water,Water,Water,Water
2944,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2945,Forest,Wetland,Water,Water,Water,Forest,NULL,Forest
2946,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
2947,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2948,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2949,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2950,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2951,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2952,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2953,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2954,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2955,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2956,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2957,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Water
2958,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
2959,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2960,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2961,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2962,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2963,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2964,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2965,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2966,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2967,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2968,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
2969,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,NULL,Forest
2970,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
2971,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2972,Forest,Wetland,Forest,Water,Non_Wetland,Water,NULL,Forest
2973,Forest,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Forest
2974,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2975,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2976,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2977,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2978,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2979,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2980,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2981,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2982,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2983,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2984,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2985,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2986,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2987,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2988,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2989,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2990,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2991,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2992,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2993,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2994,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2995,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2996,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2997,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2998,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2999,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3000,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3001,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3002,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3003,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3004,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3005,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3006,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3007,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3008,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3009,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3010,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3011,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3012,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3013,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3014,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3015,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3016,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3017,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3018,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
3019,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
3020,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3021,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3022,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3023,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3024,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3025,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3026,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3027,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3028,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3029,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3030,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3031,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3032,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3033,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3034,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3035,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3036,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3037,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3038,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3039,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
3040,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3041,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3042,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3043,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
3044,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3045,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3046,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3047,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3048,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3049,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3050,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3051,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3052,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
3053,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3054,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3055,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3056,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3057,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3058,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3059,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3060,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3061,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3062,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3063,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3064,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3065,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3066,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3067,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3068,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3069,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3070,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3071,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3072,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3073,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3074,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3075,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3076,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3077,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3078,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3079,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3080,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3081,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3082,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3083,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3084,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3085,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3086,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3087,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3088,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
3089,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
3090,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3091,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
3092,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3093,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3094,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3095,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3096,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3097,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3098,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3099,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3100,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3101,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3102,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3103,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3104,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3105,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3106,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3107,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3108,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
3109,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3110,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3111,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3112,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3113,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3114,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3115,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3116,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3117,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3118,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3119,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3120,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
3121,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3122,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3123,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3124,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3125,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3126,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3127,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3128,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
