Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQU_M_R
14442,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
14443,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
14444,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14445,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14446,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14447,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14448,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14449,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14450,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14451,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14452,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
14453,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14454,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14455,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
14456,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14457,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14458,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14459,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14460,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14461,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14462,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
14463,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14464,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14465,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14466,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
14467,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
14468,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14469,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
14470,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14471,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14472,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14473,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
14474,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14475,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14476,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
14477,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14478,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
14479,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
14480,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
14481,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
14482,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
14483,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
14484,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
14485,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
14486,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
14487,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14488,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
14489,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
14490,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
14491,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14492,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
14493,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
14494,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
14495,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
14496,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
14497,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
14498,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
14499,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14500,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14501,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14502,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14503,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
14504,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14505,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14506,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
14507,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
14508,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14509,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14510,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14511,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14512,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
14513,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,Forest,Forest
14514,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
14515,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14516,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
14517,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
14518,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14519,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
14520,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
14521,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14522,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
14523,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
14524,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
14525,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
14526,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
14527,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
14528,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14529,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14530,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
14531,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14532,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14533,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
14534,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14535,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
14536,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
14537,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
14538,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14539,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
14540,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14541,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14542,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
14543,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14544,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14545,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14546,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14547,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14548,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
14549,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14550,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14551,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14552,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14553,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14554,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14555,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14556,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14557,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14558,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14559,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
14560,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
14561,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14562,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
14563,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14564,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
14565,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
14566,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
14567,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14568,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14569,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
14570,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
14571,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
14572,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
14573,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14574,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
14575,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
14576,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14577,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14578,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
14579,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
14580,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
14581,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
14582,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14583,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14584,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
14585,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
14586,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
14587,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
14588,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
14589,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
14590,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14591,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
14592,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
14593,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
14594,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14595,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
14596,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
14597,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Forest,Water
14598,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
14599,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
14600,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
14601,Forest,Cropland,Wetland,Non_Water,Wetland,Built-up,Forest,Forest
14602,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
14603,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
14604,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
14605,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
14606,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
14607,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
14608,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
14609,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
14610,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
14611,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
14612,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
14613,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
14614,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
14615,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
14616,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
14617,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
14618,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
14619,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
14620,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
14621,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
14622,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
14623,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
14624,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
14625,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
14626,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
14627,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
14628,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
14629,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
14630,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
14631,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
14632,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
14633,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
14634,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
14635,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
14636,Forest,Cropland,Water,NULL,Water,NULL,Water,Grassland
14637,Forest,Cropland,Water,NULL,Water,Built-up,Built-up,Water
14638,Forest,Cropland,Water,Water,Water,Forest,Grassland,Forest
14639,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14640,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
14641,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
14642,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
14643,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14644,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
14645,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
14646,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
14647,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14648,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
14649,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
14650,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
14651,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
14652,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
14653,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
14654,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14655,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14656,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14657,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14658,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14659,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
14660,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
14661,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
14662,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14663,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14664,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
14665,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
14666,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14667,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
14668,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
14669,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
14670,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
14671,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
14672,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
14673,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
14674,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
14675,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
14676,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14677,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
14678,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
14679,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14680,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
14681,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
14682,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
14683,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
14684,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
14685,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14686,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
14687,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Wetland
14688,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
14689,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
14690,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
14691,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
14692,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
14693,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
14694,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
14695,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
14696,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
14697,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
14698,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
14699,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
14700,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14701,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
14702,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14703,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
14704,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
14705,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14706,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14707,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
14708,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
14709,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
14710,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14711,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
14712,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14713,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14714,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
14715,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
14716,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14717,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14718,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
14719,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14720,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
14721,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
14722,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14723,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
14724,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14725,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Water
14726,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14727,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
14728,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14729,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14730,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14731,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
14732,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Water
14733,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
14734,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14735,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
14736,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14737,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14738,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14739,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14740,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14741,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
14742,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14743,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14744,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14745,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14746,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14747,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14748,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
14749,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
14750,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
14751,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Forest
14752,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
14753,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
14754,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
14755,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
14756,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
14757,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14758,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
14759,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14760,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14761,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Water
14762,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14763,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
14764,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Grassland
