Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYR_M_R
4196,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
4197,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
4198,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
4199,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Grassland
4200,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
4201,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4202,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4203,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4204,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4205,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4206,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4207,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4208,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4209,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
4210,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
4211,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4212,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4213,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
4214,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4215,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4216,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4217,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
4218,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
4219,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Water,Forest
4220,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4221,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4222,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
4223,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
4224,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
4225,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
4226,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
4227,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
4228,Forest,Wetland,Water,NULL,Water,Water,Water,Water
4229,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
4230,Forest,Wetland,Water,Non_Water,Water,Water,Water,Bareland
4231,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
4232,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
4233,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
4234,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
4235,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
4236,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
4237,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
4238,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4239,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
4240,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
4241,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
4242,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
4243,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
4244,Forest,Wetland,Water,Water,Water,Water,Water,Water
4245,Forest,Wetland,Water,Water,Water,Water,Water,Forest
4246,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
4247,Forest,Wetland,Water,Water,Water,Forest,Water,Grassland
4248,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
4249,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4250,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4251,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4252,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
4253,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
4254,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4255,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4256,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4257,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4258,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4259,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4260,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4261,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4262,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4263,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4264,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
4265,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4266,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4267,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
4268,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
4269,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4270,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4271,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4272,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4273,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4274,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4275,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4276,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
4277,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4278,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4279,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
4280,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4281,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
4282,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4283,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
4284,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4285,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4286,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4287,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4288,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4289,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4290,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4291,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4292,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4293,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4294,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4295,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4296,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4297,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4298,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4299,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4300,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4301,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4302,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4303,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4304,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4305,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4306,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4307,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
4308,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4309,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4310,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
4311,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4312,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4313,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4314,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4315,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4316,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4317,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4318,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4319,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4320,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4321,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4322,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4323,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4324,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4325,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4326,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4327,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4328,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4329,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4330,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4331,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4332,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4333,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4334,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4335,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4336,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4337,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4338,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4339,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4340,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4341,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
4342,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4343,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4344,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4345,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4346,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4347,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4348,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4349,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4350,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
4351,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
4352,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
4353,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4354,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4355,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4356,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4357,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
4358,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
4359,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4360,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4361,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4362,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
4363,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4364,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4365,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
4366,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
4367,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
4368,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4369,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4370,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4371,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4372,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4373,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4374,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4375,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4376,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4377,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4378,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4379,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4380,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4381,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4382,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4383,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4384,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4385,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4386,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4387,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4388,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4389,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4390,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
4391,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4392,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4393,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4394,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4395,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4396,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4397,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4398,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4399,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4400,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4401,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4402,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4403,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
4404,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4405,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4406,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4407,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4408,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4409,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4410,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4411,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4412,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4413,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4414,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4415,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
4416,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4417,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
4418,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4419,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4420,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4421,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4422,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Built-up
4423,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
4424,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4425,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4426,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4427,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4428,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4429,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4430,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4431,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4432,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4433,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4434,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4435,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4436,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4437,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4438,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4439,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4440,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
4441,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4442,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4443,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
4444,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4445,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4446,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
4447,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4448,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4449,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4450,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
4451,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4452,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4453,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4454,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4455,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4456,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4457,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4458,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
4459,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4460,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4461,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4462,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4463,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4464,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4465,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4466,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4467,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4468,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
4469,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4470,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4471,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
4472,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4473,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
4474,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4475,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4476,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4477,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
4478,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
4479,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4480,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
4481,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
4482,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4483,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
4484,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
4485,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
4486,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4487,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
4488,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4489,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4490,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4491,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4492,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4493,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4494,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4495,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4496,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4497,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4498,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4499,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4500,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4501,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4502,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4503,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4504,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4505,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4506,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4507,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4508,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4509,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4510,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4511,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
4512,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4513,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
4514,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4515,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4516,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4517,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4518,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4519,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4520,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4521,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4522,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4523,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4524,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4525,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4526,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
4527,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4528,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4529,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4530,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4531,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4532,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4533,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4534,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
