Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPV_M_R
2273,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2274,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2275,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2276,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2277,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2278,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2279,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2280,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2281,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2282,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2283,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2284,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
2285,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2286,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2287,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2288,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2289,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2290,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2291,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2292,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2293,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2294,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2295,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2296,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2297,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2298,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2299,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2300,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Built-up
2301,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2302,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2303,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2304,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2305,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2306,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2307,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2308,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2309,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2310,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2311,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2312,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2313,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2314,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2315,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2316,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2317,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2318,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2319,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2320,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2321,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2322,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2323,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2324,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2325,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2326,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2327,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2328,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
2329,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2330,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2331,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2332,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2333,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2334,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2335,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2336,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2337,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2338,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
2339,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2340,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2341,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2342,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2343,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2344,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2345,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2346,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2347,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2348,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2349,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2350,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
2351,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2352,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2353,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2354,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2355,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2356,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2357,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
2358,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2359,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
2360,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2361,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2362,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2363,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2364,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2365,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2366,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2367,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2368,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2369,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
2370,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2371,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2372,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2373,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2374,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2375,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2376,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
2377,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2378,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2379,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2380,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2381,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2382,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2383,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2384,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2385,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2386,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2387,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2388,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2389,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2390,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2391,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
2392,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
2393,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2394,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Built-up
2395,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2396,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Built-up
2397,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2398,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2399,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2400,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2401,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2402,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
2403,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Built-up
2404,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2405,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2406,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2407,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2408,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2409,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2410,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2411,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2412,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
2413,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
2414,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2415,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
2416,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2417,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2418,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2419,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2420,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2421,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2422,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2423,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2424,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2425,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2426,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2427,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2428,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2429,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2430,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2431,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
2432,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2433,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2434,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2435,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2436,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2437,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2438,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2439,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
2440,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2441,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2442,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2443,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2444,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2445,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2446,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
2447,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
2448,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2449,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2450,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2451,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2452,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2453,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2454,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2455,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2456,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2457,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2458,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2459,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2460,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2461,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2462,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2463,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2464,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2465,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2466,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2467,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2468,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2469,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2470,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2471,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2472,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2473,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2474,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2475,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2476,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2477,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2478,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2479,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2480,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2481,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2482,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2483,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2484,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2485,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2486,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2487,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
2488,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2489,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2490,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2491,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Built-up
2492,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2493,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2494,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
2495,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Built-up
2496,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2497,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2498,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2499,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2500,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2501,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2502,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2503,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2504,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
2505,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2506,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2507,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
2508,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2509,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2510,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2511,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2512,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2513,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2514,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2515,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2516,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
2517,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2518,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2519,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2520,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
2521,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2522,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2523,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2524,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2525,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2526,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2527,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2528,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2529,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2530,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2531,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
2532,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2533,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2534,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2535,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2536,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2537,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2538,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2539,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2540,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2541,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2542,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2543,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2544,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
2545,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2546,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2547,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2548,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2549,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2550,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2551,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2552,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2553,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2554,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2555,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2556,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2557,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2558,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2559,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
2560,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2561,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Built-up
2562,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2563,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2564,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
2565,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2566,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2567,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2568,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2569,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2570,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2571,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
2572,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2573,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2574,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2575,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2576,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2577,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2578,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2579,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2580,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2581,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
2582,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2583,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
2584,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2585,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2586,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2587,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2588,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
2589,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2590,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2591,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2592,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
2593,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
2594,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2595,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2596,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2597,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2598,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2599,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2600,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2601,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2602,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2603,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2604,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2605,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2606,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2607,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2608,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2609,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
