Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCP_M_R
1124,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1125,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1126,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1127,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1128,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1129,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1130,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1131,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1132,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1133,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1134,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1135,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1136,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1137,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1138,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1139,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1140,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1141,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1142,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1143,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1144,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1145,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1146,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1147,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1148,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1149,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1150,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1151,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1152,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1153,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1154,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1155,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1156,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1157,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1158,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1159,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1160,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1161,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1162,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1163,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1164,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1165,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1166,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1167,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1168,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1169,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
1170,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1171,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
1172,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1173,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
1174,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1175,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1176,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1177,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1178,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
1179,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1180,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1181,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1182,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1183,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1184,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1185,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1186,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1187,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1188,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1189,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1190,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1191,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1192,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1193,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1194,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1195,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1196,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1197,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1198,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1199,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1200,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1201,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1202,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1203,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1204,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1205,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
1206,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1207,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1208,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
1209,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1210,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1211,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
1212,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1213,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1214,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
1215,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
1216,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
1217,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1218,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1219,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Grassland
1220,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Water
1221,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
1222,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
1223,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,Wetland,Water
1224,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Forest
1225,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Forest
1226,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
1227,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Forest,Forest
1228,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1229,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1230,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
1231,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1232,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1233,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1234,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1235,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1236,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1237,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1238,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1239,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1240,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1241,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1242,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1243,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1244,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1245,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1246,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1247,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1248,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1249,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1250,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1251,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1252,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1253,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1254,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1255,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1256,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1257,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1258,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1259,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1260,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1261,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1262,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1263,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1264,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1265,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1266,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1267,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1268,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1269,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1270,Forest,Forest,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
1271,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1272,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1273,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1274,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1275,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1276,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1277,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1278,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1279,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1280,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1281,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1282,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
1283,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1284,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1285,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1286,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1287,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1288,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1289,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Water
1290,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1291,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1292,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1293,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1294,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1295,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1296,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1297,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1298,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1299,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1300,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1301,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1302,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1303,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1304,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1305,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1306,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1307,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1308,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1309,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1310,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1311,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1312,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
1313,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1314,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1315,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1316,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1317,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
1318,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1319,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Forest
1320,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1321,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Grassland
1322,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
1323,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1324,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1325,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1326,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1327,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1328,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1329,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1330,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1331,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1332,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1333,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1334,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
1335,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1336,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
1337,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1338,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1339,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1340,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
1341,Forest,Forest,Water,NULL,Water,Water,Wetland,Bareland
1342,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1343,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1344,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
1345,Forest,Forest,Water,NULL,Water,Water,Water,Water
1346,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1347,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1348,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1349,Forest,Forest,Water,NULL,Water,Forest,Wetland,Grassland
1350,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
1351,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1352,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1353,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1354,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1355,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1356,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1357,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1358,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1359,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1360,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1361,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
1362,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1363,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
1364,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
1365,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1366,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1367,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1368,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1369,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
1370,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1371,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
1372,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
1373,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1374,Forest,Forest,Water,Non_Water,Water,Built-up,Wetland,Forest
1375,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1376,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1377,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1378,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
1379,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1380,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1381,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
1382,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1383,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1384,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1385,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1386,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
1387,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1388,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1389,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
1390,Forest,Forest,Water,Water,Water,NULL,Water,Water
1391,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1392,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1393,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1394,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1395,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1396,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1397,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
1398,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1399,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1400,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1401,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1402,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1403,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1404,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
1405,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1406,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1407,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
1408,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1409,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1410,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
1411,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1412,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1413,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1414,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1415,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1416,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1417,Forest,Forest,Water,Water,Water,Water,Water,Bareland
1418,Forest,Forest,Water,Water,Water,Water,Water,Water
1419,Forest,Forest,Water,Water,Water,Water,Water,Forest
1420,Forest,Forest,Water,Water,Water,Water,Forest,Water
1421,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1422,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1423,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1424,Forest,Forest,Water,Water,Water,Forest,Water,Water
1425,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1426,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1427,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1428,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1429,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1430,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1431,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1432,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1433,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1434,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1435,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1436,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1437,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1438,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1439,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1440,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1441,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1442,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1443,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
1444,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1445,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1446,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1447,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1448,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1449,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1450,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1451,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1452,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1453,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1454,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
1455,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1456,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1457,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
1458,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1459,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1460,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1461,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1462,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1463,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1464,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1465,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1466,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1467,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1468,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1469,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1470,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1471,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1472,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1473,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1474,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Built-up
1475,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1476,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
1477,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1478,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1479,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1480,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1481,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1482,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1483,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1484,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
