Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRK_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
409,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
410,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
411,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
412,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
413,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
414,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
417,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
418,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
419,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
421,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
423,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
424,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
426,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
427,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
429,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
430,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
434,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
436,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
437,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
439,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
442,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
446,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
447,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
448,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
452,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
455,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
465,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
467,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
472,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
477,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
479,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
484,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
486,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
488,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
491,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
494,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
498,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
499,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
502,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
503,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
505,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
507,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
508,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
509,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
512,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
516,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
517,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
519,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
520,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
521,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
523,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
524,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
528,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
529,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
530,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
531,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
532,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
533,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
534,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
535,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
536,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
537,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
538,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
539,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
565,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
580,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
638,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
