Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKQ_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
467,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
468,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
469,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
470,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
471,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
473,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
474,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
475,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
476,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Cropland
477,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
478,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
479,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
481,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
482,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
483,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
484,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
486,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
487,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
489,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
491,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
493,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
494,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
495,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
496,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
497,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
498,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
499,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
501,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
502,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
503,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
505,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
506,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
508,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
509,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
512,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
513,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
515,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
516,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
519,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
520,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
522,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
524,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
526,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
527,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
528,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
529,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
531,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
532,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
533,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
534,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
536,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
538,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
539,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
540,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
541,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
543,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
546,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
547,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
548,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
549,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
553,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
555,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
557,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
559,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
562,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
569,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
577,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Water
578,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
579,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
585,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
586,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
589,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
590,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
592,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
596,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
597,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
598,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
599,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
600,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
604,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
605,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
607,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
608,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
609,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
614,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
615,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
616,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
618,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
622,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
623,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
627,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
628,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
630,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
635,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
636,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
638,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
639,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
643,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
644,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
646,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
647,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
650,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
