Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWP_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
418,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
419,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
420,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
421,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
422,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
423,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
424,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
425,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
426,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
427,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
428,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
429,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
431,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
433,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
434,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
435,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Water
436,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
437,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
438,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
439,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
440,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
441,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
442,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
443,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
444,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
445,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
446,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
448,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
450,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
452,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
454,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
455,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
456,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
457,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
459,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
460,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
461,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
462,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
463,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
464,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
465,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
468,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
469,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
472,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
477,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
479,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
480,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
483,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
486,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
487,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
488,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
493,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
494,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
495,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
499,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
500,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
501,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
504,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
505,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
507,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
508,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
509,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
512,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
515,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
516,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
517,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
520,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
521,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
524,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
525,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
526,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
527,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
528,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
529,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
531,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
532,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
533,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
534,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
535,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
536,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
537,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
538,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
539,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
540,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
541,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
542,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
543,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
544,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
545,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
546,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
547,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
548,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
549,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
550,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
551,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
552,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
553,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
554,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
555,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
556,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
557,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
558,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
559,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
560,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
561,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
562,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Wetland
563,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,NULL
564,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
565,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
612,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
619,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
621,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
626,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
