Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFV_M_R
1336,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1337,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1338,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1339,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1340,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1341,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1342,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1343,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1344,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1345,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1347,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1348,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1349,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1350,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1351,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1352,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1353,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1354,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1355,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1356,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1357,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1358,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1359,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1361,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1362,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1363,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1364,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1365,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1366,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1367,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1368,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1369,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1370,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1371,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1372,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1373,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1374,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1376,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1377,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1378,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1379,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1380,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1381,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1382,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1383,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1384,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1385,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1386,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1387,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1388,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1390,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1391,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1392,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1393,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1394,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1395,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1396,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1397,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1398,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1399,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1400,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1401,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1402,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1403,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1404,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1405,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1406,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1407,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1408,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1409,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1410,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1411,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1412,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1413,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1414,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1415,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1416,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1417,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1418,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1419,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1420,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1421,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1422,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1423,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1424,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1425,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1426,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1427,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1428,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1429,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1430,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1431,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1432,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1433,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1434,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1435,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1436,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1437,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1438,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1439,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1440,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1441,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1442,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1443,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1444,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1445,Water,NULL,Water,Water,Water,NULL,NULL,Water
1446,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1447,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1448,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1449,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1450,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1451,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1452,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1453,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1454,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1455,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1456,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1457,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1458,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1459,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1460,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1461,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1462,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1463,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1464,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1465,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1466,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1467,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1468,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1469,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1470,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1471,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1472,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1473,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1474,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1475,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1476,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1477,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1478,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1479,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1480,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1481,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1482,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1483,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1484,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1485,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1486,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
1487,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1488,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1489,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1490,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1491,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1492,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1493,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1494,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1495,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1496,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1497,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1498,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1499,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1500,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1501,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1502,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1503,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1504,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1505,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1506,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1507,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1508,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1509,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1510,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1511,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1512,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1513,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1514,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1515,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1516,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1517,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1518,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1519,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1520,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1521,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1522,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1523,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1524,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1525,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1526,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1527,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1528,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1529,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1530,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1531,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1532,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1533,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1534,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1535,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1536,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1537,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1538,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1539,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1540,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1541,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1542,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1543,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1544,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1545,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1546,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1547,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1548,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1549,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1550,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1551,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1552,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1553,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1554,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1555,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1556,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1557,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1558,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1559,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1560,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1561,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1562,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1563,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1564,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1565,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1566,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1567,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1568,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1569,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1570,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1571,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1572,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1573,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1574,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1575,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1576,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1577,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1578,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1580,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1581,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1582,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1583,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1584,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1585,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1586,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1587,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1588,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1589,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1590,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1591,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1592,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1593,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1594,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1595,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1596,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1597,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1598,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1599,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1600,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1601,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1602,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1603,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1604,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1605,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1606,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1607,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1608,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1609,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1610,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1611,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1612,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1613,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1614,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1615,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1616,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1617,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1618,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1619,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1620,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1621,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1622,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1623,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1624,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1625,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1626,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1627,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1628,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1629,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1630,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1631,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1632,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1633,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1634,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1635,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1636,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1637,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1638,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1639,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1640,Water,Water,Water,NULL,Water,NULL,NULL,Water
1641,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1642,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1643,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1644,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1645,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1646,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1647,Water,Water,Water,Water,Water,NULL,NULL,Water
1648,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1649,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1650,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1651,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1652,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1653,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1654,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1655,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1656,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1657,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1658,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1659,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1660,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1661,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1662,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1663,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1664,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1665,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1666,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1667,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1668,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1669,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1670,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1671,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1672,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1673,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1674,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
1675,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1676,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1677,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1678,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1679,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1680,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1681,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1682,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1683,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1684,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1685,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1686,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
