Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUL_M_R
3360,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3361,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3362,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3363,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3364,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3365,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3366,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3367,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
3368,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3369,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3370,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3371,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3372,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3373,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3374,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
3375,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3376,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3377,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3378,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3379,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3380,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3381,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3382,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
3383,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3384,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3385,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3386,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3387,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3388,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3389,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3390,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3391,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3392,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3393,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3394,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3395,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3396,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3397,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3398,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3399,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3400,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3401,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
3402,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3403,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3404,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3405,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3406,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3407,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3408,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3409,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3410,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3411,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3412,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3413,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3414,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3415,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3416,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3417,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3418,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3419,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3420,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3421,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3422,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3423,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3424,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3425,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3426,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3427,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3428,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3429,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3430,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3431,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3432,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3433,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3434,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3435,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3436,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3437,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3438,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3439,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3440,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3441,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3442,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3443,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3444,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3445,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3446,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3447,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3448,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3449,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3450,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3451,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3452,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3453,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3454,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3455,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3456,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3457,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3458,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3459,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3460,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3461,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3462,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3463,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3464,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3465,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3466,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3467,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3468,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3469,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3470,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3471,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3472,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3473,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3474,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
3475,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3476,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3477,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3478,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3479,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3480,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3481,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3482,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3483,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3484,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3485,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3486,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3487,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3488,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3489,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3490,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3491,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3492,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3493,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3494,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3495,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3496,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
3497,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3498,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3499,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3500,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3501,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3502,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3503,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
3504,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3505,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3506,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3507,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Water
3508,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3509,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
3510,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3511,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3512,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3513,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3514,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3515,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3516,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3517,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3518,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3519,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3520,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
3521,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3522,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3523,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3524,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3525,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3526,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
3527,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3528,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3529,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3530,Forest,Forest,NULL,Water,Non_Wetland,NULL,Bareland,Forest
3531,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3532,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3533,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3534,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3535,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
3536,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
3537,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3538,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3539,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3540,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3541,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3542,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3543,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3544,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3545,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3546,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3547,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3548,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3549,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3550,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3551,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
3552,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3553,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3554,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3555,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3556,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3557,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3558,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3559,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3560,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3561,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
3562,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3563,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3564,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3565,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3566,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3567,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3568,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3569,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3570,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3571,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3572,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3573,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3574,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3575,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3576,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3577,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3578,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3579,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3580,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3581,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3582,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3583,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3584,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3585,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3586,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3587,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3588,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3589,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3590,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3591,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3592,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3593,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3594,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3595,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3596,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3597,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3598,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3599,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3600,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3601,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3602,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3603,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3604,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3605,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3606,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3607,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3608,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3609,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3610,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3611,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3612,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3613,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3614,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3615,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3616,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3617,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3618,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3619,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3620,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3621,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3622,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3623,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3624,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3625,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
3626,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3627,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3628,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3629,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3630,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3631,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3632,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3633,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3634,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3637,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3638,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
3639,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
3640,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3641,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
3642,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
3643,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
3644,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
3645,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
3646,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3647,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3648,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
3649,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
3650,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3651,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3652,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3653,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3654,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3655,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3656,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
3657,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3658,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3659,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3660,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3661,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3662,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3663,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3664,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3665,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3666,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3667,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3668,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3669,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3670,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3671,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3672,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3673,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3674,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3675,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3676,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3677,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3678,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3679,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3680,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3681,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3682,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3683,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3684,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3685,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3686,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3687,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3688,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3689,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3690,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
