Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBR_M_R
2868,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2869,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2870,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2871,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2872,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2873,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2874,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2875,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2876,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2877,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2878,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2879,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2880,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2881,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2882,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2883,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2884,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2885,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2886,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2887,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2888,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2889,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2890,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2891,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2892,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2893,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2894,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
2895,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2896,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2897,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2898,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2899,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2900,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2901,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2902,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2903,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
2904,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2905,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
2906,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
2907,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2908,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
2909,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2910,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2911,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2912,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2913,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2914,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2915,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2916,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2917,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2918,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2919,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2920,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2921,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2922,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2923,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2924,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2925,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2926,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2927,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2928,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
2929,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2930,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2931,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2932,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2933,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
2934,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2935,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2936,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
2937,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2938,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2939,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
2940,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2941,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2942,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2943,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2944,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
2945,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2946,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2947,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2948,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
2949,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
2950,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2951,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2952,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
2953,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2954,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
2955,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2956,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2957,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2958,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2959,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
2960,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
2961,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2962,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2963,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2964,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2965,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2966,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2967,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
2968,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2969,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
2970,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
2971,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2972,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2973,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2974,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
2975,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
2976,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
2977,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
2978,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2979,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2980,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2981,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2982,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2983,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2984,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2985,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
2986,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
2987,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
2988,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Water
2989,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
2990,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
2991,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
2992,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2993,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
2994,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
2995,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2996,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2997,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2998,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2999,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3000,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3001,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3002,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3003,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3004,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3005,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3006,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3007,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3008,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3009,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3010,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3011,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3012,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3013,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3014,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3015,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
3016,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3017,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
3018,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Water
3019,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
3020,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3021,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3022,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3023,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3024,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3025,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3026,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
3027,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3028,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
3029,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3030,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3031,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3032,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3033,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3034,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3035,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3036,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3037,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3038,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3039,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
3040,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3041,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3042,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3043,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Forest
3044,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3045,Forest,Forest,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
3046,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
3047,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
3048,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
3049,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
3050,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3051,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3052,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
3053,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3054,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3055,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3056,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
3057,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
3058,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
3059,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3060,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
3061,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3062,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
3063,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3064,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3065,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
3066,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
3067,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Grassland
3068,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Wetland
3069,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Water
3070,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Forest
3071,Forest,Forest,Grassland,Water,Non_Wetland,Water,Grassland,Forest
3072,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3073,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
3074,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3075,Forest,Forest,Grassland,Water,Non_Wetland,Water,Bareland,Forest
3076,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
3077,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
3078,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
3079,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
3080,Forest,Forest,Grassland,Water,Non_Wetland,Forest,NULL,Grassland
3081,Forest,Forest,Grassland,Water,Non_Wetland,Forest,NULL,Forest
3082,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
3083,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
3084,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3085,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3086,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3087,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3088,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
3089,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3090,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3091,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3092,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3093,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3094,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3095,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
3096,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
3097,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3098,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3099,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Water
3100,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
3101,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
3102,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3103,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
3104,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
3105,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
3106,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
3107,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
3108,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3109,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3110,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3111,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3112,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3113,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3114,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3115,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3116,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
3117,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
3118,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
3119,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3120,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
3121,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
3122,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
3123,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
3124,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
3125,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
3126,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3127,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
3128,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3129,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Grassland
3130,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Water
3131,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Forest
3132,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Water
3133,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Forest
3134,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
3135,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
3136,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Forest
3137,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
3138,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
3139,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3140,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3141,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
3142,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3143,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3144,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
3145,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3146,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3147,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3148,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
3149,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
3150,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
3151,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3152,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
3153,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
3154,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3155,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
3156,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3157,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3158,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
3159,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3160,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3161,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3162,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Water
3163,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
3164,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3165,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
3166,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3167,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
3168,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
3169,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
3170,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
3171,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
3172,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
3173,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3174,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3175,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3176,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3177,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3178,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3179,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3180,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
3181,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
3182,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3183,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
3184,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
3185,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
3186,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
3187,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3188,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3189,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3190,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
3191,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
3192,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
3193,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3194,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
3195,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3196,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3197,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3198,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3199,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3200,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
3201,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3202,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3203,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3204,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3205,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3206,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3207,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
