Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPD_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
