Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRL_M_R
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
333,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
334,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
335,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
336,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
337,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
338,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
339,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
340,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
341,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
343,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
344,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
345,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
346,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
348,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
349,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
350,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
354,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
356,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
357,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
358,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
360,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
361,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
362,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
363,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
364,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
366,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
367,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
368,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
370,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
371,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
372,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
374,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
375,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
376,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
378,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
379,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
380,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
381,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
382,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
383,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
384,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
386,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
387,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
388,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
389,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
390,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
391,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
392,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
393,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
394,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
395,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
396,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
397,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
398,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
399,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Wetland
400,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
401,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
402,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
403,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
404,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
405,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
406,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
407,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Water
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
658,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
659,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
660,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
661,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
662,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
663,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
664,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
