Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R
331,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
332,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
333,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
334,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
336,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
338,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
339,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
