Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MCN_M_R
984,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
985,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
986,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Water
987,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Bareland
988,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Water
989,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
990,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
991,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Grassland
992,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Water
993,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
994,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
995,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Water
996,Water,Built-up,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
997,Water,Built-up,Cropland,Water,Non_Wetland,Water,Built-up,Water
998,Water,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Water
999,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Water
1000,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
1001,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
1002,Water,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
1003,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
1004,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Water
1005,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Water
1006,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Wetland
1007,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
1008,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Bareland
1009,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
1010,Water,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
1011,Water,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
1012,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Wetland
1013,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1014,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
1015,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1016,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1017,Water,Built-up,Wetland,Non_Water,Wetland,Forest,Built-up,Water
1018,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Wetland
1019,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Bareland
1020,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Bareland
1021,Water,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
1022,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1023,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
1024,Water,Built-up,Wetland,Water,Wetland,Water,Wetland,Wetland
1025,Water,Built-up,Wetland,Water,Wetland,Water,Wetland,Forest
1026,Water,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
1027,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Bareland
1028,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
1029,Water,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
1030,Water,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1031,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
1032,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Water
1033,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Built-up,Bareland
1034,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Bareland
1035,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1036,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1038,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Forest
1039,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1040,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
1041,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1042,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1043,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
1044,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1045,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1046,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1047,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1048,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1049,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Wetland
1050,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
1051,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
1052,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1053,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1054,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1055,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1056,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Forest
1057,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
1058,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
1059,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1060,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1061,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1062,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1063,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
1064,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Bareland
1065,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1066,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1067,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Built-up,Wetland
1068,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
1069,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1070,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1071,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1072,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
1073,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1074,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1075,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1076,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1077,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1078,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1079,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Forest
1080,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1081,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1082,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
1083,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
1084,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1085,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1086,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1087,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1088,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1089,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1090,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1091,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1092,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1093,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
1094,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1095,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1096,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
1097,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1098,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1099,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
1100,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1101,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1102,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1103,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1104,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1105,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1106,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1107,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
1108,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1109,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1110,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1111,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
1112,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1113,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1114,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1115,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1116,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
1117,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1118,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
1119,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1120,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1121,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
1122,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
1123,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
1124,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
1125,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
1126,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
1127,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
1128,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
1129,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1130,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1131,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1132,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1133,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1134,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1135,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
1136,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
1137,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1138,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1139,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
1140,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1141,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1142,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1143,Water,Water,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
1144,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1145,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1146,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1147,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1148,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1149,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Water
1150,Water,Water,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
1151,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
1152,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1153,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1154,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1155,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
1156,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1157,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Wetland
1158,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
1159,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1160,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1161,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1162,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
1163,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1164,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1165,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1166,Water,Water,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
1167,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1168,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1169,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
1170,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1171,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1172,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
1173,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1174,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1175,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1176,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
1177,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
1178,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1179,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1180,Water,Water,Wetland,Water,NULL,NULL,NULL,Water
1181,Water,Water,Wetland,Water,NULL,Bareland,Bareland,Water
1182,Water,Water,Wetland,Water,NULL,Bareland,Water,Bareland
1183,Water,Water,Wetland,Water,NULL,Water,Bareland,Bareland
1184,Water,Water,Wetland,Water,NULL,Water,Bareland,Water
1185,Water,Water,Wetland,Water,NULL,Water,Built-up,Water
1186,Water,Water,Wetland,Water,NULL,Water,Water,Bareland
1187,Water,Water,Wetland,Water,NULL,Water,Water,Water
1188,Water,Water,Wetland,Water,NULL,Water,Water,Forest
1189,Water,Water,Wetland,Water,NULL,Water,Forest,Water
1190,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
1191,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
1192,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
1193,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
1194,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
1195,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1196,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1197,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1198,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1199,Water,Water,Wetland,Water,Wetland,Wetland,Built-up,Wetland
1200,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1201,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1202,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1203,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
1204,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1205,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1206,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
1207,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1208,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1209,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
1210,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1211,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1212,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1213,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
1214,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
1215,Water,Water,Wetland,Water,Wetland,Water,Built-up,Wetland
1216,Water,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
1217,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
1218,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1219,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1220,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1221,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1222,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1223,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Bareland
1224,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Wetland
1225,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
1226,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Water
1227,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Bareland
1228,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Bareland,Water
1229,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
1230,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1231,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1232,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
1233,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1234,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1235,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Water
1236,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
1237,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Bareland
1238,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
1239,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
1240,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
1241,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1242,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1243,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1244,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1245,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1246,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1247,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1248,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1249,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1250,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
1251,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
1252,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1253,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
1254,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1255,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
1256,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
1257,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1258,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
1259,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Wetland
1260,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
1261,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1262,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1263,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1264,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1265,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
1266,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Bareland
1267,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
1268,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
1269,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
1270,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
1271,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1272,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1273,Water,Water,Water,NULL,Water,Water,Water,Water
1274,Water,Water,Water,Non_Water,Water,NULL,Built-up,Wetland
1275,Water,Water,Water,Non_Water,Water,Water,Built-up,Water
1276,Water,Water,Water,Non_Water,Water,Water,Water,Water
1277,Water,Water,Water,Water,NULL,NULL,NULL,Water
1278,Water,Water,Water,Water,NULL,Water,NULL,Water
1279,Water,Water,Water,Water,NULL,Water,Bareland,Water
1280,Water,Water,Water,Water,NULL,Water,Water,Bareland
1281,Water,Water,Water,Water,NULL,Water,Water,Water
1282,Water,Water,Water,Water,Water,NULL,Water,Wetland
1283,Water,Water,Water,Water,Water,NULL,Water,Water
1284,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1285,Water,Water,Water,Water,Water,Wetland,Water,Water
1286,Water,Water,Water,Water,Water,Wetland,Water,Forest
1287,Water,Water,Water,Water,Water,Wetland,Forest,Forest
1288,Water,Water,Water,Water,Water,Water,Wetland,Water
1289,Water,Water,Water,Water,Water,Water,Bareland,Water
1290,Water,Water,Water,Water,Water,Water,Built-up,Water
1291,Water,Water,Water,Water,Water,Water,Water,Wetland
1292,Water,Water,Water,Water,Water,Water,Water,Water
1293,Water,Water,Water,Water,Water,Water,Water,Forest
1294,Water,Water,Water,Water,Water,Water,Forest,Water
1295,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
1296,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1297,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1298,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1299,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1300,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1301,Water,Water,Forest,Non_Water,Non_Wetland,Water,Built-up,Forest
1302,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1303,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1304,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
1305,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1306,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Water
1307,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1308,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1309,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1310,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1311,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1312,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1313,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1314,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1315,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1316,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1317,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1318,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1319,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1320,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1321,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1322,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1323,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1324,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1325,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1326,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1327,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1328,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1329,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1331,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1332,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1333,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1334,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1335,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1336,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1337,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1338,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1339,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
1340,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1341,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1342,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1343,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1344,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1345,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1346,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1347,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
