Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHA_M_R
2212,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
2213,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2214,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
2215,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2216,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2217,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2218,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2219,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2220,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2221,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2222,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
2223,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2224,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2225,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2226,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
2227,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2228,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
2229,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2230,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2231,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
2232,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
2233,Forest,Water,Built-up,Water,Non_Wetland,NULL,Forest,Forest
2234,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2235,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
2236,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2237,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2238,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2239,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2240,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2241,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2242,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2243,Forest,Water,Water,NULL,Water,NULL,Water,Water
2244,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2245,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2246,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2247,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
2248,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2249,Forest,Water,Water,NULL,Water,Grassland,Water,Water
2250,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2251,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
2252,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
2253,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2254,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2255,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2256,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2257,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2258,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2259,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2260,Forest,Water,Water,NULL,Water,Water,Water,Water
2261,Forest,Water,Water,NULL,Water,Water,Water,Forest
2262,Forest,Water,Water,NULL,Water,Water,Forest,Bareland
2263,Forest,Water,Water,NULL,Water,Water,Forest,Water
2264,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2265,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2266,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2267,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2268,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2269,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2270,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2271,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
2272,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
2273,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2274,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2275,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2276,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2277,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
2278,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2279,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2280,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2281,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2282,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2283,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2284,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2285,Forest,Water,Water,Water,Water,NULL,Water,Water
2286,Forest,Water,Water,Water,Water,NULL,Water,Forest
2287,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2288,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
2289,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2290,Forest,Water,Water,Water,Water,Grassland,Water,Water
2291,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2292,Forest,Water,Water,Water,Water,Grassland,Forest,Water
2293,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
2294,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2295,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2296,Forest,Water,Water,Water,Water,Wetland,Water,Water
2297,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2298,Forest,Water,Water,Water,Water,Wetland,Forest,Water
2299,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2300,Forest,Water,Water,Water,Water,Water,Wetland,Water
2301,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2302,Forest,Water,Water,Water,Water,Water,Water,Water
2303,Forest,Water,Water,Water,Water,Water,Water,Forest
2304,Forest,Water,Water,Water,Water,Water,Forest,Water
2305,Forest,Water,Water,Water,Water,Water,Forest,Forest
2306,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2307,Forest,Water,Water,Water,Water,Forest,Water,Forest
2308,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2309,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2310,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2311,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2312,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2313,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2314,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2315,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2316,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2317,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2318,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2319,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2320,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2321,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2322,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2323,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2324,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2325,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2326,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2327,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2328,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2329,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2330,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2331,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2332,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2333,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2334,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2335,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2336,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2337,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2338,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2339,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2340,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2341,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2342,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2343,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2344,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2345,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2346,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2347,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2348,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2349,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2350,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2351,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2352,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2353,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2354,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2355,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2356,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2357,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
2358,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2359,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2360,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2361,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2362,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2363,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2364,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2365,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2366,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2367,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2368,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2369,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2370,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2371,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2372,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
2373,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2374,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2375,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2376,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2377,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
2378,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2379,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2380,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2381,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2382,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2383,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2384,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2385,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2386,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2387,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2388,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2389,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2390,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
2391,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2392,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2393,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2394,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2395,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2396,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2397,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
2398,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2399,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2400,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2401,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2402,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2403,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2404,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2405,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2406,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2407,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2408,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2409,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2410,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2411,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2412,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2413,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2414,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2415,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2416,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2417,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2418,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2419,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2420,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2421,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2422,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2423,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2424,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2425,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2426,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2427,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2428,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2429,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2430,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2431,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2432,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2433,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2434,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2435,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2436,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2437,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2438,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2439,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2440,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2441,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2442,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2443,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2444,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2445,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2446,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2447,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2448,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2449,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2450,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
2451,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2452,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2453,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2454,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2455,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2456,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2457,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2458,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2459,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2460,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2461,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2462,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2463,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2464,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2465,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2466,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2467,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
2468,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2469,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2470,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
2471,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2472,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2473,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2474,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2475,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2476,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2477,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2478,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2479,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2480,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2481,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2482,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2483,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2484,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
2485,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2486,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2487,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2488,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2489,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2490,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2491,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2492,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2493,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2494,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2495,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2496,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2497,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2498,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2499,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2500,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2501,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2502,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2503,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
2504,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
2505,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2506,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2507,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2508,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2509,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2510,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2511,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2512,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2513,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2514,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
2515,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
2516,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2517,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2518,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2519,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
2520,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2521,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2522,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2523,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2524,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2525,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
2526,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2527,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2528,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2529,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2530,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
2531,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2532,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2533,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2534,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2535,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2536,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2537,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2538,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
2539,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2540,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2541,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
2542,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2543,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2544,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
2545,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2546,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2547,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2548,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2549,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2550,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2551,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2552,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2553,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2554,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2555,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2556,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2557,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2558,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2559,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2560,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2561,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2562,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2563,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2564,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2565,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
