Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFB_M_R
11347,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
11348,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
11349,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11350,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
11351,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11352,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11353,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11354,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11355,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11356,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11357,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11358,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11359,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11360,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11361,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11362,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11363,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
11364,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
11365,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11366,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
11367,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
11368,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11369,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11370,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11371,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11372,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11373,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11374,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11375,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11376,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11377,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11378,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11379,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11380,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11381,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11382,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11383,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11384,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11385,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11386,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11387,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11388,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11389,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11390,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11391,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11392,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11393,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
11394,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11395,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11396,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11397,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
11398,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
11399,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
11400,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
11401,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
11402,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
11403,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
11404,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
11405,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
11406,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
11407,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
11408,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
11409,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11410,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
11411,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
11412,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11413,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
11414,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11415,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11416,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
11417,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11418,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
11419,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11420,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
11421,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11422,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
11423,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
11424,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
11425,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
11426,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
11427,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11428,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11429,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11430,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11431,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11432,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11433,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11434,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11435,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11436,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
11437,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11438,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11439,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11440,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11441,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11442,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11443,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11444,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11445,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
11446,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
11447,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
11448,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11449,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11450,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
11451,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11452,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11453,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
11454,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11455,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
11456,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
11457,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
11458,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
11459,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11460,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
11461,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11462,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11463,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11464,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
11465,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11466,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11467,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11468,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11469,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11470,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11471,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
11472,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11473,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11474,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11475,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11476,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11477,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
11478,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
11479,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
11480,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
11481,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
11482,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
11483,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
11484,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11485,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
11486,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11487,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11488,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11489,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
11490,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Water,Bareland
11491,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11492,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
11493,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11494,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11495,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
11496,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
11497,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
11498,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
11499,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11500,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
11501,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
11502,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Wetland
11503,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
11504,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11505,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
11506,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
11507,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
11508,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
11509,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
11510,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
11511,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
11512,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
11513,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
11514,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
11515,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
11516,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
11517,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
11518,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
11519,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
11520,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
11521,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
11522,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
11523,Forest,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
11524,Forest,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
11525,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
11526,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
11527,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
11528,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Built-up
11529,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
11530,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
11531,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11532,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11533,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11534,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
11535,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Built-up
11536,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
11537,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
11538,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
11539,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
11540,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
11541,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
11542,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
11543,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
11544,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
11545,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
11546,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11547,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11548,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
11549,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11550,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
11551,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
11552,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
11553,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
11554,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
11555,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11556,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
11557,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
11558,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
11559,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
11560,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
11561,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
11562,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
11563,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
11564,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
11565,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11566,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11567,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
11568,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11569,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
11570,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11571,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11572,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
11573,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
11574,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
11575,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
11576,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
11577,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
11578,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
11579,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
11580,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
11581,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
11582,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
11583,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
11584,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
11585,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Cropland
11586,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
11587,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11588,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
11589,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
11590,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
11591,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11592,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
11593,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
11594,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
11595,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
11596,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
11597,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
11598,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
11599,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
11600,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
11601,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
11602,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
11603,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
11604,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
11605,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
11606,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
11607,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
11608,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
11609,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
11610,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
11611,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11612,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
11613,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
11614,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11615,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
11616,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
11617,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
11618,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
11619,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
11620,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
11621,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11622,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
11623,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
11624,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
11625,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
11626,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
11627,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
11628,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
11629,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
11630,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
11631,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
11632,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11633,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
11634,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
11635,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
11636,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
11637,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
11638,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11639,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
11640,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
11641,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Water
11642,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
11643,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
11644,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11645,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
11646,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11647,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11648,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11649,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11650,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
11651,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11652,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
11653,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11654,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
11655,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11656,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11657,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
11658,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11659,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
11660,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
11661,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
11662,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
11663,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
11664,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
11665,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
11666,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
11667,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
11668,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
11669,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11670,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11671,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11672,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11673,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
11674,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
11675,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
11676,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
11677,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
11678,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11679,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11680,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11681,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
