Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVL_M_R
3388,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3389,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3390,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
3391,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
3392,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
3393,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3394,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3395,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3396,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3397,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3398,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3399,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3400,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
3401,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3402,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
3403,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3404,Forest,Water,Water,Water,Water,NULL,Shrubland,Forest
3405,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3406,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3407,Forest,Water,Water,Water,Water,NULL,Water,Grassland
3408,Forest,Water,Water,Water,Water,NULL,Water,Water
3409,Forest,Water,Water,Water,Water,NULL,Water,Forest
3410,Forest,Water,Water,Water,Water,NULL,Forest,Water
3411,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3412,Forest,Water,Water,Water,Water,Shrubland,Wetland,Forest
3413,Forest,Water,Water,Water,Water,Shrubland,Water,Water
3414,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
3415,Forest,Water,Water,Water,Water,Shrubland,Forest,Water
3416,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3417,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3418,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3419,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3420,Forest,Water,Water,Water,Water,Wetland,Water,Water
3421,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3422,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3423,Forest,Water,Water,Water,Water,Bareland,Water,Water
3424,Forest,Water,Water,Water,Water,Water,Wetland,Water
3425,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3426,Forest,Water,Water,Water,Water,Water,Water,Grassland
3427,Forest,Water,Water,Water,Water,Water,Water,Wetland
3428,Forest,Water,Water,Water,Water,Water,Water,Water
3429,Forest,Water,Water,Water,Water,Water,Water,Forest
3430,Forest,Water,Water,Water,Water,Water,Forest,Water
3431,Forest,Water,Water,Water,Water,Water,Forest,Forest
3432,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3433,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3434,Forest,Water,Water,Water,Water,Forest,Water,Water
3435,Forest,Water,Water,Water,Water,Forest,Water,Forest
3436,Forest,Water,Water,Water,Water,Forest,Forest,Water
3437,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3438,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3439,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3440,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3441,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3442,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3443,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3444,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3445,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3446,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
3447,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3448,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3449,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3450,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3451,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3452,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3453,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3454,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3455,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3456,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3457,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3458,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3459,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3460,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3461,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3462,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3463,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3464,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3465,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3466,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3467,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3468,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3469,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3470,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3471,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3472,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3473,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3474,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3475,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3476,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3477,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3478,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3479,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3480,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3481,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3482,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
3483,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3484,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3485,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3486,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3487,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3488,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3489,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3490,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3491,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3492,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3493,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3494,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3495,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3496,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3497,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3498,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3499,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3500,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3501,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3502,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3503,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3504,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
3505,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
3506,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3507,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3508,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3509,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3510,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3511,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3512,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3513,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3514,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3515,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3516,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3517,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3518,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3519,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3520,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3521,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
3522,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3523,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3524,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3525,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3526,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3527,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3528,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3529,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3530,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3531,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3532,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3533,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3534,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
3535,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3536,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3537,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3538,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3539,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3540,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3541,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3542,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3543,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3544,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3545,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3546,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3547,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3548,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3549,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3550,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3551,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3552,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3553,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3554,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3555,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3556,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3557,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3558,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3559,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3560,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3561,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3562,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3563,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3564,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3565,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3566,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3567,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3568,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3569,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3570,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3571,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3572,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3573,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3574,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3575,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3576,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3577,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3578,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3579,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3580,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3581,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3582,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3583,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
3584,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3585,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3586,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3587,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3588,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3589,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3590,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3591,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3592,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3593,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3594,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3595,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3596,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3597,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3598,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3599,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3600,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3601,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
3602,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3603,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3604,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3605,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3606,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3607,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3608,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3609,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
3610,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3611,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3612,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3613,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3614,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3615,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3616,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
3617,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
3618,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3619,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3620,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3621,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3622,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3623,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3624,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3625,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3626,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3627,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3628,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3629,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3630,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3631,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3632,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3633,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3634,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3635,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3636,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3637,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3638,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3639,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
3640,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3641,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3642,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
3643,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Water
3644,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3645,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3646,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3647,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3648,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3649,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3650,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3651,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3652,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3653,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3654,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3655,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
3656,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3657,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3658,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3659,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3660,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3661,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3662,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3663,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3664,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3665,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3666,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3667,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3668,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3669,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3670,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3671,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3672,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3673,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3674,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3675,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3676,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3677,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3678,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3679,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3680,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3681,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3682,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3683,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3684,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3685,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3686,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3687,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3688,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3689,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3690,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3691,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3692,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3693,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3694,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3695,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3696,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3697,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3698,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3699,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3700,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3701,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3702,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3703,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3704,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3705,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3706,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3707,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3708,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3709,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3710,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3711,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3712,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3713,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3714,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3715,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3716,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
3717,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3718,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3719,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3720,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3721,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3722,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
3723,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3724,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3725,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3726,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3727,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3728,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3729,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3730,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3731,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
3732,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
