Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTR_M_R
331,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Bareland
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Water
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
339,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
340,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
341,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
343,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
344,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
345,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
346,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
347,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
349,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
350,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
355,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
360,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
361,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
363,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
364,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
365,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
366,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
367,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
368,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
369,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Bareland
370,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
371,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
372,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
374,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
375,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
376,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
377,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
378,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
379,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
380,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
381,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
382,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
383,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
384,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
385,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
386,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
387,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
388,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
389,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
390,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
391,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
393,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
394,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
395,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
396,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Cropland
397,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
398,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
400,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
401,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
402,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
403,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
404,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
405,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
406,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
407,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
408,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
409,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
410,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
411,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
412,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
413,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
414,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
415,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
416,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
417,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
418,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
419,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
420,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
421,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
422,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
423,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
424,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
662,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
663,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
664,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
