Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R
337,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
338,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
339,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
340,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
341,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
342,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
343,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
344,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
345,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
346,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
347,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
348,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
350,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
351,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
352,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
353,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
355,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
357,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
358,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
359,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
360,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
361,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
362,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
363,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
366,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
367,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
368,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
369,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
370,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
371,NULL,Bareland,Water,NULL,Water,NULL,NULL,NULL
372,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
373,NULL,Bareland,Water,NULL,Water,NULL,NULL,Cropland
374,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
375,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
376,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
377,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
378,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
379,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Water
380,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
381,NULL,Bareland,Water,Water,Water,NULL,NULL,Cropland
382,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
383,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
384,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
385,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
386,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
387,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
388,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
389,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
390,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
392,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
393,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
394,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
395,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
396,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
397,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
398,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
399,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
400,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
401,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
402,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
403,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
404,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
405,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
406,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
407,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
408,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
409,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
410,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
411,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
413,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
414,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
415,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
416,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
417,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
418,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
419,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
420,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
421,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
422,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
423,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
424,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
425,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
426,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
427,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
428,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
429,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
430,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
431,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
432,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
433,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
434,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
435,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
436,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
437,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
438,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
439,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
440,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
441,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
442,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
443,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
444,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
445,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
446,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
447,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
448,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
449,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
450,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
451,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
452,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
453,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
454,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
455,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
456,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
458,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
459,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
460,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
461,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
462,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
463,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
464,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
465,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
466,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
467,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
468,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
469,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
470,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
471,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
472,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
473,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
474,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
475,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
476,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
477,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
478,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
479,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
480,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
481,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
482,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
483,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
484,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
485,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
486,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
487,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
488,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
490,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
491,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
492,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
493,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
494,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
495,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
496,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
497,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
499,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
500,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
501,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
502,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
503,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
504,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
505,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
506,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
507,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
508,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
509,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
510,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
511,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
512,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
513,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
514,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
515,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
516,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
517,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
518,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
519,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
520,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
521,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
522,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
523,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
524,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
525,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
526,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
527,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
528,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
529,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
530,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
531,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
532,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
533,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
534,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
536,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
537,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
538,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
539,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
540,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
541,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
543,NULL,Water,Water,NULL,Water,NULL,NULL,Cropland
544,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
545,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
546,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
547,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
548,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
549,NULL,Water,Water,Water,Water,NULL,NULL,Water
550,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
551,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
552,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
553,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
554,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
555,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
556,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
558,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
559,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
560,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
561,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
562,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
563,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
564,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
565,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
566,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
567,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
568,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
570,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
571,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
572,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
573,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
574,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
575,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
576,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
577,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
578,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
579,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
580,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
581,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
582,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
584,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
585,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
586,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
587,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
588,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
589,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
590,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
591,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
592,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
593,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
594,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
595,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
596,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
597,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
598,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
600,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
601,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
602,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
603,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
604,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
605,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
606,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
607,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
608,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
609,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
610,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
611,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
612,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
613,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
614,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
615,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
616,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
617,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
618,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
619,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
620,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
621,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
622,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
623,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
624,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
625,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
626,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
627,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
628,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
629,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
630,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
631,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
632,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
633,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
634,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
635,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
636,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
637,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
638,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
639,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
640,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
641,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
642,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
643,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
644,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
646,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
647,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
648,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
649,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
650,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
651,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
652,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
653,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
654,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
655,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
656,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
657,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
658,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
659,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
660,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
661,NULL,Forest,Water,NULL,Water,NULL,NULL,Cropland
662,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
663,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
664,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
665,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
666,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
667,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
668,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Water
669,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
670,NULL,Forest,Water,Water,Water,NULL,NULL,Cropland
671,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
672,NULL,Forest,Water,Water,Water,NULL,NULL,Water
673,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
674,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
675,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
676,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
677,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
678,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
679,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
680,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
681,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
682,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
683,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
684,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
685,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
