Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYR_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Cropland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Built-up
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Built-up
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
586,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
587,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
588,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
589,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
590,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
591,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
592,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
594,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
595,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
596,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
597,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
598,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
599,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
600,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
601,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
602,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
604,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
605,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
607,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
609,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
610,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
612,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
613,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
615,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
617,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Bareland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
623,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
624,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
635,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
636,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
640,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
641,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
642,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
644,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
645,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
646,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
647,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
648,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
649,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
650,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
651,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
652,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
653,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
654,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
