Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R
334,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
335,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
336,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
337,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
338,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
339,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
340,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
341,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
343,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
344,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
345,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
346,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
347,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
348,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
349,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
351,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
352,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
354,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
355,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
356,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
363,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
364,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
365,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
366,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
367,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
368,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
370,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
371,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
372,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
373,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
374,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
375,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
376,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
377,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
378,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
379,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
380,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
381,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
383,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
384,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
385,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
386,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
387,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
388,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
389,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
390,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
391,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
392,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
393,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
394,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
395,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
396,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
397,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
398,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
399,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
400,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
401,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
402,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
403,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
404,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
405,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
406,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
407,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
408,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
409,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
410,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
411,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
412,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
413,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
414,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
415,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
417,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
418,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
419,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
420,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
421,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
422,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
423,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
424,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
425,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
426,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
427,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
428,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
429,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
430,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
431,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
432,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
433,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
434,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
435,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
436,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
437,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
438,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
439,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
440,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
441,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
442,NULL,Built-up,Water,Water,Water,NULL,NULL,Built-up
443,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
444,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
445,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
446,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
447,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
448,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
449,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
450,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
451,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
452,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
453,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
454,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
455,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
457,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
458,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
459,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
460,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
461,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
462,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
463,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
464,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
465,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
466,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
467,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
468,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
469,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
470,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
472,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
473,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
475,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
476,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
477,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
478,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
479,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
480,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
481,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
482,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
483,NULL,Water,Water,NULL,Water,NULL,NULL,Water
484,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
485,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
486,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
487,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
488,NULL,Water,Water,Water,Water,NULL,NULL,Water
489,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
491,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
492,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
493,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
494,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
495,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
496,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
497,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
498,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
499,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
500,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
501,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
502,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
503,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
504,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
505,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
506,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
507,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
508,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
509,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
510,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
511,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
512,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
513,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
514,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
515,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
516,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
517,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
518,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
519,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
520,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
521,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
522,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
523,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
524,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
525,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
526,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
527,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
528,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
529,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
530,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
531,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
532,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
533,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
534,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
535,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
536,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
537,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
538,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
539,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
541,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
542,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
543,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
544,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
545,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
547,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
548,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
549,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
550,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
551,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
552,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
553,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
554,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
555,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
557,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
558,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
559,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
560,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
561,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
562,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
564,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
565,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
566,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
567,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
568,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
569,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
570,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
572,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
573,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
574,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
575,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
576,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
577,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
578,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
579,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
580,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
581,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
582,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
583,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
584,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
585,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
586,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
587,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
588,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
589,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
590,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
591,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
592,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
593,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
594,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
595,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
596,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
598,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
599,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
600,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
602,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
603,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
604,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
605,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
606,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
607,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
608,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
609,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
610,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
611,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
612,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
613,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
614,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
615,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
616,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
617,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
619,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
620,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
621,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
622,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
623,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
624,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
625,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
626,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
627,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
628,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
629,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
630,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
631,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
632,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
633,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
634,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
635,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
636,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
637,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
638,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
639,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
640,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
641,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
642,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
643,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
644,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
645,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
648,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
649,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
651,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
652,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
654,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
655,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
656,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
657,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
658,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
659,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
660,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
662,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
664,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
665,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
666,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
667,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
668,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
669,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
670,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
