Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MND_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MND_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MND_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MND_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MND_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MND_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MND_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MND_M_R
4253,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4254,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4255,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4256,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4257,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4258,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4259,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4260,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4261,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4262,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4263,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4264,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4265,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4266,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4267,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4268,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4269,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4270,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4271,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4272,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4273,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4274,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4275,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4276,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4277,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4278,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4279,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4280,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4281,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4282,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4283,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4284,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4285,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4286,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4287,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4288,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4289,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4290,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4291,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4292,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4293,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4294,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4295,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4296,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4297,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4298,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4299,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4300,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4301,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4302,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4303,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4304,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4305,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4306,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4307,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4308,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4309,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4310,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4311,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4312,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4313,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4314,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4315,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4316,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4317,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4318,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4319,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4320,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4321,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4322,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4323,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4324,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4325,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4326,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4327,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4328,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4329,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4330,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4331,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4332,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4333,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4334,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4335,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4336,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4337,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4338,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4339,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4340,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4341,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4342,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4343,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4344,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4345,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4346,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4347,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4348,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4349,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4350,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4351,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4352,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4353,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
4354,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
4355,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
4356,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
4357,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
4358,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
4359,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
4360,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4361,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4362,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
4363,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4364,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4365,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4366,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4367,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4368,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4369,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4370,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4371,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4372,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4373,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4374,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4375,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4376,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4377,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4378,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4379,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4380,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4381,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4382,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4383,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4384,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4385,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4386,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4387,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4388,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4389,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4390,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4391,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4392,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4393,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4394,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4395,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4396,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4397,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4398,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4399,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4400,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4401,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4402,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4403,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4404,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4405,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4406,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4407,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4408,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4409,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4410,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4411,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4412,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4413,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4414,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4415,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4416,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4417,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4418,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4419,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4420,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4421,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4422,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4423,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4424,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4425,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4426,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4427,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4428,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4429,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4430,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4431,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4432,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4433,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4434,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4435,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4436,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4437,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4438,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4439,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4440,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4441,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4442,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4443,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
4444,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4445,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
4446,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4447,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4448,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4449,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4450,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
4451,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
4452,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
4453,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4454,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4455,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4456,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4457,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4458,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4459,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4460,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4461,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4462,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4463,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4464,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4465,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4466,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4467,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4468,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4469,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
4470,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4471,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4472,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4473,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4474,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4475,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4476,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4477,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4478,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4479,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4480,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4481,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4482,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4483,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4484,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4485,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4486,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4487,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4488,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4489,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4490,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
4491,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4492,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4493,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4494,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4495,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4496,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4497,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
4498,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4499,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4500,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4501,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4502,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4503,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4504,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4505,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4506,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4507,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4508,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4509,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
4510,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4511,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4512,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4513,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4514,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4515,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4516,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4517,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4518,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4519,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4520,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4521,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4522,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4523,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4524,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4525,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4526,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4527,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4528,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4529,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4530,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4531,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4532,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4533,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
4534,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4535,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4536,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4537,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4538,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4539,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4540,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4541,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4542,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4543,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4544,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4545,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4546,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4547,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4548,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4549,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4550,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4551,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4552,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
4553,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4554,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4555,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4556,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4557,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4558,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4559,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4560,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4561,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4562,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
4563,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
4564,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
4565,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
4566,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4567,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
4568,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4569,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4570,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4571,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
4572,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4573,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4574,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4575,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4576,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4577,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
4578,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
4579,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Forest
4580,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
4581,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
4582,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Forest
4583,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
4584,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4585,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4586,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4587,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4588,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
4589,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
4590,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
