Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMF_M_R
339,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
340,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
341,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
342,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
343,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
345,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
346,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
347,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
348,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
349,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
350,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
351,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
352,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
353,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
354,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
355,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
356,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
357,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
358,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
359,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
360,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
361,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
362,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
364,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
366,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
368,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
369,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
370,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
371,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
372,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
373,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
374,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
375,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
376,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
377,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
378,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
380,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
381,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
382,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
383,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
384,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
385,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
386,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
387,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
388,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
389,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
390,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
391,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
393,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
394,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
395,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
396,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
397,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
398,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
399,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
400,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
401,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
402,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
403,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
404,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
405,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
406,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
408,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
409,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
410,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
411,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
412,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
413,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
414,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
415,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
416,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
417,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
418,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
419,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
420,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
422,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
423,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
424,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
425,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
426,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
427,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
428,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
429,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
430,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
431,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Cropland
432,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
433,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
434,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
435,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
436,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
437,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
438,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
439,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
440,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
441,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
442,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
443,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
444,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
445,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
446,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
447,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
448,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
449,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
450,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
451,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
452,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
453,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
454,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
455,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
456,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
458,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
459,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
460,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
461,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
462,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
463,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
464,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
465,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
466,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
467,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
468,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
469,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
471,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
472,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
473,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
474,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
475,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
476,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
477,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
478,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
479,NULL,Built-up,Water,NULL,Water,NULL,NULL,NULL
480,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
481,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
482,NULL,Built-up,Water,NULL,Water,NULL,NULL,Wetland
483,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
484,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
485,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
486,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
487,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
488,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
489,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
490,NULL,Built-up,Water,Water,Water,NULL,NULL,Built-up
491,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
492,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
493,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
494,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
495,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
496,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
497,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
498,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
499,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
500,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
501,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
502,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
503,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
504,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
505,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
506,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
507,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
508,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
509,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
510,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
511,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
512,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
513,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
514,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
515,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
516,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
517,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
518,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
519,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
520,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
521,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
522,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
523,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
524,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
525,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
526,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
527,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
528,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
529,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
530,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
531,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
532,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
533,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
534,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
535,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
536,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
537,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
538,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
539,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
540,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
541,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
542,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
543,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
544,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
545,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
546,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
547,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
548,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
549,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
550,NULL,Water,Water,Water,Water,NULL,NULL,Water
551,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
552,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
553,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
554,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
555,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
556,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
557,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
558,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
559,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
560,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
561,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
562,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
563,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
564,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
565,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
566,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
567,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
568,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
569,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
570,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
571,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
572,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
573,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
574,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
575,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
576,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
577,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
578,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
579,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
580,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
581,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
582,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
583,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
584,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
585,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
587,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
588,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
589,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
590,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
591,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
592,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
593,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
594,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
595,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
596,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
597,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
598,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
599,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
600,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
601,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
602,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
603,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
604,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
605,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
606,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
607,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
608,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
609,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
610,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
611,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
612,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
613,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
614,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
615,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
616,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
617,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
618,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
619,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
620,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
621,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
623,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
624,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
625,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
626,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
627,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
628,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
629,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
630,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
631,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
632,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
634,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
635,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
636,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
637,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
638,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
639,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
640,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
641,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
642,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
643,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
644,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
645,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
647,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
649,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
650,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
651,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
652,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
654,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
655,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
656,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
657,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
658,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
659,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
660,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
661,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
662,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
663,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
664,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
665,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
666,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
667,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
668,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
669,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
670,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
671,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
672,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
673,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
674,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
675,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
676,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
677,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
678,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
679,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
681,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
682,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
