Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQR_M_R
1289,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1290,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1291,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1292,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1293,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1294,Bareland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1295,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1296,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1297,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1298,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1299,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1300,Bareland,Forest,Forest,Water,Non_Wetland,Water
1301,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1302,Water,NULL,NULL,NULL,Non_Wetland,NULL
1303,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1304,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1305,Water,NULL,NULL,NULL,Non_Wetland,Forest
1306,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1307,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1308,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1309,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1310,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1311,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1312,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1313,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1314,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1315,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1316,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1317,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1318,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1319,Water,NULL,Shrubland,Water,Non_Wetland,Water
1320,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1321,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1322,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1323,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1324,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1325,Water,NULL,Grassland,Water,Non_Wetland,Water
1326,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1327,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1328,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1329,Water,NULL,Cropland,NULL,Non_Wetland,Water
1330,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1331,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1332,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1333,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1334,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1335,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1336,Water,NULL,Cropland,Water,Non_Wetland,Water
1337,Water,NULL,Cropland,Water,Non_Wetland,Forest
1338,Water,NULL,Wetland,NULL,Wetland,Water
1339,Water,NULL,Wetland,NULL,Wetland,Forest
1340,Water,NULL,Wetland,Non_Water,Wetland,Water
1341,Water,NULL,Wetland,Water,Wetland,Bareland
1342,Water,NULL,Wetland,Water,Wetland,Water
1343,Water,NULL,Wetland,Water,Wetland,Forest
1344,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1345,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1346,Water,NULL,Bareland,NULL,Non_Wetland,Water
1347,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1348,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1349,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1350,Water,NULL,Bareland,Water,Non_Wetland,Water
1351,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1352,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1353,Water,NULL,Water,NULL,Water,Grassland
1354,Water,NULL,Water,NULL,Water,Bareland
1355,Water,NULL,Water,NULL,Water,Water
1356,Water,NULL,Water,NULL,Water,Forest
1357,Water,NULL,Water,Non_Water,Water,Water
1358,Water,NULL,Water,Water,Water,Grassland
1359,Water,NULL,Water,Water,Water,Bareland
1360,Water,NULL,Water,Water,Water,Water
1361,Water,NULL,Forest,NULL,Non_Wetland,NULL
1362,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1363,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1364,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1365,Water,NULL,Forest,NULL,Non_Wetland,Water
1366,Water,NULL,Forest,NULL,Non_Wetland,Forest
1367,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1368,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1369,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1370,Water,NULL,Forest,Water,Non_Wetland,Bareland
1371,Water,NULL,Forest,Water,Non_Wetland,Water
1372,Water,NULL,Forest,Water,Non_Wetland,Forest
1373,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1374,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1375,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1376,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1377,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1378,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1379,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1380,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1381,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1382,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1383,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1384,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1385,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1386,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1387,Water,Cropland,Wetland,Water,Wetland,Bareland
1388,Water,Cropland,Wetland,Water,Wetland,Water
1389,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1390,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1391,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1392,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1393,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1394,Water,Cropland,Water,NULL,Water,Grassland
1395,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1396,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1397,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1398,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1399,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1400,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1401,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1402,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1403,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1404,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1405,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1406,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1407,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1408,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1409,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1410,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1411,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
1412,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1413,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
1414,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1415,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1416,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1417,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
1418,Water,Wetland,Wetland,NULL,Wetland,Water
1419,Water,Wetland,Wetland,Water,Wetland,Bareland
1420,Water,Wetland,Wetland,Water,Wetland,Water
1421,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1422,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1423,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1424,Water,Wetland,Water,NULL,Water,Bareland
1425,Water,Wetland,Water,NULL,Water,Water
1426,Water,Wetland,Water,NULL,Water,Forest
1427,Water,Wetland,Water,Non_Water,Water,Forest
1428,Water,Wetland,Water,Water,Water,Grassland
1429,Water,Wetland,Water,Water,Water,Bareland
1430,Water,Wetland,Water,Water,Water,Water
1431,Water,Wetland,Water,Water,Water,Forest
1432,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1433,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
1434,Water,Wetland,Forest,NULL,Non_Wetland,Water
1435,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1436,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1437,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1438,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1439,Water,Wetland,Forest,Water,Non_Wetland,Bareland
1440,Water,Wetland,Forest,Water,Non_Wetland,Water
1441,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1442,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1443,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1444,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1445,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1446,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1447,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1448,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1449,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1450,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1451,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1452,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1453,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1454,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1455,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1456,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1457,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1458,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1459,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1460,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1461,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1462,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1463,Water,Bareland,Grassland,Water,Non_Wetland,Forest
1464,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1465,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1466,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1467,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1468,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1469,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1470,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1471,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1472,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1473,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1474,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1475,Water,Bareland,Cropland,Water,Non_Wetland,Water
1476,Water,Bareland,Wetland,NULL,Wetland,Water
1477,Water,Bareland,Wetland,NULL,Wetland,Forest
1478,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1479,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1480,Water,Bareland,Wetland,Non_Water,Wetland,Water
1481,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1482,Water,Bareland,Wetland,Water,Wetland,Grassland
1483,Water,Bareland,Wetland,Water,Wetland,Bareland
1484,Water,Bareland,Wetland,Water,Wetland,Water
1485,Water,Bareland,Wetland,Water,Wetland,Forest
1486,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1487,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1488,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1489,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1490,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1491,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1492,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1493,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1494,Water,Bareland,Bareland,Water,Non_Wetland,Water
1495,Water,Bareland,Water,NULL,Water,Grassland
1496,Water,Bareland,Water,NULL,Water,Bareland
1497,Water,Bareland,Water,NULL,Water,Water
1498,Water,Bareland,Water,NULL,Water,Forest
1499,Water,Bareland,Water,Non_Water,Water,Bareland
1500,Water,Bareland,Water,Non_Water,Water,Water
1501,Water,Bareland,Water,Non_Water,Water,Forest
1502,Water,Bareland,Water,Water,Water,Grassland
1503,Water,Bareland,Water,Water,Water,Bareland
1504,Water,Bareland,Water,Water,Water,Water
1505,Water,Bareland,Water,Water,Water,Forest
1506,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1507,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1508,Water,Bareland,Forest,NULL,Non_Wetland,Water
1509,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1510,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1511,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1512,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1513,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1514,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1515,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1516,Water,Bareland,Forest,Water,Non_Wetland,Water
1517,Water,Bareland,Forest,Water,Non_Wetland,Forest
1518,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1519,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1520,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1521,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1522,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1523,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1524,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1525,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1526,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1527,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1528,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1529,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1530,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1531,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1532,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1533,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1534,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
1535,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1536,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1537,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1538,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1539,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1540,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1541,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water
1542,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1543,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
1544,Water,Built-up,Cropland,Water,Non_Wetland,Water
1545,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1546,Water,Built-up,Wetland,NULL,Wetland,Water
1547,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
1548,Water,Built-up,Wetland,Non_Water,Wetland,Water
1549,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1550,Water,Built-up,Wetland,Water,Wetland,Grassland
1551,Water,Built-up,Wetland,Water,Wetland,Bareland
1552,Water,Built-up,Wetland,Water,Wetland,Water
1553,Water,Built-up,Wetland,Water,Wetland,Forest
1554,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1555,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1556,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1557,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1558,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1559,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1560,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1561,Water,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1562,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1563,Water,Built-up,Bareland,Water,Non_Wetland,Water
1564,Water,Built-up,Bareland,Water,Non_Wetland,Forest
1565,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1566,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1567,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1568,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1569,Water,Built-up,Water,NULL,Water,Grassland
1570,Water,Built-up,Water,NULL,Water,Bareland
1571,Water,Built-up,Water,NULL,Water,Built-up
1572,Water,Built-up,Water,NULL,Water,Water
1573,Water,Built-up,Water,NULL,Water,Forest
1574,Water,Built-up,Water,Non_Water,Water,Water
1575,Water,Built-up,Water,Non_Water,Water,Forest
1576,Water,Built-up,Water,Water,Water,Bareland
1577,Water,Built-up,Water,Water,Water,Water
1578,Water,Built-up,Water,Water,Water,Forest
1579,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1580,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1581,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1582,Water,Built-up,Forest,NULL,Non_Wetland,Water
1583,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1584,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1585,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1586,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1587,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1588,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1589,Water,Built-up,Forest,Water,Non_Wetland,Water
1590,Water,Built-up,Forest,Water,Non_Wetland,Forest
1591,Water,Water,NULL,NULL,Non_Wetland,Grassland
1592,Water,Water,NULL,NULL,Non_Wetland,Bareland
1593,Water,Water,NULL,NULL,Non_Wetland,Water
1594,Water,Water,NULL,NULL,Non_Wetland,Forest
1595,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1596,Water,Water,NULL,Non_Water,Non_Wetland,Water
1597,Water,Water,NULL,Water,Non_Wetland,Bareland
1598,Water,Water,NULL,Water,Non_Wetland,Water
1599,Water,Water,NULL,Water,Non_Wetland,Forest
1600,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1601,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1602,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1603,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1604,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1605,Water,Water,Shrubland,NULL,Non_Wetland,Water
1606,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1607,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1608,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1609,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1610,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1611,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1612,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1613,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1614,Water,Water,Shrubland,Water,Non_Wetland,Water
1615,Water,Water,Shrubland,Water,Non_Wetland,Forest
1616,Water,Water,Grassland,NULL,Non_Wetland,NULL
1617,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1618,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1619,Water,Water,Grassland,NULL,Non_Wetland,Water
1620,Water,Water,Grassland,NULL,Non_Wetland,Forest
1621,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1622,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1623,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1624,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1625,Water,Water,Grassland,Water,Non_Wetland,Grassland
1626,Water,Water,Grassland,Water,Non_Wetland,Bareland
1627,Water,Water,Grassland,Water,Non_Wetland,Water
1628,Water,Water,Grassland,Water,Non_Wetland,Forest
1629,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1630,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1631,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1632,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1633,Water,Water,Cropland,NULL,Non_Wetland,Water
1634,Water,Water,Cropland,NULL,Non_Wetland,Forest
1635,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1636,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1637,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1638,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1639,Water,Water,Cropland,Water,Non_Wetland,Grassland
1640,Water,Water,Cropland,Water,Non_Wetland,Bareland
1641,Water,Water,Cropland,Water,Non_Wetland,Water
1642,Water,Water,Cropland,Water,Non_Wetland,Forest
1643,Water,Water,Wetland,NULL,Wetland,Grassland
1644,Water,Water,Wetland,NULL,Wetland,Bareland
1645,Water,Water,Wetland,NULL,Wetland,Water
1646,Water,Water,Wetland,NULL,Wetland,Forest
1647,Water,Water,Wetland,Non_Water,Wetland,Grassland
1648,Water,Water,Wetland,Non_Water,Wetland,Bareland
1649,Water,Water,Wetland,Non_Water,Wetland,Water
1650,Water,Water,Wetland,Non_Water,Wetland,Forest
1651,Water,Water,Wetland,Water,Wetland,NULL
1652,Water,Water,Wetland,Water,Wetland,Grassland
1653,Water,Water,Wetland,Water,Wetland,Bareland
1654,Water,Water,Wetland,Water,Wetland,Water
1655,Water,Water,Wetland,Water,Wetland,Forest
1656,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1657,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1658,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1659,Water,Water,Bareland,NULL,Non_Wetland,Water
1660,Water,Water,Bareland,NULL,Non_Wetland,Forest
1661,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1662,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1663,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1664,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1665,Water,Water,Bareland,Water,Non_Wetland,Grassland
1666,Water,Water,Bareland,Water,Non_Wetland,Bareland
1667,Water,Water,Bareland,Water,Non_Wetland,Water
1668,Water,Water,Bareland,Water,Non_Wetland,Forest
1669,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1670,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1671,Water,Water,Built-up,NULL,Non_Wetland,Water
1672,Water,Water,Built-up,NULL,Non_Wetland,Forest
1673,Water,Water,Water,NULL,Water,Grassland
1674,Water,Water,Water,NULL,Water,Bareland
1675,Water,Water,Water,NULL,Water,Built-up
1676,Water,Water,Water,NULL,Water,Water
1677,Water,Water,Water,NULL,Water,Forest
1678,Water,Water,Water,Non_Water,Water,Grassland
1679,Water,Water,Water,Non_Water,Water,Bareland
1680,Water,Water,Water,Non_Water,Water,Water
1681,Water,Water,Water,Non_Water,Water,Forest
1682,Water,Water,Water,Water,Water,Grassland
1683,Water,Water,Water,Water,Water,Cropland
1684,Water,Water,Water,Water,Water,Bareland
1685,Water,Water,Water,Water,Water,Water
1686,Water,Water,Water,Water,Water,Forest
1687,Water,Water,Forest,NULL,Non_Wetland,NULL
1688,Water,Water,Forest,NULL,Non_Wetland,Grassland
1689,Water,Water,Forest,NULL,Non_Wetland,Cropland
1690,Water,Water,Forest,NULL,Non_Wetland,Bareland
1691,Water,Water,Forest,NULL,Non_Wetland,Built-up
1692,Water,Water,Forest,NULL,Non_Wetland,Water
1693,Water,Water,Forest,NULL,Non_Wetland,Forest
1694,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1695,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1696,Water,Water,Forest,Non_Water,Non_Wetland,Water
1697,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1698,Water,Water,Forest,Water,Non_Wetland,Grassland
1699,Water,Water,Forest,Water,Non_Wetland,Cropland
1700,Water,Water,Forest,Water,Non_Wetland,Bareland
1701,Water,Water,Forest,Water,Non_Wetland,Water
1702,Water,Water,Forest,Water,Non_Wetland,Forest
1703,Water,Forest,NULL,NULL,Non_Wetland,NULL
1704,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1705,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1706,Water,Forest,NULL,NULL,Non_Wetland,Forest
1707,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1708,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1709,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1710,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
1711,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1712,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1713,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1714,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
1715,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1716,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1717,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1718,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1719,Water,Forest,Grassland,NULL,Non_Wetland,Built-up
1720,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1721,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1722,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1723,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1724,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1725,Water,Forest,Cropland,NULL,Non_Wetland,Water
1726,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1727,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1728,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1729,Water,Forest,Cropland,Water,Non_Wetland,Grassland
1730,Water,Forest,Cropland,Water,Non_Wetland,Bareland
1731,Water,Forest,Cropland,Water,Non_Wetland,Water
1732,Water,Forest,Wetland,NULL,Wetland,Forest
1733,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1734,Water,Forest,Wetland,Non_Water,Wetland,Forest
1735,Water,Forest,Wetland,Water,Wetland,Water
1736,Water,Forest,Wetland,Water,Wetland,Forest
1737,Water,Forest,Bareland,NULL,Non_Wetland,NULL
