Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPF_M_R
4051,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
4052,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4053,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4054,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
4055,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4056,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
4057,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
4058,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
4059,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4060,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
4061,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
4062,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
4063,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
4064,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
4065,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
4066,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
4067,Forest,Wetland,Water,Water,Water,Cropland,Wetland,Forest
4068,Forest,Wetland,Water,Water,Water,Cropland,Water,Forest
4069,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
4070,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4071,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
4072,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4073,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
4074,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
4075,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
4076,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
4077,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
4078,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
4079,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
4080,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
4081,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
4082,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
4083,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
4084,Forest,Wetland,Water,Water,Water,Water,Water,Water
4085,Forest,Wetland,Water,Water,Water,Water,Water,Forest
4086,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
4087,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
4088,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
4089,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4090,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4091,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4092,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4093,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4094,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
4095,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4096,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4097,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4098,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4099,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4100,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4101,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
4102,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4103,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,Water,Forest
4104,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4105,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4106,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4107,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4108,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4109,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
4110,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4111,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4112,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4113,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4114,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4115,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4116,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4117,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
4118,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4119,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
4120,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4121,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4122,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4123,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4124,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4125,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4126,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4127,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
4128,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4129,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4130,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4131,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4132,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4133,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4134,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4135,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4136,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
4137,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4138,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4139,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4140,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4141,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4142,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
4143,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4144,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4145,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4146,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
4147,Forest,Wetland,Forest,Water,Non_Wetland,Cropland,Wetland,Forest
4148,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4149,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4150,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
4151,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4152,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
4153,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
4154,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4155,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
4156,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4157,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
4158,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4159,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4160,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4161,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4162,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4163,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
4164,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
4165,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
4166,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4167,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
4168,Forest,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4169,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
4170,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
4171,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
4172,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
4173,Forest,Bareland,Water,NULL,Water,Wetland,Water,Wetland
4174,Forest,Bareland,Water,NULL,Water,Water,Water,Forest
4175,Forest,Bareland,Water,Non_Water,Water,Water,Water,Wetland
4176,Forest,Bareland,Water,Non_Water,Water,Water,Water,Forest
4177,Forest,Bareland,Water,Water,Water,Grassland,Water,Water
4178,Forest,Bareland,Water,Water,Water,Water,Water,Bareland
4179,Forest,Bareland,Water,Water,Water,Water,Water,Water
4180,Forest,Bareland,Water,Water,Water,Water,Water,Forest
4181,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4182,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4183,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4184,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4185,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4186,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4187,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4188,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4189,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4190,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4191,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4192,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4193,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4194,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4195,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4196,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4197,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4198,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4199,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4200,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4201,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4202,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4203,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
4204,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
4205,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4206,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4207,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4208,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4209,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4210,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4211,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4212,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
4213,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4214,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4215,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
4216,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Wetland
4217,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
4218,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
4219,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4220,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4221,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4222,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4223,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
4224,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4225,Forest,Built-up,Water,NULL,Water,Wetland,Water,Forest
4226,Forest,Built-up,Water,Water,Water,Grassland,Wetland,Wetland
4227,Forest,Built-up,Water,Water,Water,Wetland,Wetland,Grassland
4228,Forest,Built-up,Water,Water,Water,Wetland,Water,Wetland
4229,Forest,Built-up,Water,Water,Water,Wetland,Water,Forest
4230,Forest,Built-up,Water,Water,Water,Water,Wetland,Grassland
4231,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4232,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4233,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4234,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
4235,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4236,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4237,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4238,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4239,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4240,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4241,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4242,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4243,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4244,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4245,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4246,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4247,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4248,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4249,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4250,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4251,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4252,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4253,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4254,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4255,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4256,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4257,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4258,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4259,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4260,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4261,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4262,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4263,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4264,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4265,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4266,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4267,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4268,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4269,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4270,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4271,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4272,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4273,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4274,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4275,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4276,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4277,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4278,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4279,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4280,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4281,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4282,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4283,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4284,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4285,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4286,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4287,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4288,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4289,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
4290,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4291,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4292,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4293,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4294,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4295,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4296,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4297,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4298,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4299,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4300,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4301,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4302,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
4303,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4304,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4305,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
4306,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4307,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4308,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4309,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4310,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4311,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4312,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
4313,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4314,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4315,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
4316,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4317,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4318,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4319,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4320,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4321,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4322,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4323,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4324,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4325,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4326,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4327,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4328,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4329,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4330,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
4331,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4332,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
4333,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4334,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4335,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4336,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4337,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4338,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
4339,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4340,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4341,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4342,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4343,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4344,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4345,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4346,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4347,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4348,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4349,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4350,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4351,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4352,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Water
4353,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Forest
4354,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Water
4355,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
4356,Forest,Water,Wetland,NULL,Wetland,Cropland,Forest,Forest
4357,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4358,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4359,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4360,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
4361,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4362,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4363,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4364,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4365,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4366,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4367,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4368,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4369,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4370,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4371,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4372,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4373,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4374,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4375,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4376,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4377,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4378,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4379,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4380,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4381,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4382,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4383,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4384,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4385,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4386,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4387,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4388,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4389,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4390,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4391,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4392,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4393,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4394,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4395,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4396,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4397,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4398,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
4399,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
4400,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Water,Forest
4401,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
