Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYE_M_R
1058,Wetland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1059,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1060,Wetland,Bareland,Water,Water,Water,NULL,NULL,Forest
1061,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1062,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1063,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1066,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1068,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1069,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1070,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1071,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1072,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Wetland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1074,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1075,Wetland,Built-up,Water,Water,Water,NULL,NULL,Grassland
1076,Wetland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1077,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1079,Wetland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1080,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1082,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1083,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1084,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1085,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1087,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1088,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1089,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1090,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1091,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1092,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1093,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1094,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1095,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1096,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1097,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1098,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1099,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1100,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1101,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1102,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1103,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1104,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1105,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1106,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1107,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1108,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1109,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1110,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1111,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1112,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1113,Wetland,Water,Water,NULL,Water,NULL,NULL,Bareland
1114,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1115,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1116,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1117,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1118,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1119,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1120,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1121,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1122,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
1123,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1124,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1125,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1126,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1127,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1128,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1129,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1130,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1131,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1132,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1133,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1134,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1135,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1136,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1137,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1138,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1139,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1140,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1141,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1142,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1144,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1146,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1148,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1149,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1150,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1151,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1152,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1153,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1154,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1155,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1156,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1157,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1158,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1159,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1160,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1161,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1162,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1163,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1164,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1165,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1166,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1167,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1168,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1169,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1170,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1171,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1173,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1174,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1175,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1176,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1177,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1178,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1179,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1180,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1181,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1182,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1183,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1184,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1185,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1186,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1187,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1188,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1189,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1190,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1191,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1192,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1193,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1194,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1195,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1196,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1197,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1198,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1199,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1200,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
1201,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1202,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1203,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1204,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1205,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1207,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1208,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1209,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1210,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1211,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1212,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1213,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1214,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1215,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1216,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1217,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1218,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1219,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1220,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1221,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1222,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1223,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1224,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1225,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1226,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1227,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1228,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1229,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1230,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1231,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1232,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1233,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1234,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1235,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1236,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1237,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1238,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1239,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1240,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1241,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1242,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1243,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1244,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1245,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1246,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1247,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1248,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1249,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1250,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1251,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1252,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1254,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1255,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1256,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1258,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1259,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1260,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1261,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1262,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1263,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1264,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1265,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1266,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1267,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1268,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1269,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1270,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1271,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1272,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1273,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1274,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1275,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1276,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1277,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1278,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1279,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1280,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1281,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1282,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1283,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1284,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1285,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1286,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1287,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1288,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1289,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1290,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1291,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1292,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1293,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1294,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1295,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1296,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1297,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1298,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1299,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1300,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1301,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1302,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1303,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1304,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1305,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
1306,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1307,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1308,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1309,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1310,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1311,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1312,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1313,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1314,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1315,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1316,Bareland,Wetland,Water,Water,Water,NULL,NULL,Forest
1317,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1318,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1319,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1320,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1321,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1322,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1323,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1325,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1326,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1327,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1328,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1330,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1331,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1332,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1333,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1334,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1335,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1336,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1337,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1338,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1339,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1340,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1342,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1343,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1344,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1345,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1346,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1347,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1348,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1349,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1350,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1351,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1352,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1353,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1356,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1357,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1358,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1359,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1360,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1361,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1362,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1363,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1364,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1365,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1366,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1367,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1368,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1369,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1370,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1371,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1372,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1373,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1374,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1375,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1376,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1377,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1378,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1379,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1380,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1381,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1382,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1383,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1384,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1385,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1386,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1387,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1388,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1389,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1390,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1391,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1392,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1393,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1394,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1395,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1396,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1397,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1398,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1399,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1400,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
