Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYA_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
457,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
458,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
459,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
460,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
462,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
463,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
464,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Built-up,Bareland
465,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
466,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
467,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
468,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
469,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
470,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
471,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
472,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
473,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
474,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
475,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
476,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
477,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
478,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
479,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
481,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
529,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
531,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
533,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
544,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
604,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
621,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
630,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
