Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUR_M_R
6233,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
6234,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6235,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
6236,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
6237,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
6238,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
6239,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
6240,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
6241,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6242,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6243,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6244,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6245,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6246,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6247,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6248,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6249,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6250,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6251,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6252,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6253,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6254,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6255,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6256,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6257,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6258,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6259,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6260,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6261,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6262,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6263,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6264,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6265,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6266,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6267,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6268,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6269,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6270,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6271,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6272,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6273,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6274,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6275,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6276,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6277,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6278,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6279,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6280,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6281,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6282,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6283,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6284,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
6285,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6286,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6287,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
6288,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6289,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6290,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6291,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6292,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6293,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6294,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6295,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6296,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6297,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6298,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6299,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6300,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
6301,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6302,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
6303,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6304,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6305,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6306,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6307,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
6308,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6309,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6310,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6311,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6312,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6313,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6314,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6315,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
6316,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6317,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6318,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6319,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6320,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6321,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
6322,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
6323,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6324,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6325,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6326,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6327,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6328,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6329,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6330,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6331,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6332,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6333,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6334,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6335,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6336,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6337,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6338,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6339,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6340,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6341,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6342,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6343,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6344,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
6345,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6346,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6347,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6348,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
6349,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
6350,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
6351,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6352,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6353,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
6354,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
6355,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
6356,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6357,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
6358,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
6359,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6360,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
6361,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
6362,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
6363,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
6364,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6365,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
6366,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
6367,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
6368,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
6369,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6370,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
6371,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
6372,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6373,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6374,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6375,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6376,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
6377,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6378,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6379,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
6380,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6381,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
6382,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
6383,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6384,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6385,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6386,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
6387,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6388,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
6389,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
6390,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
6391,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6392,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6393,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6394,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6395,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6396,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
6397,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
6398,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6399,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
6400,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6401,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6402,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6403,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6404,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6405,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6406,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6407,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6408,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6409,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
6410,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
6411,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
6412,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
6413,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6414,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
6415,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6416,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
6417,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6418,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
6419,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
6420,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
6421,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
6422,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
6423,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6424,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
6425,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
6426,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
6427,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
6428,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6429,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6430,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6431,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6432,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
6433,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
6434,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6435,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6436,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
6437,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6438,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6439,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
6440,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
6441,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6442,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
6443,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
6444,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
6445,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6446,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
6447,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
6448,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6449,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
6450,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
6451,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6452,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6453,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6454,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6455,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6456,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6457,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6458,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6459,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6460,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
6461,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6462,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6463,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6464,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6465,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6466,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6467,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6468,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
6469,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6470,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
6471,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6472,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
6473,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
6474,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
6475,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
6476,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6477,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6478,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
6479,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
6480,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6481,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6482,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6483,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6484,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
6485,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
6486,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6487,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
6488,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
6489,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
6490,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6491,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
6492,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
6493,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
6494,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
6495,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
6496,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6497,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
6498,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
6499,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
6500,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
6501,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
6502,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
6503,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
6504,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6505,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
6506,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
6507,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
6508,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
6509,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
6510,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6511,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
6512,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
6513,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
6514,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
6515,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
6516,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
6517,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
6518,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
6519,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6520,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6521,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6522,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
6523,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
6524,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
6525,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6526,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
6527,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
6528,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
6529,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
6530,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
6531,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6532,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
6533,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
6534,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6535,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6536,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6537,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6538,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6539,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6540,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6541,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
6542,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6543,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6544,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
6545,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6546,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6547,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6548,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6549,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
6550,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6551,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6552,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6553,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
6554,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
6555,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
6556,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6557,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6558,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
6559,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
6560,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
6561,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
6562,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6563,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
6564,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
6565,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
6566,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
6567,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
6568,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
6569,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
