Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEF_M_R
12676,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
12677,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
12678,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
12679,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
12680,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
12681,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
12682,Forest,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
12683,Forest,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
12684,Forest,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
12685,Forest,NULL,Wetland,Water,Wetland,Cropland,Forest,Grassland
12686,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
12687,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
12688,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
12689,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
12690,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
12691,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
12692,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
12693,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
12694,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12695,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
12696,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
12697,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
12698,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
12699,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
12700,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
12701,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
12702,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
12703,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
12704,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
12705,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Bareland
12706,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
12707,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
12708,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
12709,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
12710,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
12711,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
12712,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
12713,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
12714,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
12715,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
12716,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
12717,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
12718,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Cropland
12719,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
12720,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
12721,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
12722,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
12723,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
12724,Forest,NULL,Wetland,Water,Wetland,Water,Water,Bareland
12725,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
12726,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
12727,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
12728,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
12729,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
12730,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
12731,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12732,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12733,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
12734,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12735,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
12736,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12737,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
12738,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
12739,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
12740,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12741,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12742,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12743,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
12744,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
12745,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
12746,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12747,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
12748,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12749,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
12750,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
12751,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
12752,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
12753,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
12754,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
12755,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
12756,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
12757,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
12758,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
12759,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
12760,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
12761,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
12762,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
12763,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
12764,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
12765,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
12766,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12767,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
12768,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
12769,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
12770,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
12771,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12772,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12773,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
12774,Forest,NULL,Water,NULL,NULL,Wetland,Forest,Bareland
12775,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
12776,Forest,NULL,Water,NULL,Water,NULL,Wetland,Wetland
12777,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
12778,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
12779,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
12780,Forest,NULL,Water,NULL,Water,Cropland,Wetland,Cropland
12781,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
12782,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
12783,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Cropland
12784,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
12785,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Bareland
12786,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
12787,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
12788,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
12789,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
12790,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
12791,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
12792,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
12793,Forest,NULL,Water,NULL,Water,Water,Wetland,Bareland
12794,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
12795,Forest,NULL,Water,NULL,Water,Forest,Wetland,Wetland
12796,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
12797,Forest,NULL,Water,Non_Water,NULL,Wetland,Wetland,Wetland
12798,Forest,NULL,Water,Non_Water,NULL,Wetland,Water,Water
12799,Forest,NULL,Water,Non_Water,NULL,Wetland,Forest,Bareland
12800,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
12801,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
12802,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
12803,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
12804,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
12805,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
12806,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
12807,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
12808,Forest,NULL,Water,Non_Water,Water,Cropland,Wetland,Grassland
12809,Forest,NULL,Water,Non_Water,Water,Cropland,Wetland,Wetland
12810,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
12811,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
12812,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
12813,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Cropland
12814,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
12815,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
12816,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
12817,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
12818,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
12819,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Grassland
12820,Forest,NULL,Water,Water,NULL,Wetland,Grassland,Bareland
12821,Forest,NULL,Water,Water,NULL,Wetland,Water,Bareland
12822,Forest,NULL,Water,Water,NULL,Wetland,Water,Water
12823,Forest,NULL,Water,Water,NULL,Wetland,Forest,Bareland
12824,Forest,NULL,Water,Water,NULL,Wetland,Forest,Forest
12825,Forest,NULL,Water,Water,NULL,Water,Water,Bareland
12826,Forest,NULL,Water,Water,NULL,Water,Water,Water
12827,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
12828,Forest,NULL,Water,Water,Water,NULL,Water,Water
12829,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
12830,Forest,NULL,Water,Water,Water,Grassland,Grassland,Wetland
12831,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
12832,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
12833,Forest,NULL,Water,Water,Water,Grassland,Wetland,Bareland
12834,Forest,NULL,Water,Water,Water,Cropland,Wetland,Grassland
12835,Forest,NULL,Water,Water,Water,Cropland,Wetland,Cropland
12836,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
12837,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
12838,Forest,NULL,Water,Water,Water,Wetland,Wetland,Cropland
12839,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
12840,Forest,NULL,Water,Water,Water,Wetland,Wetland,Bareland
12841,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
12842,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
12843,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
12844,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
12845,Forest,NULL,Water,Water,Water,Wetland,Water,Bareland
12846,Forest,NULL,Water,Water,Water,Wetland,Water,Water
12847,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
12848,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
12849,Forest,NULL,Water,Water,Water,Bareland,Water,Wetland
12850,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
12851,Forest,NULL,Water,Water,Water,Water,Wetland,Bareland
12852,Forest,NULL,Water,Water,Water,Water,Wetland,Water
12853,Forest,NULL,Water,Water,Water,Water,Water,Wetland
12854,Forest,NULL,Water,Water,Water,Water,Water,Bareland
12855,Forest,NULL,Water,Water,Water,Water,Water,Water
12856,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12857,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12858,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12859,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12860,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12861,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
12862,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12863,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
12864,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12865,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
12866,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12867,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
12868,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12869,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12870,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12871,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12872,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12873,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12874,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12875,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
12876,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12877,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
12878,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12879,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
12880,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
12881,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
12882,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12883,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12884,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12885,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
12886,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
12887,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12888,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12889,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
12890,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
12891,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12892,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12893,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12894,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12895,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12896,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Wetland
12897,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12898,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
12899,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
12900,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
12901,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
12902,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
12903,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Built-up
12904,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
12905,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
12906,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
12907,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
12908,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12909,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12910,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12911,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12912,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12913,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
12914,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12915,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
12916,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
12917,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12918,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12919,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12920,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
12921,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12922,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
12923,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
12924,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12925,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
12926,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
12927,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
12928,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
12929,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12930,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
12931,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12932,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
12933,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
12934,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
12935,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
12936,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
12937,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12938,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12939,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12940,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12941,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
12942,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
12943,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12944,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
12945,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12946,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12947,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
12948,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
12949,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
12950,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
12951,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12952,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
12953,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
12954,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
12955,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
12956,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
12957,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12958,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12959,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
12960,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12961,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12962,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12963,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12964,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12965,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12966,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
12967,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
12968,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
12969,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
12970,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
12971,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12972,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12973,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
12974,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12975,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12976,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12977,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12978,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
12979,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12980,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
12981,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12982,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
12983,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
12984,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
12985,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12986,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
12987,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12988,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
12989,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
12990,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
12991,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
12992,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
12993,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
12994,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
12995,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Forest
12996,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Forest,Forest
12997,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
12998,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
12999,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13000,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
13001,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13002,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
13003,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13004,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13005,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
13006,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13007,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
13008,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
13009,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13010,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
13011,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
13012,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
13013,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
13014,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
13015,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
13016,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13017,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
13018,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
13019,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
13020,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
13021,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
13022,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
