Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKB_M_R
8434,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
8435,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
8436,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
8437,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
8438,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
8439,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
8440,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8441,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8442,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8443,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8444,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8445,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8446,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8447,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8448,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8449,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8450,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8451,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8452,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8453,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8454,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8455,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8456,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8457,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8458,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8459,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8460,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8461,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8462,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8463,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8464,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8465,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8466,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8467,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8468,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8469,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8470,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8471,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8472,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
8473,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
8474,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8475,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8476,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8477,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8478,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8479,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8480,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8481,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8482,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8483,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8484,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8485,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8486,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8487,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8488,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8489,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8490,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8491,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8492,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8493,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8494,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8495,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8496,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8497,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8498,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
8499,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
8500,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
8501,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8502,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
8503,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8504,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8505,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8506,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
8507,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
8508,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8509,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8510,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8511,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8512,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8513,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
8514,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8515,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8516,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8517,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8518,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8519,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8520,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8521,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8522,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8523,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
8524,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8525,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8526,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8527,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8528,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8529,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8530,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8531,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8532,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8533,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8534,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8535,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8536,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8537,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8538,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8539,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8540,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8541,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
8542,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8543,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8544,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8545,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8546,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8547,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8548,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
8549,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
8550,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
8551,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
8552,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
8553,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Forest,Forest
8554,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8555,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
8556,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8557,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8558,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8559,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8560,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8561,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8562,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8563,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
8564,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
8565,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8566,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
8567,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8568,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8569,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8570,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
8571,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8572,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
8573,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8574,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8575,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8576,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
8577,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8578,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
8579,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
8580,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
8581,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
8582,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8583,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8584,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8585,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8586,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8587,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
8588,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8589,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8590,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8591,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8592,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8593,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8594,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8595,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8596,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8597,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8598,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8599,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8600,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8601,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8602,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8603,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
8604,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8605,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8606,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8607,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
8608,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8609,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8610,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
8611,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8612,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8613,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8614,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
8615,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
8616,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
8617,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8618,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8619,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8620,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8621,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8622,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8623,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8624,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8625,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8626,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
8627,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
8628,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
8629,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
8630,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8631,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
8632,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
8633,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
8634,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8635,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
8636,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
8637,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
8638,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8639,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8640,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8641,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8642,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
8643,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8644,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
8645,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8646,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8647,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8648,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8649,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8650,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8651,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
8652,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
8653,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
8654,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8655,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8656,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8657,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8658,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
8659,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8660,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8661,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8662,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8663,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8664,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8665,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8666,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8667,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8668,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8669,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
8670,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
8671,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8672,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
8673,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8674,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8675,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
8676,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
8677,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
8678,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
8679,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
8680,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
8681,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
8682,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
8683,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
8684,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
8685,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
8686,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
8687,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
8688,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8689,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
8690,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
8691,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
8692,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
8693,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
8694,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
8695,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
8696,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
8697,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
8698,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
8699,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
8700,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8701,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8702,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8703,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8704,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8705,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8706,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8707,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8708,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8709,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8710,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8711,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8712,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8713,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8714,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8715,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8716,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8717,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8718,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8719,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8720,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
8721,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8722,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8723,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8724,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
8725,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8726,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8727,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
8728,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
8729,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8730,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8731,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8732,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
8733,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
8734,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8735,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8736,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8737,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8738,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8739,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8740,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8741,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8742,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8743,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8744,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
8745,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8746,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8747,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
8748,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
8749,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
8750,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8751,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
8752,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
8753,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8754,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8755,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
8756,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
8757,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
8758,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
8759,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
