Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R
1160,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1161,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1162,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Wetland
1163,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Forest
1164,Water,Built-up,Wetland,NULL,Wetland,NULL,Grassland
1165,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland
1166,Water,Built-up,Wetland,NULL,Wetland,NULL,Bareland
1167,Water,Built-up,Wetland,NULL,Wetland,NULL,Water
1168,Water,Built-up,Wetland,NULL,Wetland,NULL,Forest
1169,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland
1170,Water,Built-up,Wetland,Water,Wetland,NULL,Wetland
1171,Water,Built-up,Wetland,Water,Wetland,NULL,Water
1172,Water,Built-up,Wetland,Water,Wetland,NULL,Forest
1173,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1174,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
1175,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
1176,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Grassland
1177,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland
1178,Water,Built-up,Water,NULL,Water,NULL,Wetland
1179,Water,Built-up,Water,NULL,Water,NULL,Water
1180,Water,Built-up,Water,Non_Water,Water,NULL,Water
1181,Water,Built-up,Water,Water,Water,NULL,Wetland
1182,Water,Built-up,Water,Water,Water,NULL,Water
1183,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1184,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
1185,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
1186,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
1187,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water
1188,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1189,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland
1190,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
1191,Water,Built-up,Forest,Water,Non_Wetland,NULL,Water
1192,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland
1193,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
1194,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water
1195,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland
1196,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland
1197,Water,Water,NULL,Water,Non_Wetland,NULL,Water
1198,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1199,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1200,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1201,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1202,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1203,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1204,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1205,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1206,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1207,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1208,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1209,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1210,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
1211,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1212,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1213,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1214,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
1215,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1216,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1217,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1218,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1219,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
1220,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
1221,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1222,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
1223,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1224,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
1225,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1226,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1227,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1228,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1229,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1230,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1231,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland
1232,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1233,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
1234,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest
1235,Water,Water,Wetland,NULL,NULL,NULL,Wetland
1236,Water,Water,Wetland,NULL,NULL,NULL,Water
1237,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
1238,Water,Water,Wetland,NULL,Wetland,NULL,Cropland
1239,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
1240,Water,Water,Wetland,NULL,Wetland,NULL,Water
1241,Water,Water,Wetland,NULL,Wetland,NULL,Forest
1242,Water,Water,Wetland,Non_Water,NULL,NULL,Wetland
1243,Water,Water,Wetland,Non_Water,NULL,NULL,Water
1244,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1245,Water,Water,Wetland,Non_Water,Wetland,NULL,Cropland
1246,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1247,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1248,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
1249,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
1250,Water,Water,Wetland,Water,NULL,NULL,Wetland
1251,Water,Water,Wetland,Water,NULL,NULL,Water
1252,Water,Water,Wetland,Water,Wetland,NULL,Grassland
1253,Water,Water,Wetland,Water,Wetland,NULL,Cropland
1254,Water,Water,Wetland,Water,Wetland,NULL,Wetland
1255,Water,Water,Wetland,Water,Wetland,NULL,Bareland
1256,Water,Water,Wetland,Water,Wetland,NULL,Water
1257,Water,Water,Wetland,Water,Wetland,NULL,Forest
1258,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
1259,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1260,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
1261,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1262,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water
1263,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1264,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1265,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland
1266,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland
1267,Water,Water,Built-up,Water,Non_Wetland,NULL,Water
1268,Water,Water,Water,NULL,NULL,NULL,Wetland
1269,Water,Water,Water,NULL,NULL,NULL,Water
1270,Water,Water,Water,NULL,Water,NULL,Grassland
1271,Water,Water,Water,NULL,Water,NULL,Wetland
1272,Water,Water,Water,NULL,Water,NULL,Water
1273,Water,Water,Water,NULL,Water,NULL,Forest
1274,Water,Water,Water,Non_Water,NULL,NULL,Wetland
1275,Water,Water,Water,Non_Water,NULL,NULL,Water
1276,Water,Water,Water,Non_Water,Water,NULL,Grassland
1277,Water,Water,Water,Non_Water,Water,NULL,Wetland
1278,Water,Water,Water,Non_Water,Water,NULL,Water
1279,Water,Water,Water,Non_Water,Water,NULL,Forest
1280,Water,Water,Water,Water,NULL,NULL,Wetland
1281,Water,Water,Water,Water,NULL,NULL,Bareland
1282,Water,Water,Water,Water,NULL,NULL,Water
1283,Water,Water,Water,Water,Water,NULL,Grassland
1284,Water,Water,Water,Water,Water,NULL,Cropland
1285,Water,Water,Water,Water,Water,NULL,Wetland
1286,Water,Water,Water,Water,Water,NULL,Water
1287,Water,Water,Water,Water,Water,NULL,Forest
1288,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1289,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1290,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
1291,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
1292,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1293,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1294,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1295,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1296,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
1297,Water,Water,Forest,Water,Non_Wetland,NULL,Water
1298,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
1299,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1300,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1301,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
1302,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1303,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1304,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1305,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1306,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1307,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1308,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
1309,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1310,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1311,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
1312,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland
1313,Water,Forest,Wetland,NULL,Wetland,NULL,Water
1314,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
1315,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1316,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
1317,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1318,Water,Forest,Wetland,Water,Wetland,NULL,Wetland
1319,Water,Forest,Wetland,Water,Wetland,NULL,Water
1320,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1321,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1322,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1323,Water,Forest,Water,NULL,Water,NULL,Wetland
1324,Water,Forest,Water,NULL,Water,NULL,Water
1325,Water,Forest,Water,NULL,Water,NULL,Forest
1326,Water,Forest,Water,Non_Water,Water,NULL,Water
1327,Water,Forest,Water,Non_Water,Water,NULL,Forest
1328,Water,Forest,Water,Water,Water,NULL,Grassland
1329,Water,Forest,Water,Water,Water,NULL,Wetland
1330,Water,Forest,Water,Water,Water,NULL,Water
1331,Water,Forest,Water,Water,Water,NULL,Forest
1332,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1333,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1334,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1335,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
1336,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1337,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1338,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1339,Water,Forest,Forest,Water,Non_Wetland,NULL,Wetland
1340,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
1341,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1342,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1343,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1344,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1345,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1346,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1347,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1348,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Wetland
1349,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
1350,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Wetland
1351,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1352,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Wetland
1353,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Wetland
1354,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1355,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1356,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1357,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
1358,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1359,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1360,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,Forest
1361,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1362,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
1363,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1364,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1365,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1366,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1367,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
1368,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1369,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1370,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1371,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1372,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Wetland
1373,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water
1374,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Water
1375,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Water
1376,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1377,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1378,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1379,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1380,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1381,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
1382,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1383,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland
1384,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
1385,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1386,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1387,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1388,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1389,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
1390,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1391,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1392,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1393,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1394,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
1395,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1396,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1397,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1398,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1399,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1400,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1401,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1402,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1403,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1404,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1405,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1406,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1407,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1408,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1409,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1410,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1411,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
1412,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1413,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
1414,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
1415,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
1416,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1417,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1418,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1419,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1420,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1421,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1422,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1423,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water
1424,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1425,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
1426,Forest,NULL,Wetland,NULL,Wetland,NULL,Cropland
1427,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
1428,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland
1429,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
1430,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
1431,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1432,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
1433,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1434,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1435,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
1436,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1437,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
1438,Forest,NULL,Wetland,Water,Wetland,NULL,Cropland
1439,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
1440,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
1441,Forest,NULL,Wetland,Water,Wetland,NULL,Water
1442,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
1443,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1444,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1445,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland
1446,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1447,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1448,Forest,NULL,Water,NULL,Water,NULL,Grassland
1449,Forest,NULL,Water,NULL,Water,NULL,Wetland
1450,Forest,NULL,Water,NULL,Water,NULL,Water
1451,Forest,NULL,Water,NULL,Water,NULL,Forest
1452,Forest,NULL,Water,Non_Water,Water,NULL,Wetland
1453,Forest,NULL,Water,Non_Water,Water,NULL,Water
1454,Forest,NULL,Water,Water,Water,NULL,Grassland
1455,Forest,NULL,Water,Water,Water,NULL,Cropland
1456,Forest,NULL,Water,Water,Water,NULL,Wetland
1457,Forest,NULL,Water,Water,Water,NULL,Water
1458,Forest,NULL,Water,Water,Water,NULL,Forest
1459,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1460,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1461,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
1462,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1463,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
1464,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1465,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1466,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1467,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1468,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1469,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
1470,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
1471,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest
1472,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1473,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
1474,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1475,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1476,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1477,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
1478,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1479,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1480,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1481,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1482,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
1483,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1484,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1485,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
1486,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
1487,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water
1488,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1489,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1490,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Cropland
1491,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1492,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1493,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Cropland
1494,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1495,Forest,Cropland,Wetland,NULL,Wetland,NULL,Cropland
1496,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1497,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water
1498,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest
1499,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
1500,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water
1501,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
1502,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland
1503,Forest,Cropland,Wetland,Water,Wetland,NULL,Water
1504,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest
1505,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
1506,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest
1507,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland
1508,Forest,Cropland,Water,Water,Water,NULL,Wetland
1509,Forest,Cropland,Water,Water,Water,NULL,Water
1510,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1511,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
1512,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
1513,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water
1514,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1515,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Cropland
1516,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1517,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
1518,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Cropland
1519,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1520,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1521,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1522,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1523,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1524,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1525,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1526,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1527,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
1528,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1529,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1530,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1531,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1532,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1533,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1534,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water
1535,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
1536,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1537,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1538,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1539,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland
1540,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland
1541,Forest,Wetland,Wetland,Water,Wetland,NULL,Water
1542,Forest,Wetland,Water,NULL,Water,NULL,Wetland
1543,Forest,Wetland,Water,NULL,Water,NULL,Water
1544,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland
1545,Forest,Wetland,Water,Non_Water,Water,NULL,Water
