Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPC_M_R
2553,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2554,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2555,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2556,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2557,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2558,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2559,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2560,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2561,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2562,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2563,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
2564,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2565,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2566,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2567,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2568,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2569,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2570,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2571,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2572,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2573,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2574,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2575,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2576,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2577,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2578,Forest,Water,Built-up,Water,Non_Wetland,Cropland,Water,Forest
2579,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2580,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2581,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2582,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2583,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2584,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2585,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2586,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2587,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
2588,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2589,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2590,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
2591,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2592,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
2593,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
2594,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2595,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
2596,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2597,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2598,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2599,Forest,Water,Water,NULL,Water,Water,Water,Wetland
2600,Forest,Water,Water,NULL,Water,Water,Water,Water
2601,Forest,Water,Water,NULL,Water,Water,Water,Forest
2602,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
2603,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2604,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2605,Forest,Water,Water,NULL,Water,Forest,Water,Water
2606,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2607,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2608,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2609,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2610,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2611,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
2612,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2613,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
2614,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2615,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2616,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2617,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2618,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2619,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2620,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
2621,Forest,Water,Water,Non_Water,Water,Water,Grassland,Grassland
2622,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
2623,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2624,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2625,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2626,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2627,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2628,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
2629,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2630,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2631,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
2632,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2633,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2634,Forest,Water,Water,Water,Water,NULL,Water,Water
2635,Forest,Water,Water,Water,Water,NULL,Water,Forest
2636,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2637,Forest,Water,Water,Water,Water,Wetland,NULL,Grassland
2638,Forest,Water,Water,Water,Water,Wetland,Grassland,Grassland
2639,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
2640,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
2641,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2642,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
2643,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2644,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2645,Forest,Water,Water,Water,Water,Wetland,Bareland,Grassland
2646,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2647,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2648,Forest,Water,Water,Water,Water,Wetland,Water,Water
2649,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2650,Forest,Water,Water,Water,Water,Wetland,Forest,Grassland
2651,Forest,Water,Water,Water,Water,Wetland,Forest,Water
2652,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2653,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
2654,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
2655,Forest,Water,Water,Water,Water,Water,Grassland,Water
2656,Forest,Water,Water,Water,Water,Water,Grassland,Forest
2657,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2658,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2659,Forest,Water,Water,Water,Water,Water,Wetland,Water
2660,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2661,Forest,Water,Water,Water,Water,Water,Water,Grassland
2662,Forest,Water,Water,Water,Water,Water,Water,Wetland
2663,Forest,Water,Water,Water,Water,Water,Water,Water
2664,Forest,Water,Water,Water,Water,Water,Water,Forest
2665,Forest,Water,Water,Water,Water,Water,Forest,Grassland
2666,Forest,Water,Water,Water,Water,Water,Forest,Water
2667,Forest,Water,Water,Water,Water,Water,Forest,Forest
2668,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2669,Forest,Water,Water,Water,Water,Forest,Water,Water
2670,Forest,Water,Water,Water,Water,Forest,Water,Forest
2671,Forest,Water,Water,Water,Water,Forest,Forest,Water
2672,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2673,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2674,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2675,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2676,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2677,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2678,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2679,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2680,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2681,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2682,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2683,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2684,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2685,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2686,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2687,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2688,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2689,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2690,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2691,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2692,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2693,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2694,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2695,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2696,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2697,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2698,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2699,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2700,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2701,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2702,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2703,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2704,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2705,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2706,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2707,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2708,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2709,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2710,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2711,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2712,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2713,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2714,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2715,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2716,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2717,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2718,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
2719,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2720,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2721,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2722,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2723,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2724,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2725,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2726,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2727,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2728,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2729,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2730,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2731,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2732,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2733,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2734,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2735,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2736,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2737,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2738,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2739,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2740,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2741,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2742,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2743,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
2744,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2745,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2746,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2747,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2748,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2749,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2750,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2751,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2752,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2753,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2754,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2755,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2756,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2757,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2758,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2759,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2760,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2761,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2762,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2763,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2764,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2765,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2766,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2767,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2768,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2769,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2770,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2771,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2772,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2773,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2774,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2775,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2776,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2777,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
2778,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2779,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2780,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2781,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2782,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2783,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2784,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2785,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2786,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2787,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2788,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2789,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2790,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2791,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2792,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2793,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2794,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2795,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2796,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2797,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2798,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2799,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2800,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2801,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2802,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2803,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2804,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2805,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2806,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2807,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2808,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2809,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2810,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2811,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2812,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2813,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2814,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2815,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2816,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2817,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2818,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2819,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2820,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2821,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2822,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2823,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2824,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2825,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2826,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2827,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2828,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2829,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2830,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2831,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2832,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2833,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2834,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2835,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
2836,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2837,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2838,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2839,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2840,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2841,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2842,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2843,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2844,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2845,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2846,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2847,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2848,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2849,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2850,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2851,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
2852,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
2853,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2854,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2855,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2856,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2857,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2858,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2859,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2860,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2861,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2862,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2863,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2864,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2865,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2866,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2867,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2868,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2869,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2870,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2871,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2872,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2873,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2874,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2875,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2876,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2877,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2878,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2879,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2880,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2881,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2882,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2883,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2884,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2885,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2886,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2887,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2888,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2889,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
2890,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2891,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2892,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2893,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2894,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2895,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
2896,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2897,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2898,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2899,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2900,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2901,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2902,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2903,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2904,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2905,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2906,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2907,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2908,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2909,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2910,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
