Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGQ_M_R
4091,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4092,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
4093,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
4094,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4095,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
4096,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4097,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4098,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
4099,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4100,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
4101,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
4102,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Grassland
4103,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4104,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4105,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4106,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4107,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4108,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4109,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
4110,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4111,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4112,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4113,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4114,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4115,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4116,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4117,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4118,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4119,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4120,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4121,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
4122,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4123,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4124,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
4125,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4126,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4127,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4128,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4129,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4130,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4131,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4132,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4133,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4134,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4135,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4136,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
4137,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4138,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4139,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
4140,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4141,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4142,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4143,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4144,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4145,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
4146,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4147,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4148,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4149,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4150,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4151,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4152,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4153,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4154,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4155,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4156,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4157,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4158,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4159,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
4160,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4161,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
4162,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4163,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
4164,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
4165,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
4166,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
4167,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4168,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
4169,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4170,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
4171,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4172,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4173,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4174,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4175,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
4176,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4177,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
4178,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
4179,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4180,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4181,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4182,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4183,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4184,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4185,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4186,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
4187,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
4188,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Grassland
4189,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
4190,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4191,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4192,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4193,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
4194,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4195,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4196,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
4197,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4198,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4199,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
4200,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
4201,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4202,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
4203,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
4204,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Water
4205,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
4206,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4207,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
4208,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4209,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
4210,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
4211,Forest,Water,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
4212,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4213,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4214,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4215,Forest,Water,Water,NULL,Water,NULL,Water,Water
4216,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4217,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4218,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
4219,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
4220,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
4221,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
4222,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
4223,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
4224,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
4225,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4226,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
4227,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4228,Forest,Water,Water,NULL,Water,Wetland,Bareland,Grassland
4229,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
4230,Forest,Water,Water,NULL,Water,Wetland,Water,Water
4231,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
4232,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
4233,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
4234,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
4235,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
4236,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4237,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4238,Forest,Water,Water,NULL,Water,Water,Water,Grassland
4239,Forest,Water,Water,NULL,Water,Water,Water,Water
4240,Forest,Water,Water,NULL,Water,Water,Water,Forest
4241,Forest,Water,Water,NULL,Water,Water,Forest,Water
4242,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4243,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
4244,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4245,Forest,Water,Water,NULL,Water,Forest,Water,Water
4246,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4247,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4248,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
4249,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4250,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4251,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
4252,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
4253,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4254,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
4255,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
4256,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
4257,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
4258,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
4259,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4260,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4261,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4262,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4263,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
4264,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
4265,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4266,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4267,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4268,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
4269,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4270,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4271,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
4272,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
4273,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
4274,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4275,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
4276,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4277,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
4278,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4279,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4280,Forest,Water,Water,Water,Water,NULL,Water,Grassland
4281,Forest,Water,Water,Water,Water,NULL,Water,Water
4282,Forest,Water,Water,Water,Water,NULL,Water,Forest
4283,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4284,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
4285,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
4286,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
4287,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
4288,Forest,Water,Water,Water,Water,Grassland,Water,Water
4289,Forest,Water,Water,Water,Water,Grassland,Water,Forest
4290,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
4291,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
4292,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
4293,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4294,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4295,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4296,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
4297,Forest,Water,Water,Water,Water,Wetland,Water,Water
4298,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4299,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
4300,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
4301,Forest,Water,Water,Water,Water,Bareland,Water,Water
4302,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4303,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
4304,Forest,Water,Water,Water,Water,Water,Wetland,Water
4305,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4306,Forest,Water,Water,Water,Water,Water,Bareland,Water
4307,Forest,Water,Water,Water,Water,Water,Built-up,Grassland
4308,Forest,Water,Water,Water,Water,Water,Water,Grassland
4309,Forest,Water,Water,Water,Water,Water,Water,Wetland
4310,Forest,Water,Water,Water,Water,Water,Water,Bareland
4311,Forest,Water,Water,Water,Water,Water,Water,Water
4312,Forest,Water,Water,Water,Water,Water,Water,Forest
4313,Forest,Water,Water,Water,Water,Water,Forest,Grassland
4314,Forest,Water,Water,Water,Water,Water,Forest,Water
4315,Forest,Water,Water,Water,Water,Water,Forest,Forest
4316,Forest,Water,Water,Water,Water,Forest,Wetland,Grassland
4317,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4318,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4319,Forest,Water,Water,Water,Water,Forest,Water,Grassland
4320,Forest,Water,Water,Water,Water,Forest,Water,Water
4321,Forest,Water,Water,Water,Water,Forest,Water,Forest
4322,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4323,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4324,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4325,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4326,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4327,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4328,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4329,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4330,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4331,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4332,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4333,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4334,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4335,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4336,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4337,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4338,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4339,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4340,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4341,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4342,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4343,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4344,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
4345,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4346,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4347,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4348,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4349,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4350,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4351,Forest,Water,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
4352,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4353,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4354,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4355,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4356,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4357,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4358,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4359,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4360,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4361,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4362,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4363,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4364,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4365,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4366,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4367,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
4368,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4369,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4370,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4371,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4372,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
4373,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4374,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4375,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4376,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4377,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4378,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4379,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4380,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4381,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4382,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4383,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4384,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4385,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
4386,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4387,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4388,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4389,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4390,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
4391,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4392,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
4393,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4394,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4395,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4396,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4397,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4398,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4399,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
4400,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
4401,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4402,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4403,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4404,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4405,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4406,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4407,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4408,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4409,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4410,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4411,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4412,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4413,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4414,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4415,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4416,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4417,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4418,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4419,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4420,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4421,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4422,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4423,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4424,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4425,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4426,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4427,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4428,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4429,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4430,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
4431,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4432,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
4433,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4434,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4435,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4436,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4437,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4438,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4439,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4440,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4441,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4442,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
4443,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4444,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4445,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4446,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4447,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4448,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4449,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4450,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4451,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4452,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4453,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4454,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4455,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4456,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4457,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4458,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
4459,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
