Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NTF_M_R
1290,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1291,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1292,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1293,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1294,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1295,Bareland,Built-up,Water,NULL,Water,Grassland
1296,Bareland,Built-up,Water,NULL,Water,Bareland
1297,Bareland,Built-up,Water,NULL,Water,Water
1298,Bareland,Built-up,Water,NULL,Water,Forest
1299,Bareland,Built-up,Water,Non_Water,Water,Bareland
1300,Bareland,Built-up,Water,Non_Water,Water,Water
1301,Bareland,Built-up,Water,Non_Water,Water,Forest
1302,Bareland,Built-up,Water,Water,Water,Bareland
1303,Bareland,Built-up,Water,Water,Water,Water
1304,Bareland,Built-up,Water,Water,Water,Forest
1305,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1306,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1307,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1308,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1309,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1310,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1311,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Water
1312,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland
1313,Bareland,Built-up,Forest,Water,Non_Wetland,Water
1314,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1315,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1316,Bareland,Water,NULL,NULL,Non_Wetland,Water
1317,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1318,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland
1319,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1320,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
1321,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
1322,Bareland,Water,NULL,Water,Non_Wetland,Grassland
1323,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1324,Bareland,Water,NULL,Water,Non_Wetland,Water
1325,Bareland,Water,NULL,Water,Non_Wetland,Forest
1326,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1327,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1328,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1329,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1330,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1331,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1332,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1333,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1334,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1335,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1336,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1337,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1338,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1339,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1340,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1341,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1342,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1343,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1344,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1345,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1346,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1347,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1348,Bareland,Water,Grassland,Water,Non_Wetland,Water
1349,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1350,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1351,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1352,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1353,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1354,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1355,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1356,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1357,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1358,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1359,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1360,Bareland,Water,Cropland,Water,Non_Wetland,Water
1361,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1362,Bareland,Water,Wetland,NULL,Wetland,Grassland
1363,Bareland,Water,Wetland,NULL,Wetland,Bareland
1364,Bareland,Water,Wetland,NULL,Wetland,Water
1365,Bareland,Water,Wetland,NULL,Wetland,Forest
1366,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1367,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1368,Bareland,Water,Wetland,Non_Water,Wetland,Water
1369,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1370,Bareland,Water,Wetland,Water,Wetland,Grassland
1371,Bareland,Water,Wetland,Water,Wetland,Bareland
1372,Bareland,Water,Wetland,Water,Wetland,Water
1373,Bareland,Water,Wetland,Water,Wetland,Forest
1374,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1375,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1376,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1377,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1378,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1379,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1380,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1381,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1382,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1383,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1384,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1385,Bareland,Water,Bareland,Water,Non_Wetland,Water
1386,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1387,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1388,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1389,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1390,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1391,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1392,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1393,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
1394,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1395,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1396,Bareland,Water,Built-up,Water,Non_Wetland,Water
1397,Bareland,Water,Built-up,Water,Non_Wetland,Forest
1398,Bareland,Water,Water,NULL,Water,Grassland
1399,Bareland,Water,Water,NULL,Water,Bareland
1400,Bareland,Water,Water,NULL,Water,Water
1401,Bareland,Water,Water,NULL,Water,Forest
1402,Bareland,Water,Water,Non_Water,Water,Grassland
1403,Bareland,Water,Water,Non_Water,Water,Bareland
1404,Bareland,Water,Water,Non_Water,Water,Water
1405,Bareland,Water,Water,Non_Water,Water,Forest
1406,Bareland,Water,Water,Water,Water,Grassland
1407,Bareland,Water,Water,Water,Water,Bareland
1408,Bareland,Water,Water,Water,Water,Water
1409,Bareland,Water,Water,Water,Water,Forest
1410,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1411,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1412,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1413,Bareland,Water,Forest,NULL,Non_Wetland,Water
1414,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1415,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1416,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1417,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1418,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1419,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1420,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1421,Bareland,Water,Forest,Water,Non_Wetland,Water
1422,Bareland,Water,Forest,Water,Non_Wetland,Forest
1423,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1424,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1425,Bareland,Forest,NULL,Non_Water,Non_Wetland,Water
1426,Bareland,Forest,NULL,Non_Water,Non_Wetland,Forest
1427,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1428,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1429,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
1430,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1431,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1432,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1433,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1434,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1435,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
1436,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland
1437,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1438,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
1439,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1440,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1441,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1442,Bareland,Forest,Grassland,NULL,Non_Wetland,Water
1443,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1444,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1445,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1446,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water
1447,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1448,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland
1449,Bareland,Forest,Grassland,Water,Non_Wetland,Water
1450,Bareland,Forest,Grassland,Water,Non_Wetland,Forest
1451,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1452,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
1453,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1454,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1455,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1456,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1457,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1458,Bareland,Forest,Wetland,NULL,Wetland,Bareland
1459,Bareland,Forest,Wetland,NULL,Wetland,Water
1460,Bareland,Forest,Wetland,NULL,Wetland,Forest
1461,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
1462,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland
1463,Bareland,Forest,Wetland,Non_Water,Wetland,Water
1464,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1465,Bareland,Forest,Wetland,Water,Wetland,Grassland
1466,Bareland,Forest,Wetland,Water,Wetland,Bareland
1467,Bareland,Forest,Wetland,Water,Wetland,Water
1468,Bareland,Forest,Wetland,Water,Wetland,Forest
1469,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1470,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1471,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1472,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1473,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1474,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1475,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1476,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1477,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
1478,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1479,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
1480,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1481,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1482,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1483,Bareland,Forest,Built-up,Water,Non_Wetland,Water
1484,Bareland,Forest,Water,NULL,Water,Grassland
1485,Bareland,Forest,Water,NULL,Water,Bareland
1486,Bareland,Forest,Water,NULL,Water,Water
1487,Bareland,Forest,Water,NULL,Water,Forest
1488,Bareland,Forest,Water,Non_Water,Water,Grassland
1489,Bareland,Forest,Water,Non_Water,Water,Bareland
1490,Bareland,Forest,Water,Non_Water,Water,Water
1491,Bareland,Forest,Water,Non_Water,Water,Forest
1492,Bareland,Forest,Water,Water,Water,Grassland
1493,Bareland,Forest,Water,Water,Water,Bareland
1494,Bareland,Forest,Water,Water,Water,Water
1495,Bareland,Forest,Water,Water,Water,Forest
1496,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1497,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1498,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1499,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1500,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1501,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1502,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1503,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1504,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1505,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1506,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1507,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1508,Bareland,Forest,Forest,Water,Non_Wetland,Water
1509,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1510,Water,NULL,NULL,NULL,Non_Wetland,NULL
1511,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1512,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1513,Water,NULL,NULL,NULL,Non_Wetland,Water
1514,Water,NULL,NULL,NULL,Non_Wetland,Forest
1515,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
1516,Water,NULL,NULL,Non_Water,Non_Wetland,Water
1517,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1518,Water,NULL,NULL,Water,Non_Wetland,Water
1519,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1520,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1521,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1522,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1523,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1524,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1525,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1526,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1527,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1528,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1529,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1530,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1531,Water,NULL,Shrubland,Water,Non_Wetland,Water
1532,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1533,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1534,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1535,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1536,Water,NULL,Grassland,NULL,Non_Wetland,Water
1537,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1538,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1539,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1540,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1541,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1542,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1543,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1544,Water,NULL,Grassland,Water,Non_Wetland,Water
1545,Water,NULL,Grassland,Water,Non_Wetland,Forest
1546,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1547,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1548,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1549,Water,NULL,Cropland,NULL,Non_Wetland,Water
1550,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1551,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1552,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1553,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1554,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1555,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1556,Water,NULL,Cropland,Water,Non_Wetland,Water
1557,Water,NULL,Cropland,Water,Non_Wetland,Forest
1558,Water,NULL,Wetland,NULL,Wetland,Grassland
1559,Water,NULL,Wetland,NULL,Wetland,Bareland
1560,Water,NULL,Wetland,NULL,Wetland,Water
1561,Water,NULL,Wetland,NULL,Wetland,Forest
1562,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1563,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1564,Water,NULL,Wetland,Non_Water,Wetland,Water
1565,Water,NULL,Wetland,Non_Water,Wetland,Forest
1566,Water,NULL,Wetland,Water,Wetland,Grassland
1567,Water,NULL,Wetland,Water,Wetland,Bareland
1568,Water,NULL,Wetland,Water,Wetland,Water
1569,Water,NULL,Wetland,Water,Wetland,Forest
1570,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1571,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1572,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1573,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1574,Water,NULL,Bareland,NULL,Non_Wetland,Water
1575,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1576,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1577,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1578,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1579,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1580,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1581,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1582,Water,NULL,Bareland,Water,Non_Wetland,Water
1583,Water,NULL,Bareland,Water,Non_Wetland,Forest
1584,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1585,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1586,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1587,Water,NULL,Water,NULL,Water,NULL
1588,Water,NULL,Water,NULL,Water,Grassland
1589,Water,NULL,Water,NULL,Water,Cropland
1590,Water,NULL,Water,NULL,Water,Bareland
1591,Water,NULL,Water,NULL,Water,Water
1592,Water,NULL,Water,NULL,Water,Forest
1593,Water,NULL,Water,Non_Water,Water,Grassland
1594,Water,NULL,Water,Non_Water,Water,Bareland
1595,Water,NULL,Water,Non_Water,Water,Water
1596,Water,NULL,Water,Non_Water,Water,Forest
1597,Water,NULL,Water,Water,Water,Grassland
1598,Water,NULL,Water,Water,Water,Bareland
1599,Water,NULL,Water,Water,Water,Water
1600,Water,NULL,Water,Water,Water,Forest
1601,Water,NULL,Forest,NULL,Non_Wetland,NULL
1602,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1603,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1604,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1605,Water,NULL,Forest,NULL,Non_Wetland,Water
1606,Water,NULL,Forest,NULL,Non_Wetland,Forest
1607,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1608,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1609,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1610,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1611,Water,NULL,Forest,Water,Non_Wetland,Grassland
1612,Water,NULL,Forest,Water,Non_Wetland,Bareland
1613,Water,NULL,Forest,Water,Non_Wetland,Water
1614,Water,NULL,Forest,Water,Non_Wetland,Forest
1615,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1616,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1617,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1618,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1619,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1620,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1621,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1622,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1623,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1624,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1625,Water,Cropland,Wetland,NULL,Wetland,Grassland
1626,Water,Cropland,Wetland,NULL,Wetland,Forest
1627,Water,Cropland,Wetland,Water,Wetland,Water
1628,Water,Cropland,Water,NULL,Water,Grassland
1629,Water,Cropland,Water,NULL,Water,Water
1630,Water,Cropland,Water,NULL,Water,Forest
1631,Water,Cropland,Water,Water,Water,Water
1632,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1633,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1634,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1635,Water,Cropland,Forest,NULL,Non_Wetland,Water
1636,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1637,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1638,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1639,Water,Cropland,Forest,Water,Non_Wetland,Water
1640,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1641,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1642,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1643,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1644,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1645,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1646,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1647,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
1648,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1649,Water,Wetland,Forest,Water,Non_Wetland,Forest
1650,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1651,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1652,Water,Bareland,NULL,NULL,Non_Wetland,Water
1653,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1654,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1655,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1656,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
1657,Water,Bareland,NULL,Non_Water,Non_Wetland,Forest
1658,Water,Bareland,NULL,Water,Non_Wetland,Grassland
1659,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1660,Water,Bareland,NULL,Water,Non_Wetland,Water
1661,Water,Bareland,NULL,Water,Non_Wetland,Forest
1662,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1663,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1664,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1665,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1666,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1667,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1668,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1669,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1670,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1671,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1672,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1673,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1674,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1675,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1676,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1677,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1678,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1679,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1680,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1681,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1682,Water,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1683,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1684,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1685,Water,Bareland,Grassland,Water,Non_Wetland,Water
1686,Water,Bareland,Grassland,Water,Non_Wetland,Forest
1687,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1688,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1689,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1690,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1691,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1692,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1693,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1694,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1695,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1696,Water,Bareland,Cropland,Water,Non_Wetland,Water
1697,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1698,Water,Bareland,Wetland,NULL,Wetland,Grassland
1699,Water,Bareland,Wetland,NULL,Wetland,Bareland
1700,Water,Bareland,Wetland,NULL,Wetland,Water
1701,Water,Bareland,Wetland,NULL,Wetland,Forest
1702,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1703,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1704,Water,Bareland,Wetland,Non_Water,Wetland,Water
1705,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1706,Water,Bareland,Wetland,Water,Wetland,Grassland
1707,Water,Bareland,Wetland,Water,Wetland,Bareland
1708,Water,Bareland,Wetland,Water,Wetland,Water
1709,Water,Bareland,Wetland,Water,Wetland,Forest
1710,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1711,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1712,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1713,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1714,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1715,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1716,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1717,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1718,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1719,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1720,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1721,Water,Bareland,Bareland,Water,Non_Wetland,Water
1722,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1723,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1724,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1725,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1726,Water,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1727,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1728,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
