Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVR_M_R
332,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
333,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
334,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
335,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
336,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
338,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
339,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
340,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
342,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
343,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
345,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
346,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
348,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
349,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
350,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
351,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
353,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
354,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
356,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
357,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
358,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
359,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
360,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
361,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
363,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
364,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
365,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
366,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
367,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
368,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
369,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
370,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
371,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
372,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
373,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
374,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
375,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
376,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
377,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
378,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
379,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
380,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
381,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
382,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Built-up
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
658,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
