Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Wetland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Built-up
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Built-up
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
629,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
631,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
632,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
633,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
634,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
635,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Water
636,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
641,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
642,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Built-up
643,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
644,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
645,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Built-up
646,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
647,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
648,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
649,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
650,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,NULL
