Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMU_M_R
17583,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
17584,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
17585,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
17586,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
17587,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
17588,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17589,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17590,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
17591,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
17592,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
17593,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Wetland
17594,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
17595,Forest,Water,Grassland,Water,Non_Wetland,Forest,Grassland,Wetland
17596,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
17597,Forest,Water,Wetland,NULL,NULL,Grassland,Forest,Grassland
17598,Forest,Water,Wetland,NULL,NULL,Wetland,Wetland,Wetland
17599,Forest,Water,Wetland,NULL,NULL,Wetland,Water,Wetland
17600,Forest,Water,Wetland,NULL,NULL,Bareland,Wetland,Grassland
17601,Forest,Water,Wetland,NULL,NULL,Bareland,Forest,Grassland
17602,Forest,Water,Wetland,NULL,NULL,Water,Water,Wetland
17603,Forest,Water,Wetland,NULL,NULL,Forest,Water,Grassland
17604,Forest,Water,Wetland,NULL,NULL,Forest,Water,Wetland
17605,Forest,Water,Wetland,NULL,NULL,Forest,Water,Water
17606,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
17607,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Wetland
17608,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
17609,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
17610,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
17611,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
17612,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Wetland
17613,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
17614,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
17615,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
17616,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
17617,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
17618,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
17619,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
17620,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
17621,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
17622,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
17623,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
17624,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
17625,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
17626,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
17627,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
17628,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
17629,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Built-up
17630,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
17631,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
17632,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
17633,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
17634,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Wetland
17635,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
17636,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
17637,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Bareland
17638,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
17639,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Bareland
17640,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
17641,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
17642,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
17643,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
17644,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
17645,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
17646,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
17647,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
17648,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
17649,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
17650,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
17651,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
17652,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
17653,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
17654,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
17655,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
17656,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
17657,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
17658,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
17659,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
17660,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
17661,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
17662,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
17663,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
17664,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
17665,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
17666,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
17667,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
17668,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
17669,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
17670,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
17671,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
17672,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
17673,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
17674,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
17675,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
17676,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
17677,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
17678,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
17679,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
17680,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
17681,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Wetland
17682,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
17683,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Built-up
17684,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
17685,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
17686,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
17687,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
17688,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
17689,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
17690,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
17691,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
17692,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
17693,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
17694,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
17695,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
17696,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
17697,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
17698,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
17699,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
17700,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
17701,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
17702,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
17703,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
17704,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
17705,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
17706,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
17707,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
17708,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
17709,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
17710,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Grassland
17711,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Wetland
17712,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
17713,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
17714,Forest,Water,Wetland,NULL,Wetland,Forest,Built-up,Wetland
17715,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
17716,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
17717,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
17718,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
17719,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
17720,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
17721,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
17722,Forest,Water,Wetland,Non_Water,NULL,NULL,Wetland,Wetland
17723,Forest,Water,Wetland,Non_Water,NULL,Grassland,Wetland,Grassland
17724,Forest,Water,Wetland,Non_Water,NULL,Grassland,Water,Wetland
17725,Forest,Water,Wetland,Non_Water,NULL,Wetland,Grassland,Wetland
17726,Forest,Water,Wetland,Non_Water,NULL,Wetland,Wetland,Grassland
17727,Forest,Water,Wetland,Non_Water,NULL,Wetland,Wetland,Wetland
17728,Forest,Water,Wetland,Non_Water,NULL,Wetland,Wetland,Water
17729,Forest,Water,Wetland,Non_Water,NULL,Wetland,Bareland,Grassland
17730,Forest,Water,Wetland,Non_Water,NULL,Wetland,Water,Wetland
17731,Forest,Water,Wetland,Non_Water,NULL,Wetland,Forest,Grassland
17732,Forest,Water,Wetland,Non_Water,NULL,Wetland,Forest,Wetland
17733,Forest,Water,Wetland,Non_Water,NULL,Bareland,Grassland,Grassland
17734,Forest,Water,Wetland,Non_Water,NULL,Bareland,Grassland,Wetland
17735,Forest,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
17736,Forest,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Water
17737,Forest,Water,Wetland,Non_Water,NULL,Bareland,Water,Grassland
17738,Forest,Water,Wetland,Non_Water,NULL,Bareland,Forest,Grassland
17739,Forest,Water,Wetland,Non_Water,NULL,Bareland,Forest,Wetland
17740,Forest,Water,Wetland,Non_Water,NULL,Water,Water,Water
17741,Forest,Water,Wetland,Non_Water,NULL,Forest,Grassland,Wetland
17742,Forest,Water,Wetland,Non_Water,NULL,Forest,Wetland,Wetland
17743,Forest,Water,Wetland,Non_Water,NULL,Forest,Water,Wetland
17744,Forest,Water,Wetland,Non_Water,NULL,Forest,Forest,Wetland
17745,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
17746,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
17747,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
17748,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
17749,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
17750,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
17751,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
17752,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
17753,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
17754,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
17755,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
17756,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
17757,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
17758,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
17759,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
17760,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
17761,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
17762,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
17763,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
17764,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
17765,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
17766,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
17767,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
17768,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
17769,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
17770,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
17771,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Grassland,Water
17772,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
17773,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
17774,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
17775,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
17776,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
17777,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
17778,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
17779,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
17780,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
17781,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
17782,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
17783,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
17784,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
17785,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
17786,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Bareland
17787,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
17788,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
17789,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
17790,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
17791,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
17792,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
17793,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
17794,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
17795,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
17796,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
17797,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
17798,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
17799,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
17800,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
17801,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
17802,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
17803,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
17804,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
17805,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
17806,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
17807,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
17808,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
17809,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
17810,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
17811,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
17812,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
17813,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
17814,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
17815,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
17816,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
17817,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
17818,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
17819,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
17820,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
17821,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
17822,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
17823,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
17824,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
17825,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
17826,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
17827,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
17828,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
17829,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
17830,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
17831,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
17832,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
17833,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
17834,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
17835,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
17836,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
17837,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
17838,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
17839,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
17840,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Grassland
17841,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
17842,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
17843,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
17844,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
17845,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
17846,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
17847,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
17848,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
17849,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
17850,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
17851,Forest,Water,Wetland,Water,NULL,Wetland,Wetland,Wetland
17852,Forest,Water,Wetland,Water,NULL,Wetland,Water,Wetland
17853,Forest,Water,Wetland,Water,NULL,Wetland,Water,Water
17854,Forest,Water,Wetland,Water,NULL,Bareland,Wetland,Grassland
17855,Forest,Water,Wetland,Water,NULL,Bareland,Water,Wetland
17856,Forest,Water,Wetland,Water,NULL,Water,Water,Wetland
17857,Forest,Water,Wetland,Water,NULL,Forest,Wetland,Wetland
17858,Forest,Water,Wetland,Water,NULL,Forest,Water,Wetland
17859,Forest,Water,Wetland,Water,NULL,Forest,Water,Water
17860,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
17861,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
17862,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
17863,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
17864,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
17865,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Water
17866,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
17867,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
17868,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
17869,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
17870,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Wetland
17871,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
17872,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
17873,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
17874,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
17875,Forest,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
17876,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
17877,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
17878,Forest,Water,Wetland,Water,Wetland,Cropland,Water,Water
17879,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
17880,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Water
17881,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
17882,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
17883,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
17884,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
17885,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Wetland
17886,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
17887,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
17888,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
17889,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
17890,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
17891,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
17892,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
17893,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
17894,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
17895,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
17896,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
17897,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
17898,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
17899,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
17900,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
17901,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
17902,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
17903,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
17904,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
17905,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
17906,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
17907,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
17908,Forest,Water,Wetland,Water,Wetland,Water,NULL,Wetland
17909,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
17910,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
17911,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
17912,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
17913,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
17914,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
17915,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
17916,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
17917,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
17918,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
17919,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
17920,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Wetland
17921,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Grassland
17922,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Wetland
17923,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
17924,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
17925,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
17926,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
17927,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Wetland
17928,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
17929,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
17930,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
17931,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
17932,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
17933,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
17934,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
17935,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
17936,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Wetland
17937,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
17938,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
17939,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
17940,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
17941,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
17942,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
17943,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
17944,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
