Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHT_M_R
1352,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1353,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1354,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1355,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1356,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1357,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1358,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1359,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1360,Forest,Water,Water,Water,Water,NULL,NULL,Water
1361,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1362,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1363,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1364,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1365,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1366,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1367,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1368,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1369,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1370,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1371,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1372,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1373,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1374,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1375,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1376,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1377,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1378,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1379,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1380,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1381,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1382,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1383,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1384,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1385,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1386,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1387,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1388,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1389,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1390,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1391,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1392,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1393,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1394,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1395,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1396,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1397,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1399,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1400,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1401,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1402,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1403,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
